position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 18, 2017",Joe Hart,"1,96m",40204,['England'],€10.00m,,Manchester City,31,"Apr 19, 1987",Retired
Goalkeeper,right,,"Jul 1, 2013",Adrián,"1,90m",71271,['Spain'],€5.00m,,Real Betis Balompié,31,"Jan 3, 1987",Real Betis Balompié
Goalkeeper,left,,"Jul 1, 2022",Nathan Trott,"1,88m",431422,"['England', 'Bermuda']",,"Returned after loan spell with Vejle Boldklub; date: Jun 30, 2024; fee: End of loan",West Ham United U21,19,"Nov 21, 1998",FC Copenhagen
Centre-Back,left,,"Jul 10, 2015",Angelo Ogbonna,"1,91m",48002,"['Italy', 'Nigeria']",€9.00m,,: Ablöse €11.00m,30,"May 23, 1988",Watford FC
Centre-Back,right,,"Aug 5, 2010",Winston Reid,"1,91m",37526,"['New Zealand', 'Denmark']",€7.00m,,FC Midtjylland,29,"Jul 3, 1988",Retired
Centre-Back,right,Fitness - Return unknown,"Jul 1, 2015",Reece Oxford,"1,90m",314295,"['England', 'Jamaica']",€5.00m,,: Ablöse -,19,"Dec 16, 1998",FC Augsburg
Centre-Back,right,,"Jan 20, 2017",José Fonte,"1,91m",33829,['Portugal'],€2.00m,,Southampton FC,34,"Dec 22, 1983",Casa Pia AC
Centre-Back,right,,"Oct 1, 2014",Reece Burke,"1,89m",264220,['England'],€1.00m,,: Ablöse -,21,"Sep 2, 1996",Luton Town
Centre-Back,right,,"Aug 1, 2012",James Collins,"1,88m",12691,['Wales'],€1.00m,,: Ablöse €3.20m,34,"Aug 23, 1983",Retired
Centre-Back,right,,,Josh Pask,"1,87m",339789,['England'],€100k,,,20,"Nov 1, 1997",The New Saints
Left-Back,left,,"Jul 3, 2014",Aaron Cresswell,"1,70m",92571,['England'],€12.00m,,Ipswich Town,28,"Dec 15, 1989",West Ham United
Left-Back,left,,"Aug 8, 2016",Arthur Masuaku,"1,79m",181380,"['DR Congo', 'France']",€7.00m,,: Ablöse €7.10m,24,"Nov 7, 1993",Besiktas JK
Left-Back,left,,"Feb 7, 2018",Patrice Evra,"1,74m",5285,"['France', 'Senegal']",€1.00m,,Without Club,37,"May 15, 1981",Retired
Left-Back,,,,Vashon Neufville,"1,72m",332338,['England'],,,,18,"Jul 18, 1999",Without Club
Right-Back,right,,"Jul 1, 2017",Pablo Zabaleta,"1,76m",20007,"['Argentina', 'Spain']",€5.00m,,Manchester City,33,"Jan 16, 1985",Retired
Right-Back,right,,"Jan 20, 2016",Sam Byram,"1,83m",236953,['England'],€4.00m,,Leeds United,24,"Sep 16, 1993",Leeds United
Right-Back,right,,"Jul 1, 2020",Ben Johnson,"1,84m",468002,['England'],,,West Ham United U21,18,"Jan 24, 2000",Ipswich Town
Defensive Midfield,right,,"Jul 1, 2014",Cheikhou Kouyaté,"1,89m",66934,"['Senegal', 'Belgium']",€12.00m,,: Ablöse €7.50m,28,"Dec 21, 1989",Without Club
Defensive Midfield,right,,"Jul 1, 2017",Declan Rice,"1,88m",357662,"['England', 'Ireland']",€10.00m,,West Ham United U21,19,"Jan 14, 1999",Arsenal FC
Defensive Midfield,right,,"Aug 25, 2016",Edimilson Fernandes,"1,87m",247555,"['Switzerland', 'Portugal']",€5.00m,,: Ablöse €6.40m,22,"Apr 15, 1996",Stade Brestois 29
Defensive Midfield,right,,"Jul 1, 2015",Josh Cullen,"1,75m",242606,"['Ireland', 'England']",€1.00m,,: Ablöse -,22,"Apr 7, 1996",Burnley FC
