position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jan 31, 2020",Jonas Lössl,"1,95m",48870,['Denmark'],€5.00m,Everton FC,29,"Feb 1, 1989",FC Midtjylland
Goalkeeper,right,,"Jul 1, 2016",Joel Coleman,"1,98m",285551,['England'],€500k,: Ablöse ?,22,"Sep 26, 1995",Bolton Wanderers
Goalkeeper,right,,"Aug 27, 2017",Rob Green,"1,91m",11680,['England'],€250k,Leeds United,38,"Jan 18, 1980",Retired
Goalkeeper,right,,"Jul 1, 2019",Ryan Schofield,"1,90m",495441,['England'],€100k,Huddersfield Town U23,18,"Dec 11, 1999",Floreat Athena
Centre-Back,left,,"Jul 1, 2018",Terence Kongolo,"1,88m",152651,"['Netherlands', 'DR Congo']",€10.00m,: Ablöse €20.00m,24,"Feb 14, 1994",NAC Breda
Centre-Back,right,Hamstring injury - Return unknown,"Jul 1, 2016",Christopher Schindler,"1,88m",57842,['Germany'],€6.00m,TSV 1860 Munich,28,"Apr 29, 1990",Without Club
Centre-Back,right,,"Jul 7, 2017",Zanka,"1,89m",52059,['Denmark'],€5.00m,: Ablöse €2.70m,28,"Apr 23, 1990",RSC Anderlecht
Centre-Back,right,,"Jul 1, 2016",Michael Hefele,"1,92m",102382,['Germany'],€1.50m,SG Dynamo Dresden,27,"Sep 1, 1990",Retired
Centre-Back,right,,"Jul 22, 2015",Martin Cranie,"1,83m",27659,"['England', 'Scotland']",€500k,Barnsley FC,31,"Sep 26, 1986",Retired
Left-Back,left,,"Jul 5, 2017",Scott Malone,"1,89m",101682,['England'],€3.00m,Fulham FC,27,"Mar 25, 1991",Without Club
Left-Back,left,,"Jul 1, 2016",Chris Löwe,"1,73m",55125,['Germany'],€1.50m,1.FC Kaiserslautern,29,"Apr 16, 1989",Retired
Left-Back,left,,"Aug 24, 2016",Tareiq Holmes-Dennis,"1,75m",261739,"['England', 'Jamaica']",€250k,Charlton Athletic,22,"Oct 31, 1995",Retired
Right-Back,right,,"Jul 1, 2018",Florent Hadergjonaj,"1,82m",238809,"['Kosovo', 'Switzerland']",€5.00m,FC Ingolstadt 04,23,"Jul 31, 1994",Alanyaspor
Right-Back,right,,"Sep 4, 2012",Tommy Smith,"1,85m",121398,['England'],€3.00m,FC Helsby,26,"Apr 14, 1992",Middlesbrough FC
Right-Back,right,,,Jordan Williams,"1,79m",346468,['England'],€100k,,18,"Oct 22, 1999",Portsmouth FC
Defensive Midfield,right,Team captain,"Jul 29, 2013",Jonathan Hogg,"1,76m",61573,['England'],€3.50m,Watford FC,29,"Dec 6, 1988",Huddersfield Town
Defensive Midfield,,,"Jul 4, 2017",Danny Williams,,38383,"['United States', 'Germany']",€2.00m,Reading FC,29,"Mar 8, 1989",Retired
