position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,"Jul 1, 2012",Ben Foster,"1,93m",13572,['England'],€3.00m,: Ablöse €5.00m,35,"Apr 3, 1983",Retired
Goalkeeper,right,"Jul 30, 2010",Boaz Myhill,"1,91m",3838,"['Wales', 'United States']",€1.00m,: Ablöse €1.80m,35,"Nov 9, 1982",Retired
Goalkeeper,right,"Jul 1, 2017",Alex Palmer,"1,91m",245625,['England'],,West Bromwich Albion U21,21,"Aug 10, 1996",West Bromwich Albion
Centre-Back,both,"Aug 29, 2015",Jonny Evans,"1,88m",42412,['Northern Ireland'],€15.00m,Manchester United,30,"Jan 3, 1988",Manchester United
Centre-Back,right,"Aug 31, 2010",Craig Dawson,"1,88m",121477,['England'],€8.00m,Rochdale AFC,28,"May 6, 1990",Wolverhampton Wanderers
Centre-Back,right,"Jan 1, 2018",Ahmed Hegazy,"1,93m",111524,['Egypt'],€5.00m,: Ablöse €5.00m,27,"Jan 25, 1991",NEOM SC
Centre-Back,right,"Jan 29, 2018",Ali Gabr,"1,93m",122980,['Egypt'],€1.50m,Zamalek SC,29,"Jan 10, 1989",Pyramids FC
Centre-Back,right,"Jul 1, 2011",Gareth McAuley,"1,91m",40567,['Northern Ireland'],€1.00m,Ipswich Town,38,"Dec 5, 1979",Retired
Centre-Back,right,,Kyle Jameson,"1,83m",494684,['England'],,,19,"Sep 11, 1998",Newport County
Centre-Back,right,"Jul 1, 2019",Nathan Ferguson,"1,84m",507254,"['England', 'Jamaica']",,West Bromwich Albion U21,17,"Oct 6, 2000",Without Club
Left-Back,left,"Aug 30, 2017",Kieran Gibbs,"1,81m",44792,['England'],€8.00m,Arsenal FC,28,"Sep 26, 1989",Retired
Left-Back,left,,Max Melbourne,"1,78m",460255,"['England', 'Wales']",€100k,,19,"Oct 24, 1998",Without Club
Right-Back,right,"Aug 31, 2016",Allan Nyom,"1,89m",111508,"['Cameroon', 'France']",€4.50m,Watford FC,30,"May 10, 1988",Getafe CF
Right-Back,right,,Kane Wilson,"1,78m",392774,['England'],€250k,,18,"Mar 11, 2000",Derby County
Defensive Midfield,right,"Aug 30, 2017",Grzegorz Krychowiak,"1,87m",45184,['Poland'],€18.00m,: Ablöse ?,28,"Jan 29, 1990",Anorthosis Famagusta
Defensive Midfield,right,"Jan 20, 2017",Jake Livermore,"1,80m",61832,['England'],€9.00m,: Ablöse €11.50m,28,"Nov 14, 1989",Without Club
Defensive Midfield,right,"Jul 24, 2012",Claudio Yacob,"1,82m",45330,"['Argentina', 'Italy']",€3.50m,: Ablöse free transfer,30,"Jul 18, 1987",Without Club
Defensive Midfield,left,"Jul 1, 2016",Sam Field,"1,91m",387331,['England'],€1.50m,West Bromwich Albion U21,20,"May 8, 1998",Queens Park Rangers
Defensive Midfield,left,"Aug 15, 2017",Gareth Barry,"1,84m",3291,['England'],€1.00m,Everton FC,37,"Feb 23, 1981",Unknown
Central Midfield,right,"Aug 7, 2007",James Morrison,"1,83m",27614,"['Scotland', 'England']",€4.00m,Middlesbrough FC,32,"May 25, 1986",Retired
Central Midfield,left,"Aug 15, 2007",Chris Brunt,"1,87m",36814,['Northern Ireland'],€3.00m,: Ablöse €3.75m,33,"Dec 14, 1984",Retired
Central Midfield,right,"Jul 1, 2018",Rekeem Harper,"1,83m",456877,"['England', 'Jamaica']",€100k,West Bromwich Albion U21,18,"Mar 8, 2000",Port Vale FC
Left Midfield,left,"Jul 1, 2015",James McClean,"1,80m",85935,"['Ireland', 'Northern Ireland']",€3.00m,Wigan Athletic,29,"Apr 22, 1989",Wrexham AFC
Attacking Midfield,right,,Tyler Roberts,"1,80m",296986,"['Wales', 'England']",€2.50m,,19,"Jan 12, 1999",Northampton Town
Left Winger,right,"Aug 29, 2016",Nacer Chadli,"1,87m",59631,"['Belgium', 'Morocco']",€10.00m,Tottenham Hotspur,28,"Aug 2, 1989",Without Club
Left Winger,right,,Rayhaan Tulloch,"1,78m",433184,['England'],,,17,"Jan 20, 2001",Shelbourne FC
Right Winger,right,"Aug 25, 2017",Oliver Burke,"1,88m",341317,['Scotland'],€10.00m,: Ablöse €15.20m,21,"Apr 7, 1997",SV Werder Bremen
Right Winger,right,"Jul 6, 2016",Matt Phillips,"1,83m",77274,"['Scotland', 'England']",€9.00m,Queens Park Rangers,27,"Mar 13, 1991",Oxford United
Right Winger,right,"Jul 1, 2016",Jonathan Leko,"1,82m",314266,"['England', 'DR Congo']",€1.50m,West Bromwich Albion U18,19,"Apr 24, 1999",Milton Keynes Dons
Centre-Forward,left,"Jan 29, 2018",Daniel Sturridge,"1,82m",47082,['England'],€15.00m,: Ablöse €2.30m,28,"Sep 1, 1989",Retired
Centre-Forward,right,"Aug 10, 2015",Salomón Rondón,"1,89m",80197,['Venezuela'],€13.00m,: Ablöse €17.00m,28,"Sep 16, 1989",CF Pachuca
Centre-Forward,right,"Jul 2, 2017",Jay Rodríguez,"1,85m",53360,"['England', 'Spain']",€12.00m,Southampton FC,28,"Jul 29, 1989",Burnley FC
Centre-Forward,left,"Aug 31, 2016",Hal Robson-Kanu,"1,83m",65976,"['Wales', 'England']",€2.50m,Reading FC,29,"May 21, 1989",Retired
