position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jan 10, 2006",Antti Niemi,"1,86m",3101,['Finland'],€5.00m,Southampton FC,35,"May 31, 1972",Retired
Goalkeeper,right,"Aug 1, 2006",Jan Lastuvka,"1,89m",28186,['Czech Republic'],€2.40m,: Ablöse free transfer,24,"Jul 7, 1982",MFK Havirov
Goalkeeper,right,"Aug 1, 2005",Tony Warner,"1,93m",10259,"['Trinidad and Tobago', 'England']",€1.50m,: Ablöse free transfer,33,"May 11, 1974",Retired
Goalkeeper,left,"Jul 1, 2004",Ricardo Batista,"1,92m",24846,"['Angola', 'Portugal']",€1.00m,Vitória Setúbal FC U19,20,"Nov 19, 1986",Casa Pia AC
Goalkeeper,right,"Jul 1, 2003",Mark Crossley,"1,91m",4041,"['Wales', 'England']",€500k,: Ablöse €750k,38,"Jun 16, 1969",Retired
Centre-Back,right,"Jul 1, 1999",Zat Knight,"1,98m",4012,['England'],€3.30m,Fulham FC U18,27,"May 2, 1980",Retired
Centre-Back,left,"Jan 13, 2003",Carlos Bocanegra,"1,83m",15829,"['United States', 'Mexico']",€2.50m,: Ablöse free transfer,28,"May 25, 1979",Retired
Centre-Back,right,"Jul 11, 2006",Gabriel Zakuani,"1,86m",41990,"['DR Congo', 'England']",€1.50m,Leyton Orient,21,"May 31, 1986",Retired
Centre-Back,right,"Jan 1, 2004",Ian Pearce,"1,85m",3879,['England'],€1.50m,: Ablöse €1.60m,33,"May 7, 1974",Retired
Centre-Back,right,"Jul 1, 2005",Philippe Christanval,"1,89m",6741,"['France', 'Guadeloupe']",€1.00m,Olympique Marseille,28,"Aug 31, 1978",Retired
Centre-Back,left,"Jul 1, 2011",Matthew Briggs,"1,83m",51318,"['Guyana', 'England']",€100k,Fulham FC Reserves,16,"Mar 6, 1991",Retired
Left-Back,left,"Jul 27, 2006",Franck Queudrue,"1,83m",3711,['France'],€4.80m,: Ablöse €4.50m,28,"Aug 27, 1978",Retired
Left-Back,,"Jul 1, 2005",Niclas Jensen,,3809,['Denmark'],€1.40m,Borussia Dortmund,32,"Aug 17, 1974",Retired
Left-Back,left,"Jul 1, 2008",Rob Milsom,"1,80m",55851,['England'],,Fulham FC Reserves,20,"Jan 2, 1987",Dorking Wanderers
Right-Back,,"Jan 1, 2004",Moritz Volz,,4048,['Germany'],€3.50m,: Ablöse €1.00m,24,"Jan 21, 1983",Retired
Right-Back,right,"Nov 1, 2003",Liam Rosenior,"1,78m",15166,"['England', 'Sierra Leone']",€1.50m,: Ablöse €80k,22,"Jul 9, 1984",Retired
Right-Back,right,"Aug 1, 2006",Elliot Omozusi,"1,79m",47844,"['England', 'Nigeria']",,Fulham FC U18,18,"Dec 15, 1988",Without Club
Defensive Midfield,right,"Jan 1, 2007",Aleksey Smertin,"1,74m",5379,['Russia'],€6.50m,: Ablöse free transfer,32,"May 1, 1975",Retired
Defensive Midfield,right,"Jan 1, 2006",Simon Elliott,"1,83m",26831,['New Zealand'],€800k,: Ablöse free transfer,33,"Jun 10, 1974",Retired
Central Midfield,right,"Jul 1, 2004",Papa Bouba Diop,"1,94m",5485,['Senegal'],€5.50m,: Ablöse €9.00m,29,"Jan 28, 1978",---
Central Midfield,right,"Jul 1, 2006",Jimmy Bullard,"1,78m",13510,"['England', 'Germany']",€4.50m,Wigan Athletic,28,"Oct 23, 1978",Retired
