position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Mar 1, 2011",Jens Lehmann,,122,['Germany'],€5.70m,,37,"Nov 10, 1969",Retired
Goalkeeper,right,"Jul 14, 2004",Manuel Almunia,"1,91m",16621,['Spain'],€1.50m,Celta de Vigo,30,"May 19, 1977",Retired
Goalkeeper,left,"Aug 31, 2005",Mart Poom,"1,95m",3715,['Estonia'],€1.00m,Sunderland AFC,35,"Feb 3, 1972",Retired
Goalkeeper,right,"Jul 4, 2005",Vito Mannone,"1,88m",33781,['Italy'],€600k,Atalanta Primavera,19,"Mar 2, 1988",LOSC Lille
Centre-Back,right,"Feb 14, 2002",Kolo Touré,"1,78m",3202,"[""Cote d'Ivoire"", 'England']",€19.50m,ASEC Mimosas,26,"Mar 19, 1981",Retired
Centre-Back,right,"Aug 31, 2006",William Gallas,"1,82m",3156,"['France', 'Guadeloupe']",€17.50m,Chelsea FC,29,"Aug 17, 1977",Retired
Centre-Back,right,"Jul 1, 2003",Philippe Senderos,"1,89m",4277,"['Switzerland', 'Spain']",€9.70m,: Ablöse €3.55m,22,"Feb 14, 1985",Retired
Centre-Back,,"Jul 1, 2004",Johan Djourou,,34561,"['Switzerland', ""Cote d'Ivoire""]",€3.60m,Arsenal FC U18,20,"Jan 18, 1987",Retired
Centre-Back,left,"Jul 1, 2002",Pascal Cygan,"1,92m",3193,"['France', 'Poland']",€1.40m,: Ablöse €3.83m,33,"Apr 29, 1974",Retired
Centre-Back,right,"Jul 1, 2006",Joe O'Cearuill,"1,88m",44797,"['Ireland', 'England']",€250k,Watford FC U18,20,"Feb 9, 1987",Retired
Centre-Back,right,,Matthew Connolly,"1,88m",34559,['England'],€50k,,19,"Sep 24, 1987",Retired
Left-Back,left,"Aug 4, 2003",Gaël Clichy,"1,76m",7449,"['France', 'Martinique']",€5.80m,: Ablöse €375k,21,"Jul 26, 1985",Retired
Left-Back,left,"Jul 1, 2007",Armand Traoré,"1,84m",33783,"['Senegal', 'France']",€650k,Arsenal FC U18,17,"Oct 8, 1989",Retired
Left-Back,left,"Jul 1, 2007",Kieran Gibbs,"1,81m",44792,['England'],,Arsenal FC U18,17,"Sep 26, 1989",Retired
Right-Back,right,"Jan 7, 2005",Emmanuel Eboué,"1,78m",13058,"[""Cote d'Ivoire"", 'Belgium']",€7.75m,KSK Beveren (- 2010),24,"Jun 4, 1983",Retired
Right-Back,both,"Jul 1, 2000",Laurén,"1,82m",3189,"['Cameroon', 'Equatorial Guinea']",€6.00m,RCD Mallorca,30,"Jan 19, 1977",Retired
Right-Back,right,"Jan 1, 2003",Justin Hoyte,"1,78m",7335,"['Trinidad and Tobago', 'England']",€1.30m,Arsenal FC U18,22,"Nov 20, 1984",Miami Beach CF
Right-Back,right,"Jul 1, 2005",Kerrea Gilbert,"1,75m",34562,['England'],€200k,Arsenal FC U18,20,"Feb 28, 1987",Retired
Right-Back,right,"Jul 1, 2007",Gavin Hoyte,"1,80m",44793,"['Trinidad and Tobago', 'England']",€50k,Arsenal FC U18,17,"Jun 6, 1990",Folkestone Invicta FC
Defensive Midfield,right,"Jul 26, 2002",Gilberto Silva,"1,85m",3194,['Brazil'],€10.25m,Clube Atlético Mineiro,30,"Oct 7, 1976",Retired
Defensive Midfield,right,"Aug 31, 2006",Denílson,"1,78m",42352,['Brazil'],€7.20m,São Paulo Futebol Clube,19,"Feb 16, 1988",Retired
Defensive Midfield,right,"Aug 29, 2013",Mathieu Flamini,"1,78m",17396,['France'],€5.35m,AC Milan,23,"Mar 7, 1984",Retired
Defensive Midfield,right,"Aug 11, 2005",Alex Song,"1,85m",27394,"['Cameroon', 'France']",€2.90m,: Ablöse €4.00m,19,"Sep 9, 1987",Retired
Central Midfield,right,"Jul 1, 2004",Cesc Fàbregas,"1,79m",8806,['Spain'],€21.90m,Arsenal FC U18,20,"May 4, 1987",Retired
Central Midfield,right,"Jan 13, 2006",Abou Diaby,"1,91m",26763,"['France', ""Cote d'Ivoire""]",€4.60m,AJ Auxerre,21,"May 11, 1986",Retired
Central Midfield,right,"Jul 1, 2007",Mark Randall,"1,83m",44799,['England'],€125k,Arsenal FC U18,17,"Sep 28, 1989",Larne FC
Central Midfield,right,"Jul 1, 2008",Henri Lansbury,"1,83m",44794,['England'],€50k,Arsenal FC U18,16,"Oct 12, 1990",Retired
Right Midfield,,"Sep 1, 1998",Freddie Ljungberg,,3134,['Sweden'],€8.30m,Halmstads BK,30,"Apr 16, 1977",Retired
Attacking Midfield,both,"Jul 1, 2006",Tomas Rosicky,"1,79m",132,['Czech Republic'],€14.40m,Borussia Dortmund,26,"Oct 4, 1980",Retired
Attacking Midfield,,"Jul 12, 2005",Aleksandr Hleb,,597,['Belarus'],€11.70m,: Ablöse €15.00m,26,"May 1, 1981",Retired
Attacking Midfield,both,"Aug 31, 2006",Júlio Baptista,"1,85m",15952,"['Brazil', 'Spain']",€11.50m,Real Madrid,25,"Oct 1, 1981",Retired
Left Winger,right,,Georgios Efrem,"1,71m",44790,['Cyprus'],€50k,,17,"Jul 5, 1989",Retired
Right Winger,left,"Jan 1, 2004",José Antonio Reyes,"1,76m",7717,['Spain'],€16.70m,Sevilla FC,23,"Sep 1, 1983",---
Right Winger,both,"Jan 20, 2006",Theo Walcott,"1,75m",33713,['England'],€6.70m,Southampton FC,18,"Mar 16, 1989",Retired
Centre-Forward,both,"Jan 6, 2012",Thierry Henry,"1,88m",3207,"['France', 'Guadeloupe']",€45.00m,New York Red Bulls,29,"Aug 17, 1977",Retired
Centre-Forward,left,"Jul 1, 2004",Robin van Persie,"1,83m",4380,['Netherlands'],€14.80m,: Ablöse €4.50m,23,"Aug 6, 1983",Retired
Centre-Forward,right,"Jan 13, 2006",Emmanuel Adebayor,"1,92m",8883,"['Togo', 'Nigeria']",€11.80m,: Ablöse €10.00m,23,"Feb 26, 1984",Retired
Centre-Forward,right,"Jul 1, 2001",Jérémie Aliadière,"1,83m",3266,"['France', 'Algeria']",€2.30m,Arsenal FC U18,24,"Mar 30, 1983",Retired
