position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 4, 2005",Pepe Reina,"1,88m",7825,['Spain'],€11.70m,: Ablöse €9.80m,24,"Aug 31, 1982",Como 1907
Goalkeeper,left,"Aug 31, 2001",Jerzy Dudek,"1,88m",3209,['Poland'],€1.96m,: Ablöse €7.40m,34,"Mar 23, 1973",Retired
Goalkeeper,right,"Jan 1, 2007",Daniele Padelli,"1,91m",27807,['Italy'],€100k,UC Sampdoria,21,"Oct 25, 1985",Udinese Calcio
Goalkeeper,right,"Jan 12, 2006",David Martin,"1,88m",15930,['England'],€50k,Milton Keynes Dons,21,"Jan 22, 1986",Retired
Centre-Back,right,"Jul 1, 1996",Jamie Carragher,"1,85m",3597,['England'],€15.75m,: Ablöse -,29,"Jan 28, 1978",Retired
Centre-Back,left,"Jan 1, 2006",Daniel Agger,"1,91m",22832,['Denmark'],€8.30m,Bröndby IF,22,"Dec 12, 1984",Retired
Centre-Back,,"Jul 1, 1999",Sami Hyypiä,,3470,['Finland'],€4.00m,: Ablöse €3.90m,33,"Oct 7, 1973",Retired
Centre-Back,right,"Jul 1, 2006",Gabriel Paletta,"1,90m",30767,"['Italy', 'Argentina']",€2.30m,: Ablöse €2.70m,21,"Feb 15, 1986",Retired
Centre-Back,right,"Jul 1, 2005",Miki Roqué,"1,86m",33823,['Spain'],€100k,UE Lleida,18,"Jul 8, 1988",---
Left-Back,,"Jul 1, 2001",John Arne Riise,,3220,['Norway'],€13.80m,: Ablöse €6.36m,26,"Sep 24, 1980",Avaldsnes IL
Left-Back,left,"Jul 5, 2006",Fábio Aurélio,"1,78m",7570,"['Brazil', 'Italy']",€6.90m,: Ablöse free transfer,27,"Sep 24, 1979",Retired
Left-Back,left,"Jul 1, 2000",Stephen Warnock,"1,78m",3308,['England'],€1.80m,: Ablöse -,25,"Dec 12, 1981",Retired
Left-Back,left,"Jul 1, 2008",Emiliano Insúa,"1,79m",45599,"['Argentina', 'Spain']",€140k,CA Boca Juniors,18,"Jan 7, 1989",Retired
Right-Back,right,"Jul 1, 2003",Steve Finnan,"1,83m",4038,['Ireland'],€5.80m,Fulham FC,31,"Apr 24, 1976",Retired
Right-Back,right,"Jan 1, 2006",Jan Kromkamp,"1,88m",4549,['Netherlands'],€4.70m,: Ablöse free transfer,26,"Aug 17, 1980",Retired
Right-Back,right,"Jan 31, 2007",Álvaro Arbeloa,"1,84m",28260,['Spain'],€3.80m,Deportivo de La Coruña,24,"Jan 17, 1983",Retired
Right-Back,right,"Jul 1, 2008",Stephen Darby,"1,74m",29933,['England'],€70k,: Ablöse -,18,"Oct 6, 1988",Retired
Right-Back,right,"Jul 1, 2004",James Smith,"1,78m",38096,['England'],,: Ablöse -,21,"Oct 17, 1985",Retired
Right-Back,right,,Lee Peltier,"1,78m",38094,"['England', 'Antigua and Barbuda']",,,20,"Dec 11, 1986",Without Club
Defensive Midfield,right,"Aug 20, 2004",Xabi Alonso,"1,83m",7476,['Spain'],€22.30m,Real Sociedad,25,"Nov 25, 1981",Retired
Defensive Midfield,right,"Jul 1, 2008",Javier Mascherano,"1,74m",19981,"['Argentina', 'Italy']",€11.80m,: Ablöse €22.50m,23,"Jun 8, 1984",Retired
Defensive Midfield,right,"Jul 14, 2005",Mohamed Sissoko,"1,91m",6119,"['Mali', 'France']",€8.80m,: Ablöse €12.00m,22,"Jan 22, 1985",Retired
Central Midfield,right,"Aug 1, 1998",Steven Gerrard,"1,83m",3109,['England'],€34.00m,: Ablöse -,27,"May 30, 1980",Retired
Central Midfield,right,,Francis Durán,"1,76m",47094,['Spain'],€85k,,19,"Apr 28, 1988",Retired
Central Midfield,right,"Jul 1, 2006",Danny Guthrie,"1,76m",16716,['England'],€50k,: Ablöse -,20,"Apr 18, 1987",Retired
Right Midfield,right,,Paul Anderson,"1,75m",37393,['England'],€100k,,18,"Jul 23, 1988",Retired
Left Winger,right,"Aug 31, 2011",Craig Bellamy,"1,73m",3297,['Wales'],€9.90m,: Ablöse free transfer,27,"Jul 13, 1979",Retired
Left Winger,left,"Jul 1, 2003",Harry Kewell,"1,80m",3241,"['Australia', 'England']",€4.60m,Leeds United,28,"Sep 22, 1978",Retired
Left Winger,left,"Jul 4, 2005",Boudewijn Zenden,"1,74m",3173,['Netherlands'],€3.80m,: Ablöse free transfer,30,"Aug 15, 1976",Retired
Left Winger,left,"Jul 1, 2005",Mark González,"1,76m",21750,"['Chile', 'South Africa']",€3.50m,Albacete Balompié,22,"Jul 10, 1984",Retired
Right Winger,right,"Aug 18, 2006",Dirk Kuyt,"1,84m",4010,['Netherlands'],€20.00m,: Ablöse €18.00m,26,"Jul 22, 1980",Retired
Right Winger,right,"Jul 26, 2006",Jermaine Pennant,"1,73m",3195,"['England', 'Jamaica']",€10.30m,: Ablöse €9.10m,24,"Jan 15, 1983",Retired
Right Winger,both,"Aug 20, 2004",Luis García,"1,77m",7920,['Spain'],€9.40m,FC Barcelona,29,"Jun 24, 1978",Retired
Right Winger,both,"Jul 1, 2006",Nabil El Zhar,"1,70m",37917,"['Morocco', 'France']",€285k,: Ablöse free transfer,20,"Aug 27, 1986",Retired
Right Winger,right,"Jul 1, 2006",Craig Lindfield,"1,83m",45229,['England'],€75k,: Ablöse -,18,"Sep 7, 1988",Colwyn Bay
Second Striker,right,"Jul 1, 2003",Florent Sinama-Pongolle,"1,76m",4216,"['France', 'Réunion']",€4.50m,: Ablöse €400k,22,"Oct 20, 1984",Retired
Centre-Forward,right,"Jul 20, 2005",Peter Crouch,"2,01m",4072,"['England', 'Ireland']",€10.50m,Southampton FC,26,"Jan 30, 1981",Retired
Centre-Forward,left,"Jan 27, 2006",Robbie Fowler,"1,80m",3225,['England'],€4.50m,: Ablöse free transfer,32,"Apr 9, 1975",Retired
