position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Aug 12, 2006",David James,,3646,"['England', 'Jamaica']",€3.90m,: Ablöse €1.70m,36,"Aug 1, 1970",Retired
Goalkeeper,left,"Jan 1, 2006",Dean Kiely,"1,85m",3748,"['Ireland', 'England']",€1.20m,Charlton Athletic,36,"Oct 10, 1970",Retired
Goalkeeper,right,"Jul 1, 2004",Jamie Ashdown,"1,90m",13397,['England'],€800k,Reading FC,26,"Nov 30, 1980",Retired
Centre-Back,,"Aug 1, 2006",Sol Campbell,,3198,"['England', 'Jamaica']",€7.70m,: Ablöse free transfer,32,"Sep 18, 1974",Retired
Centre-Back,left,"Jan 11, 2007",Djimi Traoré,"1,91m",3598,"['Mali', 'France']",€3.20m,Charlton Athletic,27,"Mar 1, 1980",Retired
Centre-Back,right,"Jan 1, 2006",Noé Pamarot,"1,80m",5531,['France'],€3.00m,: Ablöse ?,28,"Apr 14, 1979",Retired
Centre-Back,right,"Jul 1, 2005",Andrew O'Brien,"1,91m",3228,"['Ireland', 'England']",€2.80m,Newcastle United,28,"Jun 29, 1979",Retired
Centre-Back,right,"Jul 1, 2000",Linvoy Primus,"1,80m",4266,['England'],€2.00m,Reading FC,33,"Sep 14, 1973",Retired
Centre-Back,left,"Jul 1, 2003",Dejan Stefanovic,"1,80m",4308,['Serbia'],€1.70m,Vitesse Arnhem,32,"Oct 28, 1974",Retired
Centre-Back,right,"Jan 26, 2004",Richard Duffy,"1,81m",16082,['Wales'],€500k,Swansea City,21,"Aug 30, 1985",Retired
Right-Back,both,"Jan 18, 2007",Laurén,"1,82m",3189,"['Cameroon', 'Equatorial Guinea']",€6.00m,: Ablöse €550k,30,"Jan 19, 1977",Retired
Right-Back,both,"Aug 31, 2007",Glen Johnson,"1,82m",3881,['England'],€3.70m,Chelsea FC,22,"Aug 23, 1984",Retired
Right-Back,right,"Jul 1, 2004",Andy Griffin,"1,73m",3579,['England'],€2.20m,Newcastle United,28,"Mar 17, 1979",Retired
Defensive Midfield,right,"Jan 12, 2006",Sean Davis,"1,78m",4036,['England'],€3.30m,: Ablöse €2.80m,27,"Sep 20, 1979",Retired
Defensive Midfield,left,"Jul 1, 2002",Richard Hughes,"1,75m",9207,['Scotland'],€1.00m,: Ablöse €80k,28,"Jun 25, 1979",Retired
Defensive Midfield,right,"Jul 5, 2007",Arnold Mvuemba,"1,72m",20622,"['DR Congo', 'France']",€800k,Stade Rennais FC,22,"Jan 28, 1985",Retired
Central Midfield,right,"Jul 1, 2000",Gary O'Neil,"1,74m",3995,['England'],€3.75m,: Ablöse -,24,"May 18, 1983",Retired
Central Midfield,both,"Jan 1, 2006",Pedro Mendes,"1,77m",9811,['Portugal'],€3.30m,: Ablöse ?,28,"Feb 26, 1979",Retired
Central Midfield,right,"Jul 1, 2005",Daryl Fordyce,"1,80m",35192,['Northern Ireland'],€75k,: Ablöse -,20,"Jan 2, 1987",Retired
Right Midfield,right,"Jul 28, 2006",David Thompson,"1,70m",4127,['England'],€2.75m,Wigan Athletic,29,"Sep 12, 1977",Retired
Left Midfield,left,"Jul 1, 2002",Matthew Taylor,"1,77m",9218,['England'],€3.80m,: Ablöse €600k,25,"Nov 27, 1981",Retired
Attacking Midfield,right,"Jul 1, 2006",Manuel Fernandes,"1,76m",16791,"['Portugal', 'Cape Verde']",€8.50m,SL Benfica,21,"Feb 5, 1986",Retired
Attacking Midfield,both,"Aug 31, 2006",Niko Kranjcar,"1,86m",16746,['Croatia'],€4.00m,HNK Hajduk Split,22,"Aug 13, 1984",Retired
Left Winger,both,"Aug 1, 2006",Roudolphe Douala,"1,76m",14103,"['Cameroon', 'Portugal']",€4.00m,Sporting CP,28,"Sep 25, 1978",Retired
Right Winger,right,"Aug 1, 2005",Ognjen Koroman,"1,79m",25002,"['Serbia', 'Bosnia-Herzegovina']",€2.10m,: Ablöse ?,28,"Sep 19, 1978",Retired
Right Winger,right,"Aug 31, 2005",Franck Songo'o,"1,78m",34839,"['Cameroon', 'France']",€400k,FC Barcelona U19,20,"May 14, 1987",Retired
Centre-Forward,right,"Jul 1, 2006",Nwankwo Kanu,"1,97m",3133,['Nigeria'],€6.20m,West Bromwich Albion,30,"Aug 1, 1976",Retired
Centre-Forward,right,"Jul 1, 2004",Lomana LuaLua,"1,80m",3458,"['DR Congo', 'England']",€5.50m,Newcastle United,26,"Dec 28, 1980",Retired
Centre-Forward,right,"Aug 1, 2011",Benjani,"1,88m",12063,['Zimbabwe'],€4.90m,Blackburn Rovers,28,"Aug 13, 1978",Retired
Centre-Forward,right,"Aug 31, 2006",Andy Cole,"1,75m",3238,"['England', 'Jamaica']",€2.10m,: Ablöse €750k,35,"Oct 15, 1971",Retired
Centre-Forward,right,"Mar 1, 2002",Svetoslav Todorov,"1,83m",3978,"['Bulgaria', 'England']",€1.90m,: Ablöse €1.13m,28,"Aug 30, 1978",Retired
