position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,"Aug 29, 2012",Júlio César,"1,86m",22412,['Brazil'],€4.00m,: Ablöse free transfer,33,"Sep 3, 1979",Retired
Goalkeeper,right,"Jul 1, 2012",Rob Green,"1,91m",11680,['England'],€2.00m,: Ablöse free transfer,33,"Jan 18, 1980",Retired
Goalkeeper,right,"Jul 1, 2008",Radek Cerny,"1,87m",21010,['Czech Republic'],€500k,Tottenham Hotspur,39,"Feb 18, 1974",Retired
Goalkeeper,right,"Jul 1, 2011",Brian Murphy,"1,85m",4190,['Ireland'],€500k,Ipswich Town,30,"May 7, 1983",Retired
Centre-Back,,"Jan 31, 2013",Christopher Samba,,29016,"['Congo', 'France']",€15.00m,Anzhi Makhachkala ( -2022),29,"Mar 28, 1984",Retired
Centre-Back,right,"Jan 1, 2012",Nedum Onuoha,"1,83m",28810,"['England', 'Nigeria']",€3.00m,: Ablöse €4.70m,26,"Nov 12, 1986",Retired
Centre-Back,right,"Aug 31, 2011",Anton Ferdinand,"1,85m",3698,"['England', 'St. Lucia']",€2.00m,Sunderland AFC,28,"Feb 18, 1985",Retired
Centre-Back,right,"Jan 4, 2013",Tal Ben Haim,"1,83m",20714,['Israel'],€1.00m,Without Club,31,"Mar 31, 1982",Retired
Centre-Back,left,"Jul 1, 2010",Clint Hill,"1,83m",13583,['England'],€750k,: Ablöse free transfer,34,"Oct 19, 1978",Retired
Centre-Back,right,"Jul 1, 2012",Ryan Nelsen,"1,85m",28878,['New Zealand'],,Tottenham Hotspur,35,"Oct 18, 1977",Retired
Centre-Back,right,"Jul 1, 2009",Max Ehmer,"1,88m",158718,['Germany'],,Queens Park Rangers U18,21,"Feb 3, 1992",Gillingham FC
Centre-Back,right,"Jul 1, 2011",Michael Harriman,"1,71m",155233,"['Ireland', 'England']",,Queens Park Rangers U18,20,"Oct 23, 1992",AFC Rushden & Diamonds
