position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Aug 1, 2008",Brad Guzan,"1,93m",39471,"['United States', 'Poland']",€3.50m,CD Chivas USA,28,"Sep 9, 1984",Atlanta United FC
Goalkeeper,right,,"Jul 19, 2011",Shay Given,"1,85m",3146,['Ireland'],€2.00m,: Ablöse €3.75m,37,"Apr 20, 1976",Retired
Goalkeeper,right,,"Aug 12, 2009",Andy Marshall,"1,88m",13249,['England'],€250k,Coventry City,38,"Apr 14, 1975",Retired
Centre-Back,right,,"Aug 1, 2012",Ron Vlaar,"1,89m",30697,['Netherlands'],€6.50m,: Ablöse €3.80m,28,"Feb 16, 1985",Retired
Centre-Back,left,,"Jul 1, 2010",Ciaran Clark,"1,85m",98240,"['Ireland', 'England']",€5.00m,: Ablöse -,23,"Sep 26, 1989",Without Club
Centre-Back,right,,"Sep 1, 2009",Richard Dunne,"1,88m",3807,['Ireland'],€2.00m,: Ablöse €6.80m,33,"Sep 21, 1979",Retired
Centre-Back,left,,"Jul 1, 2011",Nathan Baker,"1,89m",62638,['England'],€2.00m,: Ablöse -,22,"Apr 23, 1991",Retired
Centre-Back,left,,,Derrick Williams,"1,80m",128287,"['Ireland', 'United States']",,,20,"Jan 17, 1993",Atlanta United FC
Left-Back,left,,"Aug 29, 2012",Joe Bennett,"1,78m",90964,['England'],€2.50m,Middlesbrough FC,23,"Mar 28, 1990",Oxford United
Left-Back,left,,"Jan 1, 2012",Enda Stevens,"1,83m",85706,['Ireland'],€750k,Shamrock Rovers,22,"Jul 9, 1990",Stoke City
Right-Back,right,,"Jul 6, 2012",Matthew Lowton,"1,80m",102258,['England'],€3.50m,Sheffield United,24,"Jun 9, 1989",Precision FC
Right-Back,right,,"Jul 1, 2007",Eric Lichaj,"1,80m",61575,"['United States', 'Poland']",€2.00m,North Carolina Tar Heels (University of NC),24,"Nov 17, 1988",Retired
Defensive Midfield,right,,"Aug 31, 2012",Ashley Westwood,"1,74m",91317,['England'],€3.50m,Crewe Alexandra,23,"Apr 1, 1990",Charlotte FC
Defensive Midfield,right,,"Jul 2, 2012",Karim El Ahmadi,"1,79m",25523,"['Morocco', 'Netherlands']",€3.00m,: Ablöse €2.80m,28,"Jan 27, 1985",Retired
Defensive Midfield,right,,"Jan 31, 2013",Yacouba Sylla,"1,84m",160080,"['Mali', 'France']",€2.50m,Clermont Foot Auvergne 63,22,"Nov 29, 1990",Without Club
Defensive Midfield,right,,"Jul 1, 2010",Chris Herd,"1,88m",61572,"['Australia', 'Scotland']",€2.00m,: Ablöse -,24,"Apr 4, 1989",Retired
Central Midfield,left,,"Jul 1, 2010",Barry Bannan,"1,69m",61561,['Scotland'],€5.50m,: Ablöse -,23,"Dec 1, 1989",Sheffield Wednesday
Central Midfield,left,,"Aug 4, 2009",Fabian Delph,"1,74m",50362,"['England', 'Guyana']",€3.00m,Leeds United,23,"Nov 21, 1989",Retired
Central Midfield,right,,"Jul 1, 2011",Gary Gardner,"1,86m",110861,['England'],€1.50m,: Ablöse -,21,"Jun 29, 1992",Cambridge United
Central Midfield,left,,"Jan 1, 2012",Samir Carruthers,"1,73m",146488,"['Ireland', 'England']",,: Ablöse -,20,"Apr 4, 1993",Dartford FC
Right Midfield,right,,"Jul 1, 2009",Marc Albrighton,"1,75m",61560,['England'],€4.00m,: Ablöse -,23,"Nov 18, 1989",Retired
Attacking Midfield,right,,"Jul 1, 2012",Brett Holman,"1,77m",21496,['Australia'],€4.50m,AZ Alkmaar,29,"Mar 27, 1984",Retired
Attacking Midfield,right,,"Aug 18, 2010",Stephen Ireland,"1,73m",34838,['Ireland'],€4.00m,: Ablöse €9.70m,26,"Aug 22, 1986",Retired
Attacking Midfield,right,,"Jul 1, 2011",Andreas Weimann,"1,79m",49693,['Austria'],€3.00m,: Ablöse -,21,"Aug 5, 1991",Blackburn Rovers
Attacking Midfield,left,,"Jul 1, 2011",Daniel Johnson,"1,74m",169092,"['Jamaica', 'England']",,: Ablöse -,20,"Oct 8, 1992",Fatih Karagümrük
Left Winger,right,,"Jan 31, 2013",Simon Dawkins,"1,77m",57488,"['Jamaica', 'England']",€1.00m,Tottenham Hotspur,25,"Dec 1, 1987",Retired
Right Winger,left,heart problems - Return unknown,"Jul 30, 2011",Charles N'Zogbia,"1,71m",22165,"['France', 'DR Congo']",€5.50m,Wigan Athletic,27,"May 28, 1986",Retired
Second Striker,right,,"Jul 1, 2012",Graham Burke,"1,80m",177892,['Ireland'],,: Ablöse -,19,"Sep 21, 1993",Shamrock Rovers
Centre-Forward,right,,"Jan 18, 2011",Darren Bent,"1,80m",13239,"['England', 'Jamaica']",€13.50m,Sunderland AFC,29,"Feb 6, 1984",Retired
Centre-Forward,right,,"Aug 31, 2012",Christian Benteke,"1,90m",50201,"['Belgium', 'DR Congo']",€12.00m,: Ablöse €8.80m,22,"Dec 3, 1990",D.C. United
Centre-Forward,right,,"Jul 1, 2005",Gabriel Agbonlahor,"1,83m",37148,"['England', 'Nigeria']",€9.00m,: Ablöse -,26,"Oct 13, 1986",Retired
Centre-Forward,right,,"Jul 1, 2008",Nathan Delfouneso,"1,86m",62642,"['England', 'Nigeria']",€2.50m,: Ablöse -,22,"Feb 2, 1991",Without Club
Centre-Forward,right,,"Aug 31, 2012",Jordan Bowery,"1,85m",94655,['England'],€500k,Chesterfield FC,21,"Jul 2, 1991",Mansfield Town
