position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2008",David Stockdale,"1,90m",67339,['England'],€2.50m,Darlington FC (- 2012),27,"Sep 20, 1985",Retired
Goalkeeper,,,"Jul 1, 2008",Mark Schwarzer,,3357,"['Australia', 'Germany']",€1.00m,Middlesbrough FC,40,"Oct 6, 1972",Retired
Goalkeeper,right,,"Jan 1, 2011",Neil Etheridge,"1,88m",61694,"['Philippines', 'England']",€500k,Fulham FC Reserves,23,"Feb 7, 1990",Buriram United
Goalkeeper,right,,"Jul 1, 2011",Csaba Somogyi,"1,90m",108471,['Hungary'],€250k,Rákospalotai EAC,28,"Apr 7, 1985",Mezőörs KSE
Centre-Back,right,,"Jan 18, 2008",Brede Hangeland,"1,99m",25553,"['Norway', 'United States']",€5.00m,: Ablöse €3.30m,32,"Jun 20, 1981",Retired
Centre-Back,right,,"Jul 1, 2010",Philippe Senderos,"1,89m",4277,"['Switzerland', 'Spain']",€2.00m,: Ablöse free transfer,28,"Feb 14, 1985",Retired
Centre-Back,left,,"Jul 1, 2011",Matthew Briggs,"1,83m",51318,"['Guyana', 'England']",€1.50m,Fulham FC Reserves,22,"Mar 6, 1991",Retired
Centre-Back,right,,"Jul 1, 2007",Aaron Hughes,"1,83m",3580,['Northern Ireland'],€1.50m,: Ablöse €1.50m,33,"Nov 8, 1979",Retired
Centre-Back,right,,"Aug 23, 2010",Rafik Halliche,"1,87m",67815,['Algeria'],€750k,SL Benfica,26,"Sep 2, 1986",Retired
Left-Back,left,,"Aug 31, 2012",Kieran Richardson,"1,77m",3548,['England'],€3.50m,Sunderland AFC,28,"Oct 21, 1984",Retired
Left-Back,,,"Jul 13, 2011",John Arne Riise,,3220,['Norway'],€3.00m,: Ablöse €2.63m,32,"Sep 24, 1980",Avaldsnes IL
Right-Back,right,,"Jan 31, 2013",Stanislav Manolev,"1,85m",36233,['Bulgaria'],€3.00m,: Ablöse ?,27,"Dec 16, 1985",Retired
Right-Back,,,"Jul 1, 2013",Sascha Riether,,1662,['Germany'],€3.00m,1.FC Köln,30,"Mar 23, 1983",Retired
