position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jan 1, 2004",Boaz Myhill,"1,91m",3838,"['Wales', 'United States']",€3.50m,: Ablöse €75k,27,"Nov 9, 1982",Retired
Goalkeeper,right,"Jul 1, 2004",Matt Duke,"1,95m",36885,['England'],€750k,Burton Albion,32,"Jul 16, 1977",Retired
Goalkeeper,right,"Jul 1, 2008",Tony Warner,"1,93m",10259,"['Trinidad and Tobago', 'England']",€250k,Fulham FC,36,"May 11, 1974",Retired
Centre-Back,right,"Jul 6, 2006",Michael Turner,"1,93m",12127,['England'],€5.50m,: Ablöse €475k,26,"Nov 9, 1983",Retired
Centre-Back,right,"Jan 23, 2009",Kamil Zayatte,"1,87m",33820,"['Guinea', 'France']",€3.50m,BSC Young Boys,25,"Mar 7, 1985",Retired
Centre-Back,right,"Aug 31, 2009",Paul McShane,"1,83m",24636,['Ireland'],€3.00m,Sunderland AFC,24,"Jan 6, 1986",Retired
Centre-Back,left,"Aug 1, 2008",Anthony Gardner,"1,96m",4053,"['England', 'Jamaica']",€2.00m,Tottenham Hotspur,29,"Sep 19, 1980",Retired
Centre-Back,right,"Sep 1, 2009",Ibrahima Sonko,"1,90m",36813,"['Senegal', 'France']",€1.00m,Stoke City,29,"Jan 22, 1981",Retired
Centre-Back,right,"Jul 1, 2009",Steven Mouyokolo,"1,90m",58188,"['France', 'Congo']",€1.00m,US Boulogne,23,"Jan 24, 1987",Retired
Centre-Back,left,"Jul 1, 2009",Liam Cooper,"1,86m",75067,"['Scotland', 'England']",€50k,Hull City U18,18,"Aug 30, 1991",CSKA-Sofia
Left-Back,left,"Jul 1, 2003",Andy Dawson,"1,75m",36860,['England'],€2.50m,Scunthorpe United,31,"Oct 20, 1978",Retired
Right-Back,right,"Jul 11, 2008",Bernard Mendy,"1,80m",3707,"['France', 'Senegal']",€2.50m,: Ablöse free transfer,28,"Aug 20, 1981",Retired
Defensive Midfield,right,"Jul 1, 2002",Ian Ashbee,"1,85m",36857,['England'],€2.50m,Cambridge United,33,"Sep 6, 1976",Retired
