position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Aug 16, 2006",Rob Green,"1,91m",11680,['England'],€8.00m,: Ablöse €3.00m,30,"Jan 18, 1980",Retired
Goalkeeper,right,"Jul 1, 2009",Péter Kurucz,"1,93m",74157,['Hungary'],€250k,: Ablöse €450k,22,"May 30, 1988",Retired
Goalkeeper,right,"Jul 1, 2008",Marek Stech,"1,91m",61589,['Czech Republic'],€250k,: Ablöse -,20,"Jan 28, 1990",TJ Ligmet Milin
Centre-Back,left,"Jan 18, 2007",Matthew Upson,"1,85m",3273,['England'],€9.00m,: Ablöse €12.60m,31,"Apr 18, 1979",Retired
Centre-Back,right,"Aug 1, 2012",James Collins,"1,88m",12691,['Wales'],€4.00m,: Ablöse €3.20m,26,"Aug 23, 1983",Retired
Centre-Back,right,"Aug 1, 2009",Radoslav Kovac,"1,89m",9702,['Czech Republic'],€4.00m,: Ablöse €3.80m,30,"Nov 27, 1979",Retired
Centre-Back,right,"Jul 1, 2007",James Tomkins,"1,92m",61592,['England'],€3.00m,: Ablöse -,21,"Mar 29, 1989",Without Club
Centre-Back,right,"Jul 1, 2006",Jonathan Spector,"1,83m",24637,"['United States', 'Germany']",€2.00m,Manchester United,24,"Mar 1, 1986",Retired
Centre-Back,right,"Aug 31, 2009",Manuel da Costa,"1,91m",37398,"['Morocco', 'Portugal']",€2.00m,: Ablöse €2.70m,24,"May 6, 1986",Retired
Centre-Back,right,"Jul 5, 2005",Danny Gabbidon,"1,78m",12709,"['Wales', 'Jamaica']",€1.50m,: Ablöse €2.00m,30,"Aug 8, 1979",Retired
Centre-Back,left,"Jul 1, 2009",Fabio Daprelà,"1,83m",66109,"['Switzerland', 'Italy']",€500k,: Ablöse €1.20m,19,"Feb 19, 1991",Without Club
Centre-Back,right,,Bondz N'Gala,"1,88m",87668,"['England', 'DR Congo']",€50k,,20,"Sep 13, 1989",Retired
Left-Back,left,"Jul 1, 2009",Hérita Ilunga,"1,80m",17432,"['DR Congo', 'France']",€5.50m,: Ablöse €3.50m,28,"Feb 25, 1982",Retired
Right-Back,right,"Aug 1, 2007",Julien Faubert,"1,80m",18093,"['Martinique', 'France']",€5.50m,: Ablöse €9.15m,26,"Aug 1, 1983",Retired
Right-Back,right,"Jul 1, 2008",Jordan Spence,"1,89m",61588,['England'],€300k,: Ablöse -,20,"May 24, 1990",Retired
Defensive Midfield,right,"Jul 23, 2008",Valon Behrami,"1,84m",21905,"['Switzerland', 'Kosovo']",€8.00m,: Ablöse €6.30m,25,"Apr 19, 1985",Retired
Defensive Midfield,right,,Josh Payne,"1,83m",87670,['England'],€300k,,19,"Nov 25, 1990",Beaconsfield Town
Central Midfield,right,"Jul 1, 2007",Scott Parker,"1,80m",3785,['England'],€11.00m,Newcastle United,29,"Oct 13, 1980",Retired
Central Midfield,right,"Jan 1, 2005",Mark Noble,"1,80m",31835,"['England', 'Ireland']",€7.50m,: Ablöse -,23,"May 8, 1987",Retired
Central Midfield,right,"Jul 1, 2007",Jack Collison,"1,83m",61568,"['Wales', 'England']",€4.00m,: Ablöse -,21,"Oct 2, 1988",Retired
Central Midfield,right,,Olly Lee,"1,81m",87658,['England'],€50k,,18,"Jul 11, 1991",Retired
Right Midfield,right,"Aug 16, 2007",Kieron Dyer,"1,70m",3118,"['England', 'Antigua and Barbuda']",€3.50m,Newcastle United,31,"Dec 29, 1978",Retired
Left Midfield,left,"Jan 1, 2007",Luís Boa Morte,"1,78m",3422,"['Portugal', 'Sao Tome and Principe']",€2.50m,Fulham FC,32,"Aug 4, 1977",Retired
Attacking Midfield,left,"Aug 1, 2009",Alessandro Diamanti,"1,80m",23197,['Italy'],€5.00m,: Ablöse €6.80m,27,"May 2, 1983",Retired
Attacking Midfield,right,"Jul 1, 2009",Luis Jiménez,"1,83m",21821,"['Chile', 'Italy']",€4.00m,: Ablöse €600k,26,"Jun 17, 1984",Retired
Left Winger,right,"Jul 1, 2008",Junior Stanislas,"1,83m",87672,"['England', 'St. Lucia']",€2.50m,: Ablöse -,20,"Nov 26, 1989",Retired
Left Winger,left,,Anthony Edgar,"1,72m",87651,"['England', 'Dominica']",,,19,"Sep 30, 1990",Without Club
Right Winger,right,"May 31, 2008",Zavon Hines,"1,78m",67081,"['Jamaica', 'England']",€1.50m,Coventry City,21,"Dec 27, 1988",Retired
Second Striker,right,"Jan 1, 2008",Freddie Sears,"1,70m",70714,['England'],€1.00m,: Ablöse -,20,"Nov 27, 1989",Chatham Town
Centre-Forward,right,"Oct 14, 2013",Carlton Cole,"1,91m",3179,"['England', 'Sierra Leone']",€9.00m,Without Club,26,"Oct 12, 1983",Retired
Centre-Forward,right,"Feb 1, 2010",Benni McCarthy,"1,84m",3091,['South Africa'],€5.50m,Blackburn Rovers,32,"Nov 12, 1977",Retired
Centre-Forward,right,"Aug 1, 2009",Guillermo Franco,"1,85m",37558,"['Mexico', 'Argentina']",€3.50m,Villarreal CF,33,"Nov 3, 1976",Retired
Centre-Forward,right,"Feb 1, 2010",Ilan,"1,83m",17244,"['Brazil', 'Italy']",€3.30m,: Ablöse free transfer,29,"Sep 18, 1980",Retired
Centre-Forward,both,"Jan 1, 2010",Mido,"1,88m",4329,['Egypt'],€3.00m,Middlesbrough FC,27,"Feb 23, 1983",Retired
Centre-Forward,right,"Jul 22, 2009",Frank Nouble,"1,90m",119123,"['England', ""Cote d'Ivoire""]",€750k,Chelsea FC U18,18,"Sep 24, 1991",Yeovil Town
