position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Feb 1, 2010",Asmir Begovic,"1,99m",33873,"['Bosnia-Herzegovina', 'Canada']",€3.50m,: Ablöse €3.75m,24,"Jun 20, 1987",Everton FC
Goalkeeper,right,"Jul 30, 2008",Thomas Sörensen,"1,96m",3473,['Denmark'],€3.00m,: Ablöse free transfer,35,"Jun 12, 1976",Retired
Goalkeeper,right,"Jul 1, 2010",Carlo Nash,"1,97m",3804,['England'],€250k,: Ablöse free transfer,37,"Sep 13, 1973",Retired
Centre-Back,right,"Jan 18, 2008",Ryan Shawcross,"1,91m",45861,"['England', 'Wales']",€8.50m,Manchester United Reserves,23,"Oct 4, 1987",Retired
Centre-Back,right,"Aug 1, 2009",Robert Huth,"1,91m",2998,['Germany'],€7.00m,Middlesbrough FC,26,"Aug 18, 1984",Retired
Centre-Back,left,"Sep 1, 2009",Danny Collins,"1,85m",26183,"['Wales', 'England']",€4.00m,Sunderland AFC,30,"Aug 6, 1980",Retired
Centre-Back,both,"Aug 31, 2010",Marc Wilson,"1,88m",30456,"['Ireland', 'Northern Ireland']",€3.00m,: Ablöse €3.60m,23,"Aug 17, 1987",Retired
Centre-Back,right,"Aug 15, 2008",Abdoulaye Faye,"1,87m",6107,"['Senegal', 'France']",€2.50m,Newcastle United,33,"Feb 26, 1978",Retired
Centre-Back,left,"Sep 2, 2008",Danny Higginbotham,"1,85m",3686,"['Gibraltar', 'England']",€2.00m,Sunderland AFC,32,"Dec 29, 1978",Retired
Centre-Back,right,"Aug 1, 2008",Ibrahima Sonko,"1,90m",36813,"['Senegal', 'France']",€1.00m,Reading FC,30,"Jan 22, 1981",Retired
Centre-Back,right,"Aug 1, 2008",Andrew Davies,"1,90m",3869,['England'],€750k,Southampton FC,26,"Dec 17, 1984",Retired
Centre-Back,right,"Jul 1, 2007",Ryan Shotton,"1,89m",92109,['England'],€50k,Stoke City U18,22,"Sep 30, 1988",Hanley Town
Left-Back,,"Jan 3, 2008",Danny Pugh,,3546,['England'],€1.50m,: Ablöse €750k,28,"Oct 19, 1982",Retired
Left-Back,left,"Jan 1, 2006",Carl Dickinson,"1,85m",34337,['England'],€800k,Stoke City U18,24,"Mar 31, 1987",Retired
Right-Back,right,"Jul 1, 2003",Andy Wilkinson,"1,80m",13616,['England'],€2.50m,Stoke City U18,26,"Aug 6, 1984",Retired
Defensive Midfield,right,"Jan 30, 2008",Glenn Whelan,"1,80m",12124,['Ireland'],€3.50m,: Ablöse €670k,27,"Jan 13, 1984",Retired
Defensive Midfield,right,"Aug 26, 2009",Diego Arismendi,"1,89m",72645,"['Uruguay', 'Italy']",€1.00m,Club Nacional,23,"Jan 25, 1988",Rampla Juniors FC
Defensive Midfield,right,"Dec 10, 2007",Salif Diao,"1,83m",3600,"['Senegal', 'France']",€750k,Without Club,34,"Feb 10, 1977",Retired
Central Midfield,right,"Jul 1, 2009",Dean Whitehead,"1,83m",13683,['England'],€4.00m,Sunderland AFC,29,"Jan 12, 1982",Retired
Central Midfield,right,"Jan 9, 2007",Rory Delap,"1,83m",4112,"['Ireland', 'England']",€2.50m,Sunderland AFC,34,"Jul 6, 1976",Retired
Central Midfield,right,"Sep 1, 2008",Tom Soares,"1,83m",15910,"['England', 'Barbados']",€750k,: Ablöse €1.90m,24,"Jul 10, 1986",Without Club
Central Midfield,left,"Sep 1, 2008",Michael Tonge,"1,83m",13544,['England'],€500k,Sheffield United,28,"Apr 7, 1983",Retired
Central Midfield,right,"Jul 1, 2009",Matty Lund,"1,70m",118564,"['Northern Ireland', 'England']",€50k,Crewe Alexandra U18,20,"Nov 21, 1990",Salford City
Right Midfield,right,"Jul 1, 2009",Ben Marshall,"1,80m",118567,['England'],€50k,Crewe Alexandra U18,20,"Mar 29, 1991",AFC Darwen
Left Midfield,left,"Jan 1, 2009",Matthew Etherington,"1,78m",3788,['England'],€6.50m,: Ablöse €3.00m,29,"Aug 14, 1981",Retired
Left Winger,both,"Aug 28, 2009",Tuncay Şanlı,"1,82m",6934,['Türkiye'],€4.00m,Middlesbrough FC,29,"Jan 16, 1982",Retired
Right Winger,right,"Jan 1, 2011",Jermaine Pennant,"1,73m",3195,"['England', 'Jamaica']",€3.50m,Real Zaragoza,28,"Jan 15, 1983",Retired
Right Winger,right,"Aug 18, 2010",Jonathan Walters,"1,83m",3306,"['Ireland', 'England']",€3.00m,Ipswich Town,27,"Sep 20, 1983",Retired
Centre-Forward,right,"Aug 1, 2010",Kenwyne Jones,"1,87m",28245,['Trinidad and Tobago'],€9.00m,Sunderland AFC,26,"Oct 5, 1984",Retired
Centre-Forward,right,"Jan 21, 2011",John Carew,"1,96m",3570,['Norway'],€8.00m,: Ablöse free transfer,31,"Sep 5, 1979",Retired
Centre-Forward,right,"Aug 30, 2006",Ricardo Fuller,"1,91m",14014,['Jamaica'],€3.00m,Southampton FC,31,"Oct 31, 1979",Retired
Centre-Forward,right,"Aug 31, 2010",Eidur Gudjohnsen,"1,85m",3176,['Iceland'],€2.00m,: Ablöse €2.50m,32,"Sep 15, 1978",Retired
Centre-Forward,right,"Jul 1, 2005",Mamady Sidibé,"1,93m",14069,"['Mali', 'France']",€2.00m,Gillingham FC,31,"Dec 18, 1979",Retired
