position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Aug 8, 2007",Craig Gordon,"1,93m",12589,['Scotland'],€6.50m,Heart of Midlothian FC,28,"Dec 31, 1982",Heart of Midlothian FC
Goalkeeper,right,,"Jul 1, 2010",Simon Mignolet,"1,93m",50219,['Belgium'],€4.00m,: Ablöse €2.50m,23,"Mar 6, 1988",Club Brugge KV
Goalkeeper,right,,"Jul 1, 2006",Trevor Carson,"1,85m",41131,['Northern Ireland'],€250k,Sunderland AFC U18,23,"Mar 5, 1988",Dundee FC
Centre-Back,right,,"Aug 31, 2009",Michael Turner,"1,93m",12127,['England'],€6.00m,: Ablöse €4.50m,27,"Nov 9, 1983",Retired
Centre-Back,right,,"Aug 1, 2010",Nedum Onuoha,"1,83m",28810,"['England', 'Nigeria']",€6.00m,: Ablöse free transfer,24,"Nov 12, 1986",Retired
Centre-Back,right,,"Jul 23, 2010",Titus Bramble,"1,92m",3130,"['England', 'Montserrat']",€4.50m,Wigan Athletic,29,"Jul 31, 1981",Retired
Centre-Back,right,,"Aug 27, 2008",Anton Ferdinand,"1,85m",3698,"['England', 'St. Lucia']",€4.50m,: Ablöse €10.00m,26,"Feb 18, 1985",Retired
Centre-Back,right,,"Aug 17, 2009",John Mensah,"1,80m",5917,['Ghana'],€4.00m,: Ablöse €1.50m,28,"Nov 29, 1982",Retired
Centre-Back,right,,"Jul 1, 2005",Nyron Nosworthy,"1,85m",14054,"['Jamaica', 'England']",€2.50m,Gillingham FC,30,"Oct 11, 1980",Retired
Centre-Back,right,,"Jul 1, 2009",Paulo da Silva,"1,84m",38800,['Paraguay'],€2.00m,: Ablöse free transfer,31,"Feb 1, 1980",Retired
Centre-Back,,,"Jan 21, 2010",Matthew Kilgallon,"1,85m",4095,['England'],€1.50m,Sheffield United,27,"Jan 8, 1984",Retired
Centre-Back,right,,"Jan 15, 2008",Jean-Yves M'voto,"1,94m",55381,"['France', 'Cameroon']",€275k,: Ablöse €400k,22,"Sep 6, 1988",Retired
Centre-Back,right,,"Jul 1, 2011",Louis Laing,"1,88m",110865,['England'],,Sunderland AFC U18,18,"Mar 6, 1993",Without Club
Left-Back,left,,"Jul 16, 2007",Kieran Richardson,"1,77m",3548,['England'],€5.00m,Manchester United,26,"Oct 21, 1984",Retired
