position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Nov 1, 1997",Jussi Jääskeläinen,"1,91m",3692,['Finland'],€4.00m,: Ablöse €150k,36,"Apr 19, 1975",Retired
Goalkeeper,right,,"Jul 1, 2006",Ali Al-Habsi,"1,94m",26633,['Oman'],€2.00m,Bolton Wanderers U23,29,"Dec 30, 1981",Retired
Goalkeeper,right,,"Jul 1, 2008",Ádám Bogdán,"1,94m",55247,['Hungary'],€500k,Bolton Wanderers U23,23,"Sep 27, 1987",Retired
Goalkeeper,right,,"Jul 1, 2008",Rob Lainton,"1,85m",65691,['England'],,Bolton Wanderers U18,21,"Oct 12, 1989",Without Club
Centre-Back,right,,"Jan 30, 2008",Gary Cahill,"1,93m",27511,['England'],€9.50m,: Ablöse €6.00m,25,"Dec 19, 1985",Retired
Centre-Back,right,,"Jul 25, 2009",Zat Knight,"1,98m",4012,['England'],€4.00m,: Ablöse €4.70m,31,"May 2, 1980",Retired
Centre-Back,right,,"Jan 20, 2011",David Wheater,"1,96m",29199,['England'],€3.50m,Middlesbrough FC,24,"Feb 14, 1987",Retired
Centre-Back,right,,"Aug 1, 2007",Andrew O'Brien,"1,91m",3228,"['Ireland', 'England']",€2.00m,: Ablöse ?,32,"Jun 29, 1979",Retired
Left-Back,left,,"Jan 29, 2010",Paul Robinson,"1,75m",14063,['England'],€2.50m,West Bromwich Albion,32,"Dec 14, 1978",Retired
Left-Back,left,,"Jul 1, 2010",Marcos Alonso,"1,88m",112515,['Spain'],€2.00m,Real Madrid Castilla,20,"Dec 28, 1990",Celta de Vigo
Left-Back,,,"Jul 1, 1998",Ricardo Gardner,,6264,['Jamaica'],€1.50m,Harbour View FC,32,"Sep 25, 1978",Retired
Right-Back,right,,"Jan 1, 2008",Grétar Steinsson,"1,89m",30304,['Iceland'],€4.00m,AZ Alkmaar,29,"Jan 9, 1982",Retired
Right-Back,,,"Jul 1, 2009",Sam Ricketts,,30434,"['Wales', 'England']",€2.50m,: Ablöse €2.40m,29,"Oct 11, 1981",Retired
Right-Back,right,,"Jul 1, 2005",Joey O'Brien,"1,80m",34672,['Ireland'],€750k,Bolton Wanderers U18,25,"Feb 17, 1986",Retired
Defensive Midfield,right,,"Jul 1, 2009",Sean Davis,"1,78m",4036,['England'],€3.00m,: Ablöse free transfer,31,"Sep 20, 1979",Retired
Defensive Midfield,left,,"Jul 1, 2007",Jlloyd Samuel,"1,80m",4067,"['Trinidad and Tobago', 'England']",€1.50m,: Ablöse free transfer,30,"Mar 29, 1981",---
Central Midfield,right,,"Jul 1, 2008",Fabrice Muamba,"1,88m",35586,"['England', 'DR Congo']",€7.00m,: Ablöse €6.40m,23,"Apr 6, 1988",Retired
Central Midfield,both,,"Jan 26, 2010",Stuart Holden,"1,78m",30071,"['United States', 'Scotland']",€4.00m,: Ablöse free transfer,25,"Aug 1, 1985",Retired
Central Midfield,right,,"Jan 26, 2009",Mark Davies,"1,80m",36917,['England'],€3.00m,Wolverhampton Wanderers,23,"Feb 18, 1988",Retired
Central Midfield,right,,"Jan 1, 2008",Tamir Cohen,"1,82m",24209,"['Israel', 'Italy']",€2.00m,: Ablöse €800k,27,"Mar 4, 1984",Retired
Central Midfield,right,,"Jan 1, 2012",Josh Vela,"1,81m",173804,['England'],,Bolton Wanderers U18,17,"Dec 14, 1993",Carlisle United
Left Midfield,left,,"Jan 17, 2008",Matthew Taylor,"1,77m",9218,['England'],€6.50m,: Ablöse €4.70m,29,"Nov 27, 1981",Retired
Left Winger,,,"Jul 1, 2010",Martin Petrov,,670,['Bulgaria'],€5.50m,: Ablöse free transfer,32,"Jan 15, 1979",Retired
Right Winger,right,,"Aug 14, 2009",Chung-yong Lee,"1,80m",81801,"['Korea, South']",€6.00m,FC Seoul,22,"Jul 2, 1988",Ulsan HD FC
Right Winger,right,,"Aug 1, 2009",Michael O'Halloran,"1,88m",125158,['Scotland'],,Bolton Wanderers U18,20,"Jan 6, 1991",Dunfermline Athletic FC
Second Striker,,,"Jul 1, 2010",Robbie Blake,"1,75m",3490,['England'],€750k,: Ablöse free transfer,35,"Mar 4, 1976",Retired
Centre-Forward,right,,"Jul 1, 2008",Johan Elmander,"1,88m",4383,['Sweden'],€7.50m,: Ablöse €12.60m,30,"May 27, 1981",Holmalunds IF
Centre-Forward,left,,"Jan 31, 2011",Daniel Sturridge,"1,82m",47082,['England'],€5.00m,Chelsea FC,21,"Sep 1, 1989",Retired
Centre-Forward,left,"Finger injury - Return expected on Dec 17, 2024","Aug 31, 2010",Rodrigo,"1,82m",131505,"['Spain', 'Brazil']",€4.00m,SL Benfica,20,"Mar 6, 1991",Al-Gharafa SC
Centre-Forward,right,,"Jul 23, 2003",Kevin Davies,"1,83m",4114,['England'],€3.00m,Southampton FC,34,"Mar 26, 1977",Retired
Centre-Forward,,,"Jul 1, 2010",Ivan Klasnic,,690,['Croatia'],€2.50m,: Ablöse free transfer,31,"Jan 29, 1980",Retired
Centre-Forward,left,,"Jul 1, 2009",Danny Ward,"1,80m",124172,['England'],€50k,Bolton Wanderers U18,20,"Dec 9, 1990",Huddersfield Town
Centre-Forward,right,,"Jul 1, 2008",Tope Obadeyi,"1,82m",65692,"['England', 'Nigeria']",€50k,Bolton Wanderers U18,21,"Oct 29, 1989",Kidderminster Harriers
Centre-Forward,right,,"Aug 12, 2010",Tom Eaves,"1,91m",135136,['England'],€50k,: Ablöse €245k,19,"Jan 14, 1992",Northampton Town
