position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Oct 27, 2006",Chris Kirkland,"1,98m",3219,['England'],€4.00m,: Ablöse €3.73m,30,"May 2, 1981",Retired
Goalkeeper,right,,"Jul 4, 2011",Ali Al-Habsi,"1,94m",26633,['Oman'],€2.00m,: Ablöse €4.30m,29,"Dec 30, 1981",Retired
Goalkeeper,right,,"Jul 1, 2005",Mike Pollitt,"1,93m",32217,['England'],€250k,Rotherham United,39,"Feb 29, 1972",Retired
Goalkeeper,right,,"Jul 1, 2010",Lee Nicholls,"1,91m",126258,['England'],€50k,Wigan Athletic U18,18,"Oct 5, 1992",Huddersfield Town
Centre-Back,right,,"Jul 1, 2010",Antolín Alcaraz,"1,87m",14259,"['Paraguay', 'Italy']",€4.00m,: Ablöse free transfer,28,"Jul 30, 1982",Retired
Centre-Back,right,,"Jan 13, 2010",Gary Caldwell,"1,85m",3791,['Scotland'],€3.50m,Celtic FC,29,"Apr 12, 1982",Retired
Centre-Back,right,,"Aug 23, 2010",Steven Caldwell,"1,83m",3462,['Scotland'],€2.00m,: Ablöse free transfer,30,"Sep 12, 1980",Retired
Centre-Back,,,"Jan 1, 2010",Steve Gohouri,,19857,"[""Cote d'Ivoire"", 'France']",€1.50m,Borussia Mönchengladbach,30,"Feb 8, 1981",---
Centre-Back,right,,"Jan 1, 2011",Adrián López,"1,84m",44966,['Spain'],€500k,Deportivo de La Coruña,24,"Feb 25, 1987",Without Club
Centre-Back,,,,Jordan Robinson,"1,88m",173066,['England'],,,20,"Apr 28, 1991",Retired
Centre-Back,right,,"Jul 1, 2011",Román Golobart,"1,93m",90273,['Spain'],,Wigan Athletic U21,19,"Mar 21, 1992",Retired
Left-Back,left,,"Oct 21, 2014",Maynor Figueroa,"1,82m",62240,['Honduras'],€5.50m,: Ablöse free transfer,28,"May 2, 1983",Retired
Left-Back,left,,"Jul 1, 2009",Jordan Mustoe,"1,79m",61715,['England'],,Wigan Athletic U18,20,"Jan 28, 1991",Without Club
Right-Back,right,,"Jul 1, 2010",Ronnie Stam,"1,79m",24877,['Netherlands'],€4.00m,Twente Enschede FC,27,"Jun 18, 1984",Retired
Right-Back,right,,"Aug 1, 2006",Emmerson Boyce,"1,80m",19641,"['Barbados', 'England']",€2.50m,: Ablöse €1.50m,31,"Sep 24, 1979",Retired
