position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,"Jul 1, 1999",Dean Kiely,"1,85m",3748,"['Ireland', 'England']",Bury FC,32,"Oct 10, 1970",Retired
Goalkeeper,right,"Jul 1, 2003",Paul Rachubka,"1,85m",4098,"['England', 'United States']",Manchester United Reserves,22,"May 21, 1981",Retired
Goalkeeper,,"Jul 1, 2000",Ben Roberts,"1,85m",4099,['England'],: Ablöse free transfer,28,"Jun 22, 1975",Retired
Centre-Back,right,"Nov 8, 2000",Mark Fish,"1,87m",3087,['South Africa'],: Ablöse €1.55m,29,"Mar 14, 1974",Retired
Centre-Back,right,"Jul 3, 1990",Steve Brown,"1,85m",13401,['England'],Charlton Athletic U18,31,"May 13, 1972",Retired
Centre-Back,,"Jul 1, 1995",Richard Rufus,"1,85m",4101,['England'],Charlton Athletic U18,28,"Jan 12, 1975",Retired
Centre-Back,right,"Jul 1, 2002",Gary Rowett,"1,85m",4102,['England'],: Ablöse €5.25m,29,"Mar 6, 1974",Retired
Centre-Back,right,"Aug 31, 2010",Jonathan Fortune,"1,88m",4103,['England'],Sheffield United,22,"Aug 23, 1980",Retired
Centre-Back,right,"Jul 1, 2002",Michael Turner,"1,93m",12127,['England'],Charlton Athletic U18,19,"Nov 9, 1983",Retired
Centre-Back,right,"Jan 1, 2003",Tahar El Khalej,"1,91m",3121,['Morocco'],Southampton FC,35,"Jun 16, 1968",Retired
Left-Back,left,"Jul 1, 2007",Chris Powell,"1,78m",4100,"['England', 'Jamaica']",Watford FC,33,"Sep 8, 1969",Retired
Left-Back,left,"Jul 1, 1998",Paul Konchesky,"1,78m",3296,['England'],Charlton Athletic U18,22,"May 15, 1981",Retired
Right-Back,right,"Jul 1, 2001",Luke Young,"1,83m",3271,['England'],: Ablöse €6.00m,23,"Jul 19, 1979",Retired
Right-Back,right,"Jul 1, 2005",Osei Sankofa,"1,83m",4105,"['England', 'Jamaica']",Charlton Athletic U21,18,"Mar 19, 1985",Retired
Defensive Midfield,right,"Jul 1, 2000",Radostin Kishishev,"1,80m",3001,['Bulgaria'],: Ablöse €4.50m,28,"Jul 30, 1974",Retired
Defensive Midfield,,"Jul 1, 1996",Mark Kinsella,,4064,['Ireland'],Colchester United,30,"Aug 12, 1972",Retired
Central Midfield,right,"Aug 1, 1997",Scott Parker,"1,80m",3785,['England'],Charlton Athletic U18,22,"Oct 13, 1980",Retired
Central Midfield,right,"Aug 30, 2002",Robbie Mustoe,"1,83m",13419,['England'],: Ablöse free transfer,34,"Aug 28, 1968",Retired
Left Midfield,left,"Jul 1, 2002",Jesper Blomqvist,"1,76m",3095,['Sweden'],: Ablöse free transfer,29,"Feb 5, 1974",Retired
Attacking Midfield,right,"Jul 1, 2000",Claus Jensen,"1,83m",3099,['Denmark'],: Ablöse €6.00m,26,"Apr 29, 1977",Retired
Attacking Midfield,right,"Jan 1, 2002",Chris Bart-Williams,"1,80m",3293,"['England', 'Sierra Leone']",: Ablöse free transfer,29,"Jun 16, 1974",---
Right Winger,right,"Mar 23, 1999",Graham Stuart,"1,73m",3334,['England'],Sheffield United,32,"Oct 24, 1970",Retired
Right Winger,right,"Sep 15, 1992",John Robinson,"1,78m",10428,"['Wales', 'Zimbabwe']",: Ablöse €75k,31,"Aug 29, 1971",Retired
Right Winger,,"Jul 1, 2002",Jamal Campbell-Ryce,"1,70m",4106,"['Jamaica', 'England']",Charlton Athletic U18,20,"Apr 6, 1983",Retired
Second Striker,,"Jul 1, 2011",Jason Euell,"1,80m",3092,"['Jamaica', 'England']",Blackpool FC,26,"Feb 6, 1977",Retired
Centre-Forward,,"Jan 8, 1999",Martin Pringle,"1,90m",17482,['Sweden'],: Ablöse €1.10m,32,"Nov 18, 1970",Retired
Centre-Forward,right,"Jan 1, 2001",Shaun Bartlett,"1,88m",3089,['South Africa'],: Ablöse €3.00m,30,"Oct 31, 1972",Retired
Centre-Forward,right,"Jul 1, 2000",Mathias Svensson,"1,86m",3861,['Sweden'],: Ablöse €900k,28,"Sep 24, 1974",Retired
Centre-Forward,both,"Jul 1, 2000",Jonatan Johansson,"1,84m",3117,"['Finland', 'Sweden']",: Ablöse €4.30m,27,"Aug 16, 1975",Retired
Centre-Forward,right,"Jul 1, 1996",Kevin Lisbie,"1,78m",4097,"['Jamaica', 'England']",Charlton Athletic U18,24,"Oct 17, 1978",Retired
Striker,right,"Jul 1, 2001",Mark DeBolla,"1,73m",12130,['England'],: Ablöse free transfer,20,"Jun 1, 1983",Retired
