position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1999",Marcus Hahnemann,"1,87m",4140,"['United States', 'Germany']",: Ablöse €112k,31,"Jun 15, 1972",Retired
Goalkeeper,right,"Aug 1, 2001",Edwin van der Sar,"1,99m",3516,['Netherlands'],: Ablöse €10.30m,32,"Oct 29, 1970",Retired
Goalkeeper,right,"Nov 14, 1997",Maik Taylor,"1,93m",3723,"['Northern Ireland', 'Germany']",Southampton FC,31,"Sep 4, 1971",Retired
Goalkeeper,right,"Jul 1, 2002",Martín Herrera,"1,85m",3726,['Argentina'],: Ablöse free transfer,32,"Sep 13, 1970",Retired
Centre-Back,right,"Jul 1, 1999",Andy Melville,"1,84m",4004,['Wales'],Sunderland AFC,34,"Nov 29, 1968",Retired
Centre-Back,right,"Jul 1, 1999",Zat Knight,"1,98m",4012,['England'],Fulham FC U18,23,"May 2, 1980",Retired
Centre-Back,right,"Jul 14, 2002",Martin Djetou,"1,80m",3725,"['France', ""Cote d'Ivoire""]",: Ablöse free transfer,28,"Dec 15, 1974",Retired
Centre-Back,right,"Apr 1, 2001",Alain Goma,"1,83m",4011,['France'],Newcastle United,30,"Oct 5, 1972",Retired
Centre-Back,right,"Aug 1, 2001",Abdeslam Ouaddou,"1,91m",4002,"['France', 'Morocco']",: Ablöse €3.30m,24,"Nov 1, 1978",Retired
Centre-Back,right,"Jul 1, 2003",Mark Hudson,"1,87m",3640,['England'],Fulham FC Reserves,21,"Mar 30, 1982",Retired
Centre-Back,right,"Jul 1, 2003",Dean Leacock,"1,90m",4039,"['England', 'Barbados']",Fulham FC U18,19,"Jun 10, 1984",Retired
Left-Back,left,"Jan 30, 1998",Rufus Brevett,"1,72m",3883,['England'],: Ablöse €525k,33,"Sep 24, 1969",Retired
Left-Back,left,"Jul 1, 2001",Jon Harley,"1,78m",4014,['England'],: Ablöse €5.25m,23,"Sep 26, 1979",Retired
Left-Back,left,"Aug 2, 2003",Jérôme Bonnissel,"1,74m",3911,['France'],: Ablöse free transfer,30,"Apr 16, 1973",Retired
Left-Back,,"Aug 10, 2002",Pierre Womé,,3329,['Cameroon'],: Ablöse free transfer,24,"Mar 26, 1979",Retired
Right-Back,right,"Nov 1, 1998",Steve Finnan,"1,83m",4038,['Ireland'],: Ablöse €900k,27,"Apr 24, 1976",Retired
Defensive Midfield,right,"Jul 1, 2002",Junichi Inamoto,"1,81m",3568,['Japan'],: Ablöse free transfer,23,"Sep 18, 1979",Nankatsu SC
Defensive Midfield,right,"Jul 1, 1996",Sean Davis,"1,78m",4036,['England'],Fulham FC U18,23,"Sep 20, 1979",Retired
Central Midfield,right,"Aug 2, 2001",Steed Malbranque,"1,71m",3569,"['France', 'Belgium']",: Ablöse €6.60m,23,"Jan 6, 1980",Retired
Central Midfield,right,"Jul 1, 2001",Sylvain Legwinski,"1,85m",3815,"['France', 'Poland']",: Ablöse €5.25m,30,"Jun 10, 1973",Retired
Central Midfield,,"Jan 15, 2000",Bjarne Goldbaek,,3105,['Denmark'],: Ablöse €975k,34,"Oct 6, 1968",Retired
Left Midfield,left,"Mar 15, 2000",Eddie Lewis,"1,78m",3484,['United States'],: Ablöse €1.80m,29,"May 17, 1974",Retired
Left Midfield,,"Jul 1, 2000",John Collins,,3663,['Scotland'],: Ablöse €2.75m,35,"Jan 31, 1968",Retired
Left Midfield,left,"Jul 1, 2001",Luís Boa Morte,"1,78m",3422,"['Portugal', 'Sao Tome and Principe']",Southampton FC,25,"Aug 4, 1977",Retired
Attacking Midfield,,"Jan 1, 2001",Andrejs Stolcers,,3724,['Latvia'],: Ablöse €3.00m,28,"Jul 8, 1974",Retired
Right Winger,right,"Jul 1, 1999",Lee Clark,"1,73m",3477,['England'],Sunderland AFC,30,"Oct 27, 1972",Retired
Centre-Forward,both,"Sep 3, 2001",Steve Marlet,"1,80m",3240,"['France', 'Martinique']",: Ablöse €17.60m,29,"Jan 10, 1974",Retired
Centre-Forward,left,"Jul 1, 2002",Facundo Sava,"1,84m",3709,"['Argentina', 'Italy']",Club de Gimnasia y Esgrima La Plata,29,"Mar 7, 1974",Retired
Centre-Forward,,"Nov 17, 1998",Barry Hayles,"1,75m",4035,"['Jamaica', 'England']",Bristol Rovers,31,"May 17, 1972",FC Windsor
Centre-Forward,left,"Jul 1, 2000",Louis Saha,"1,82m",4015,"['France', 'Guadeloupe']",: Ablöse €3.15m,24,"Aug 8, 1978",Retired
Centre-Forward,right,"Jul 1, 2000",Calum Willock,"1,85m",3326,"['St. Kitts & Nevis', 'England']",Fulham FC U18,21,"Oct 29, 1981",Erith & Belvedere FC
Centre-Forward,right,"Jul 1, 2000",Elvis Hammond,"1,75m",3722,"['Ghana', 'England']",Fulham FC U18,22,"Oct 6, 1980",Retired
