position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,,Craig Holloway,,3554,['England'],,18,"Aug 10, 1984",Retired
Goalkeeper,right,"Jul 1, 1990",David Seaman,"1,93m",3141,['England'],: Ablöse €2.00m,39,"Sep 19, 1963",Retired
Goalkeeper,right,"Jul 1, 2000",Stuart Taylor,"1,98m",3190,['England'],Arsenal FC Reserves,22,"Nov 28, 1980",Retired
Goalkeeper,,"Jan 31, 2003",Guillaume Warmuz,,3552,['France'],: Ablöse free transfer,33,"May 22, 1970",Retired
Goalkeeper,,"Jul 1, 2002",Rami Shaaban,"1,94m",3199,"['Sweden', 'Egypt']",Djurgårdens IF,28,"Jun 30, 1975",Retired
Centre-Back,left,"Jul 1, 1997",Matthew Upson,"1,85m",3273,['England'],: Ablöse €2.80m,24,"Apr 18, 1979",Retired
Centre-Back,right,"Feb 4, 1993",Martin Keown,"1,86m",3184,['England'],: Ablöse €3.00m,36,"Jul 24, 1966",Retired
Centre-Back,left,"Jul 1, 2002",Pascal Cygan,"1,92m",3193,"['France', 'Poland']",: Ablöse €3.83m,29,"Apr 29, 1974",Retired
Centre-Back,,"Jan 1, 2010",Sol Campbell,,3198,"['England', 'Jamaica']",Without Club,28,"Sep 18, 1974",Retired
Centre-Back,right,"Jul 1, 2000",Igors Stepanovs,"1,92m",3200,['Latvia'],Skonto Riga (- 2016),27,"Jan 21, 1976",Retired
Centre-Back,right,"Sep 19, 2001",Stathis Tavlaridis,"1,86m",3201,['Greece'],: Ablöse €900k,23,"Jan 25, 1980",Retired
Centre-Back,right,"Feb 14, 2002",Kolo Touré,"1,78m",3202,"[""Cote d'Ivoire"", 'England']",ASEC Mimosas,22,"Mar 19, 1981",Retired
Centre-Back,right,"Jul 1, 2002",Ryan Garry,"1,88m",3206,['England'],Arsenal FC U18,19,"Sep 29, 1983",Retired
Left-Back,left,"Jul 1, 1999",Ashley Cole,"1,76m",3182,"['England', 'Barbados']",Arsenal FC Reserves,22,"Dec 20, 1980",Retired
Left-Back,left,"Jul 1, 2001",Giovanni van Bronckhorst,"1,77m",3191,['Netherlands'],: Ablöse €13.50m,28,"Feb 5, 1975",Retired
Right-Back,,"Jul 1, 2001",Moritz Volz,,4048,['Germany'],Arsenal FC U18,20,"Jan 21, 1983",Retired
Right-Back,both,"Jul 1, 2000",Laurén,"1,82m",3189,"['Cameroon', 'Equatorial Guinea']",RCD Mallorca,26,"Jan 19, 1977",Retired
Right-Back,right,"Jul 1, 1999",Oleg Luzhnyi,"1,83m",3196,['Ukraine'],: Ablöse €2.75m,34,"Aug 5, 1968",Retired
Right-Back,right,"Jan 1, 2003",Justin Hoyte,"1,78m",7335,"['Trinidad and Tobago', 'England']",Arsenal FC U18,18,"Nov 20, 1984",Miami Beach CF
Defensive Midfield,right,"Aug 14, 1996",Patrick Vieira,"1,92m",3183,"['France', 'Senegal']",: Ablöse €5.35m,27,"Jun 23, 1976",Retired
Defensive Midfield,right,"Jul 26, 2002",Gilberto Silva,"1,85m",3194,['Brazil'],Clube Atlético Mineiro,26,"Oct 7, 1976",Retired
Defensive Midfield,,"Oct 1, 2000",Sebastian Svärd,,3204,['Denmark'],Kjöbenhavns Boldklub (FCK II),20,"Jan 15, 1983",Retired
Central Midfield,right,,Steve Sidwell,"1,83m",13427,['England'],,20,"Dec 14, 1982",Retired
Central Midfield,right,"Mar 6, 1991",Ray Parlour,"1,78m",3208,['England'],Arsenal FC U18,30,"Mar 7, 1973",Retired
Central Midfield,left,"Jan 1, 2002",Edú Gaspar,"1,89m",3192,"['Brazil', 'Portugal']",Sport Club Corinthians Paulista,25,"May 15, 1978",Retired
Right Midfield,,"Sep 1, 1998",Freddie Ljungberg,,3134,['Sweden'],Halmstads BK,26,"Apr 16, 1977",Retired
Right Midfield,right,"Jul 1, 2003",David Bentley,"1,78m",3205,['England'],Arsenal FC U18,18,"Aug 27, 1984",Retired
Left Midfield,right,"Jul 1, 2000",Robert Pirès,"1,87m",3185,"['France', 'Portugal']",: Ablöse €9.80m,29,"Oct 29, 1973",Retired
Left Winger,left,,Jerome Thomas,"1,77m",3560,"['England', 'Guyana']",,20,"Mar 23, 1983",Retired
Right Winger,right,"Jul 1, 2001",Jermaine Pennant,"1,73m",3195,"['England', 'Jamaica']",Arsenal FC U18,20,"Jan 15, 1983",Retired
Second Striker,right,"Jul 1, 1995",Dennis Bergkamp,"1,83m",3187,['Netherlands'],: Ablöse €11.25m,34,"May 10, 1969",Retired
Second Striker,right,"Aug 26, 2000",Sylvain Wiltord,"1,74m",3188,"['France', 'Guadeloupe']",: Ablöse €17.50m,29,"May 10, 1974",Retired
Centre-Forward,right,"Jul 1, 2001",Francis Jeffers,"1,78m",3186,['England'],: Ablöse €15.30m,22,"Jan 25, 1981",Retired
Centre-Forward,both,"Jan 6, 2012",Thierry Henry,"1,88m",3207,"['France', 'Guadeloupe']",New York Red Bulls,25,"Aug 17, 1977",Retired
Centre-Forward,right,"Jan 1, 1999",Nwankwo Kanu,"1,97m",3133,['Nigeria'],: Ablöse €6.25m,26,"Aug 1, 1976",Retired
Centre-Forward,right,"Jul 1, 2001",Jérémie Aliadière,"1,83m",3266,"['France', 'Algeria']",Arsenal FC U18,20,"Mar 30, 1983",Retired
