position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Dec 1, 1995",Neil Moss,"1,88m",48075,['England'],: Ablöse €40k,28,"May 10, 1975",Retired
Goalkeeper,right,"Jul 28, 1997",Paul Jones,"1,91m",3684,['Wales'],: Ablöse €1.35m,36,"Apr 18, 1967",Retired
Goalkeeper,right,"Aug 23, 2002",Antti Niemi,"1,86m",3101,['Finland'],Heart of Midlothian FC,31,"May 31, 1972",Retired
Goalkeeper,,"Jul 1, 2000",Alan Blayney,"1,89m",28806,['Northern Ireland'],Southampton FC U18,21,"Oct 9, 1981",Retired
Centre-Back,right,"Jul 1, 1996",Claus Lundekvam,"1,91m",3687,['Norway'],SK Brann,30,"Feb 22, 1973",Retired
Centre-Back,,"Jan 1, 2001",Paul Williams,"1,83m",3323,['England'],Coventry City,32,"Mar 26, 1971",Retired
Centre-Back,right,"Jul 1, 2002",Michael Svensson,"1,88m",3680,['Sweden'],: Ablöse €3.00m,27,"Nov 25, 1975",Retired
Centre-Back,left,"Jan 31, 2003",Danny Higginbotham,"1,85m",3686,"['Gibraltar', 'England']",: Ablöse €2.25m,24,"Dec 29, 1978",Retired
Centre-Back,right,"Mar 8, 2000",Tahar El Khalej,"1,91m",3121,['Morocco'],SL Benfica,35,"Jun 16, 1968",Retired
Centre-Back,right,"Jul 1, 2003",Darren Kenton,"1,75m",4181,['England'],: Ablöse free transfer,24,"Sep 13, 1978",Retired
Centre-Back,right,"Jul 1, 1996",Garry Monk,"1,83m",4111,['England'],: Ablöse free transfer,24,"Mar 6, 1979",Retired
Left-Back,left,"Jan 1, 1998",Wayne Bridge,"1,78m",3682,['England'],Southampton FC U18,22,"Aug 5, 1980",Retired
Left-Back,left,"Jan 1, 1987",Francis Benali,"1,78m",3298,['England'],Southampton FC U18,34,"Dec 30, 1968",Retired
Right-Back,,"Mar 1, 1989",Jason Dodd,,3685,['England'],Bath City,32,"Nov 2, 1970",Retired
Right-Back,right,"Jan 1, 2002",Paul Telfer,"1,75m",3362,['Scotland'],Coventry City,31,"Oct 21, 1971",Retired
Defensive Midfield,right,"Jul 1, 1995",Matt Oakley,"1,77m",3784,['England'],Southampton FC U18,25,"Aug 17, 1977",Retired
Defensive Midfield,left,"Jul 1, 2001",Anders Svensson,"1,78m",3688,['Sweden'],IF Elfsborg,26,"Jul 17, 1976",Retired
Defensive Midfield,right,"Jul 1, 2003",Chris Baird,"1,85m",4115,['Northern Ireland'],Southampton FC Reserves,21,"Feb 25, 1982",Retired
Central Midfield,left,"Feb 1, 1999",Chris Marsden,"1,80m",4117,['England'],: Ablöse €1.20m,34,"Jan 3, 1969",Retired
Central Midfield,right,"Jul 1, 2001",Mark Draper,"1,77m",3681,['England'],: Ablöse €2.25m,32,"Nov 11, 1970",Retired
Central Midfield,right,"Jul 10, 2001",Rory Delap,"1,83m",4112,"['Ireland', 'England']",: Ablöse €6.00m,26,"Jul 6, 1976",Retired
Central Midfield,right,"Jan 31, 2003",David Prutton,"1,85m",3781,['England'],: Ablöse €3.75m,21,"Sep 12, 1981",Retired
Central Midfield,right,"Jul 1, 1999",Jo Tessem,"1,88m",4109,['Norway'],Molde FK,31,"Feb 28, 1972",Retired
Right Midfield,right,"Aug 1, 2002",Andrey Kanchelskis,"1,78m",3742,"['Russia', 'England']",: Ablöse free transfer,34,"Jan 23, 1969",Retired
Left Winger,left,"Jan 1, 2002",Fabrice Fernandes,"1,75m",4116,['France'],: Ablöse €1.65m,23,"Oct 29, 1979",Retired
Centre-Forward,right,"Jan 1, 2003",Eric Hassli,"1,93m",12031,['France'],: Ablöse ?,22,"May 3, 1981",Retired
Centre-Forward,right,"Jul 10, 1998",James Beattie,"1,85m",3112,['England'],Blackburn Rovers,25,"Feb 27, 1978",Retired
Centre-Forward,right,"Aug 17, 1999",Kevin Davies,"1,83m",4114,['England'],Blackburn Rovers,26,"Mar 26, 1977",Retired
Centre-Forward,both,"Feb 16, 1999",Marians Pahars,"1,75m",3689,['Latvia'],Skonto Riga (- 2016),26,"Aug 5, 1976",Retired
Centre-Forward,left,"Jan 1, 2003",Federico Arias,"1,72m",602001,['Argentina'],: Ablöse ?,24,"Apr 24, 1979",Retired
Centre-Forward,left,"Sep 1, 2003",Dexter Blackstock,"1,87m",28491,"['Antigua and Barbuda', 'England']",: Ablöse €400k,17,"May 20, 1986",Retired
Centre-Forward,right,"Jan 1, 2002",Agustín Delgado,"1,88m",3849,['Ecuador'],Club Necaxa,28,"Dec 23, 1974",Retired
Centre-Forward,right,"Dec 5, 2001",Brett Ormerod,"1,80m",4113,['England'],Blackpool FC,26,"Oct 18, 1976",Retired
