position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,"Aug 31, 2001",Jerzy Dudek,"1,88m",3209,['Poland'],: Ablöse €7.40m,30,"Mar 23, 1973",Retired
Goalkeeper,,"Jul 1, 2000",Pegguy Arphexad,"1,90m",3282,"['France', 'Guadeloupe']",: Ablöse free transfer,30,"May 18, 1973",Retired
Goalkeeper,right,"Sep 1, 2001",Chris Kirkland,"1,98m",3219,['England'],Coventry City,22,"May 2, 1981",Retired
Goalkeeper,right,"Jul 1, 2002",Patrice Luzi,"1,92m",3595,['France'],: Ablöse free transfer,22,"Jul 8, 1980",Retired
Centre-Back,right,"Jul 1, 1999",Stéphane Henchoz,"1,85m",3210,"['Switzerland', 'Germany']",Blackburn Rovers,28,"Sep 7, 1974",Retired
Centre-Back,,"Jul 1, 1999",Sami Hyypiä,,3470,['Finland'],: Ablöse €3.90m,29,"Oct 7, 1973",Retired
Centre-Back,,"Jul 1, 2000",Markus Babbel,,192,['Germany'],: Ablöse free transfer,30,"Sep 8, 1972",Retired
Centre-Back,right,"Jul 1, 1996",Jamie Carragher,"1,85m",3597,['England'],: Ablöse -,25,"Jan 28, 1978",Retired
Centre-Back,left,"Feb 17, 1999",Djimi Traoré,"1,91m",3598,"['Mali', 'France']",: Ablöse €800k,23,"Mar 1, 1980",Retired
Left-Back,,"Jul 1, 2001",John Arne Riise,,3220,['Norway'],: Ablöse €6.36m,22,"Sep 24, 1980",Avaldsnes IL
Left-Back,left,"Sep 1, 2000",Grégory Vignal,"1,80m",4755,['France'],: Ablöse €750k,21,"Jul 19, 1981",Retired
Left-Back,left,"Jul 1, 2000",Stephen Warnock,"1,78m",3308,['England'],: Ablöse -,21,"Dec 12, 1981",Retired
Right-Back,right,"Jul 1, 2002",Jon Otsemobor,"1,78m",3599,['England'],: Ablöse -,20,"Mar 23, 1983",Retired
Right-Back,,"Jan 29, 2002",Abel Xavier,,3211,"['Portugal', 'Mozambique']",: Ablöse €1.20m,30,"Nov 30, 1972",Retired
Right-Back,right,"Jul 1, 1998",Vegard Heggem,"1,79m",3596,['Norway'],: Ablöse €5.20m,27,"Jul 13, 1975",Retired
Defensive Midfield,,"Jul 17, 1999",Dietmar Hamann,,919,['Germany'],Newcastle United,29,"Aug 27, 1973",Retired
Defensive Midfield,right,"Jul 1, 2002",Salif Diao,"1,83m",3600,"['Senegal', 'France']",: Ablöse €7.50m,26,"Feb 10, 1977",Retired
Defensive Midfield,right,"Dec 8, 2000",Igor Biscan,"1,91m",3601,['Croatia'],GNK Dinamo Zagreb,25,"May 4, 1978",Retired
Central Midfield,right,"Jul 1, 1997",Danny Murphy,"1,77m",3221,['England'],Crewe Alexandra,26,"Mar 18, 1977",Retired
Central Midfield,right,"Aug 1, 1998",Steven Gerrard,"1,83m",3109,['England'],: Ablöse -,23,"May 30, 1980",Retired
Central Midfield,left,"Jul 1, 2002",Bruno Cheyrou,"1,85m",3602,['France'],: Ablöse €6.50m,25,"May 10, 1978",Retired
Central Midfield,right,"Jul 1, 2004",John Welsh,"1,70m",3313,['England'],: Ablöse -,19,"Jan 10, 1984",Retired
Central Midfield,right,"Jul 1, 2002",Michael Foley-Sheridan,"1,77m",3607,['Ireland'],: Ablöse -,20,"Mar 9, 1983",Retired
Attacking Midfield,right,"Jul 1, 1999",Vladimir Smicer,"1,80m",3217,['Czech Republic'],: Ablöse €6.80m,30,"May 24, 1973",Retired
Attacking Midfield,,"Jul 1, 1996",Patrik Berger,,3218,['Czech Republic'],Borussia Dortmund,29,"Nov 10, 1973",Retired
Left Winger,left,"Jul 1, 2000",Bernard Diomède,"1,70m",3920,"['France', 'Guadeloupe']",AJ Auxerre,29,"Jan 23, 1974",Retired
Centre-Forward,right,"Jan 1, 2002",Milan Baros,"1,83m",3216,['Czech Republic'],FC Banik Ostrava,21,"Oct 28, 1981",FK Vigantice
Centre-Forward,right,"Mar 10, 2000",Emile Heskey,"1,88m",3142,"['England', 'Antigua and Barbuda']",: Ablöse €16.50m,25,"Jan 11, 1978",Retired
Centre-Forward,right,"Jul 1, 2002",El-Hadji Diouf,"1,80m",3604,"['Senegal', 'France']",: Ablöse €15.00m,22,"Jan 15, 1981",Retired
Centre-Forward,both,"Jul 1, 1997",Michael Owen,"1,73m",1397,['England'],: Ablöse -,23,"Dec 14, 1979",Retired
Centre-Forward,right,"Jul 1, 2002",Neil Mellor,"1,84m",3605,['England'],: Ablöse -,20,"Nov 4, 1982",Retired
