position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2012",Ben Foster,"1,93m",13572,['England'],€4.00m,: Ablöse €5.00m,33,"Apr 3, 1983",Retired
Goalkeeper,right,,"Jul 30, 2010",Boaz Myhill,"1,91m",3838,"['Wales', 'United States']",€2.00m,: Ablöse €1.80m,33,"Nov 9, 1982",Retired
Goalkeeper,right,,"Aug 31, 2015",Anders Lindegaard,"1,93m",22491,['Denmark'],€1.50m,Manchester United,32,"Apr 13, 1984",Retired
Goalkeeper,right,,,Jack Rose,"1,90m",186923,['England'],€100k,,21,"Jan 31, 1995",Hednesford Town
Goalkeeper,right,,"Jul 1, 2017",Alex Palmer,"1,91m",245625,['England'],,West Bromwich Albion U21,19,"Aug 10, 1996",West Bromwich Albion
Centre-Back,both,,"Aug 29, 2015",Jonny Evans,"1,88m",42412,['Northern Ireland'],€6.00m,Manchester United,28,"Jan 3, 1988",Manchester United
Centre-Back,right,,"Jul 29, 2015",James Chester,"1,77m",73482,"['Wales', 'England']",€5.00m,: Ablöse €11.30m,27,"Jan 23, 1989",Salford City
Centre-Back,right,,"Aug 31, 2010",Craig Dawson,"1,88m",121477,['England'],€5.00m,Rochdale AFC,26,"May 6, 1990",Wolverhampton Wanderers
Centre-Back,left,,"Jul 1, 2014",Joleon Lescott,"1,91m",4241,['England'],€2.00m,: Ablöse free transfer,33,"Aug 16, 1982",Retired
Centre-Back,left,,"Aug 1, 2008",Jonas Olsson,"1,93m",25248,['Sweden'],€1.50m,NEC Nijmegen,33,"Mar 10, 1983",Retired
Centre-Back,right,,"Jul 1, 2011",Gareth McAuley,"1,91m",40567,['Northern Ireland'],€1.00m,Ipswich Town,36,"Dec 5, 1979",Retired
Centre-Back,,,,Shaun Donnellan,"1,83m",268527,"['Ireland', 'England']",,,19,"Oct 16, 1996",Livingston FC
Left-Back,left,,"Jul 12, 2014",Sébastien Pocognoli,"1,81m",17804,"['Belgium', 'Italy']",€1.00m,: Ablöse €1.50m,28,"Aug 1, 1987",Retired
Right-Back,right,,"Aug 5, 2014",Cristian Gamboa,"1,75m",121686,['Costa Rica'],€2.00m,: Ablöse €2.40m,26,"Oct 24, 1989",VfL Bochum
Defensive Midfield,right,,"Jul 24, 2012",Claudio Yacob,"1,82m",45330,"['Argentina', 'Italy']",€4.00m,: Ablöse free transfer,28,"Jul 18, 1987",Without Club
Defensive Midfield,left,,"Jul 1, 2016",Sam Field,"1,91m",387331,['England'],,West Bromwich Albion U21,18,"May 8, 1998",Queens Park Rangers
Central Midfield,right,,"Jan 29, 2016",Sandro,"1,88m",74590,"['Brazil', 'Portugal']",€6.00m,: Ablöse ?,27,"Mar 15, 1989",Harborough Town
Central Midfield,right,,"Aug 7, 2007",James Morrison,"1,83m",27614,"['Scotland', 'England']",€5.00m,Middlesbrough FC,30,"May 25, 1986",Retired
Central Midfield,left,,"Aug 15, 2007",Chris Brunt,"1,87m",36814,['Northern Ireland'],€4.00m,: Ablöse €3.75m,31,"Dec 14, 1984",Retired
Central Midfield,right,,"Jul 1, 2014",Craig Gardner,"1,76m",37171,['England'],€3.00m,Sunderland AFC,29,"Nov 25, 1986",Retired
Central Midfield,right,,"Feb 2, 2015",Darren Fletcher,"1,84m",3547,['Scotland'],€2.00m,Manchester United,32,"Feb 1, 1984",Retired
Left Midfield,left,,"Jul 1, 2015",James McClean,"1,80m",85935,"['Ireland', 'Northern Ireland']",€3.00m,Wigan Athletic,27,"Apr 22, 1989",Wrexham AFC
Attacking Midfield,right,Torn thigh muscle - Return unknown,"Feb 1, 2016",Alex Pritchard,"1,68m",200777,['England'],€3.00m,Tottenham Hotspur,23,"May 3, 1993",Sivasspor
