position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Aug 1, 2008",Brad Guzan,"1,93m",39471,"['United States', 'Poland']",€3.00m,CD Chivas USA,31,"Sep 9, 1984",Atlanta United FC
Goalkeeper,right,,"Jul 9, 2015",Mark Bunn,"1,83m",49319,"['England', 'Ireland']",€750k,: Ablöse free transfer,31,"Nov 16, 1984",Retired
Goalkeeper,left,,"Jul 1, 2013",Jed Steer,"1,83m",110867,"['England', 'Scotland']",€500k,: Ablöse €540k,23,"Sep 23, 1992",Peterborough United
Goalkeeper,right,,"Jul 1, 2013",Benjamin Siegrist,"1,96m",111426,['Switzerland'],€250k,: Ablöse -,24,"Jan 31, 1992",FC Rapid 1923
Goalkeeper,right,,,Bradley Watkins,"1,88m",210662,['England'],,,21,"Sep 11, 1994",Without Club
Centre-Back,right,,"Jul 1, 2013",Jores Okore,"1,83m",129085,"['Denmark', ""Cote d'Ivoire""]",€5.00m,: Ablöse €4.70m,23,"Aug 11, 1992",Boldklubben af 1893
Centre-Back,left,,"Jul 1, 2010",Ciaran Clark,"1,85m",98240,"['Ireland', 'England']",€4.50m,: Ablöse -,26,"Sep 26, 1989",Without Club
Centre-Back,right,,"Sep 1, 2015",Tiago Ilori,"1,90m",177859,"['Portugal', 'England']",€4.00m,: Ablöse €350k,23,"Feb 26, 1993",Without Club
Centre-Back,left,,"Jul 1, 2011",Nathan Baker,"1,89m",62638,['England'],€2.50m,: Ablöse -,25,"Apr 23, 1991",Retired
Centre-Back,left,,"Sep 1, 2015",Joleon Lescott,"1,91m",4241,['England'],€2.00m,West Bromwich Albion,33,"Aug 16, 1982",Retired
Centre-Back,left,,"Aug 8, 2014",Aly Cissokho,"1,87m",57515,"['France', 'Senegal']",€2.00m,Valencia CF,28,"Sep 15, 1987",Muangthong United
Centre-Back,right,,"Jul 28, 2015",José Crespo,"1,85m",37397,['Spain'],€700k,Córdoba CF,29,"Feb 9, 1987",Retired
Centre-Back,left,,,Kevin Toner,"1,80m",265132,['Ireland'],,,19,"Jul 18, 1996",Orihuela CF
Centre-Back,right,,,Easah Suliman,"1,88m",282820,"['Pakistan', 'England']",,,18,"Jan 26, 1998",Sumgayit PFC
Centre-Back,right,,,Niall Mason,"1,80m",319817,"['England', 'United States']",,,19,"Jan 10, 1997",Muaither SC
Left-Back,left,,"Jul 18, 2015",Jordan Amavi,"1,76m",241229,['France'],€10.00m,OGC Nice,22,"Mar 9, 1994",Stade Brestois 29
Left-Back,left,,"Aug 29, 2012",Joe Bennett,"1,78m",90964,['England'],€1.50m,Middlesbrough FC,26,"Mar 28, 1990",Oxford United
Left-Back,left,,"Jul 11, 2014",Kieran Richardson,"1,77m",3548,['England'],€1.50m,Fulham FC,31,"Oct 21, 1984",Retired
Right-Back,right,,"Jul 1, 2015",Micah Richards,"1,80m",32617,"['England', 'St. Kitts & Nevis']",€5.00m,: Ablöse free transfer,28,"Jun 24, 1988",Retired
Right-Back,right,,"Jul 1, 2013",Leandro Bacuna,"1,80m",126014,"['Curacao', 'Netherlands']",€3.00m,: Ablöse €1.40m,24,"Aug 21, 1991",FC Groningen
Right-Back,right,Knee injury - Return unknown,"Aug 31, 2011",Alan Hutton,"1,85m",9619,['Scotland'],€2.00m,Tottenham Hotspur,31,"Nov 30, 1984",Retired
Right-Back,right,Groin injury - Return unknown,"Jan 1, 2014",Janoi Donacien,"1,83m",197791,"['St. Lucia', 'England']",€250k,: Ablöse -,22,"Nov 3, 1993",Unknown
Defensive Midfield,left,,"Aug 15, 2014",Carlos Sánchez,"1,82m",51226,['Colombia'],€5.00m,Elche CF,30,"Feb 6, 1986",CA Barracas Central
