position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2014",Costel Pantilimon,"2,03m",47659,['Romania'],€4.50m,: Ablöse free transfer,29,"Feb 1, 1987",Retired
Goalkeeper,right,,"Jul 3, 2013",Vito Mannone,"1,88m",33781,['Italy'],€2.50m,Arsenal FC,28,"Mar 2, 1988",LOSC Lille
Goalkeeper,left,,"Jul 1, 2013",Jordan Pickford,"1,85m",130164,['England'],€1.00m,Sunderland AFC U21,22,"Mar 7, 1994",Everton FC
Goalkeeper,right,,"Jan 22, 2016",Steve Harper,"1,88m",3562,['England'],€250k,Without Club,41,"Mar 14, 1975",Retired
Goalkeeper,right,,"Jul 1, 2018",Maksymilian Stryjek,"1,88m",240457,"['Poland', 'England']",,Sunderland AFC U23,19,"Jul 18, 1996",Jagiellonia Bialystok
Centre-Back,right,,"Aug 5, 2014",Jack Rodwell,"1,88m",57079,['England'],€8.00m,: Ablöse €12.50m,25,"Mar 11, 1991",Without Club
Centre-Back,right,,"Jan 27, 2016",Lamine Koné,"1,88m",57420,"[""Cote d'Ivoire"", 'France']",€5.00m,FC Lorient,27,"Feb 1, 1989",Without Club
Centre-Back,right,,"Jul 16, 2015",Younès Kaboul,"1,92m",27114,"['France', 'Morocco']",€3.00m,Tottenham Hotspur,30,"Jan 4, 1986",Retired
Centre-Back,right,,"Jul 1, 2015",Sebastián Coates,"1,96m",102427,"['Uruguay', 'Spain']",€2.00m,: Ablöse €2.80m,25,"Oct 7, 1990",Club Nacional
Centre-Back,left,,"Jul 1, 2013",Valentin Roberge,"1,89m",87422,"['Cyprus', 'France']",€1.50m,CS Marítimo,29,"Jun 9, 1987",AEK Larnaca
Centre-Back,right,,"Jul 7, 2011",John O'Shea,"1,92m",3540,['Ireland'],€1.00m,Manchester United,35,"Apr 30, 1981",Retired
Centre-Back,right,,"Jul 1, 2011",Wes Brown,"1,85m",3405,['England'],€500k,Manchester United,36,"Oct 13, 1979",Retired
Centre-Back,right,,,Tom Beadling,"1,86m",258653,"['Australia', 'England']",,,20,"Jan 16, 1996",Western Sydney Wanderers
Left-Back,left,,"Jul 25, 2014",Patrick van Aanholt,"1,76m",52119,"['Netherlands', 'Curacao']",€4.50m,Chelsea FC,25,"Aug 29, 1990",Without Club
Left-Back,left,,"Jul 1, 2016",Tommy Robson,"1,81m",257968,['England'],,Sunderland AFC U23,20,"Sep 11, 1995",Clyde FC
Right-Back,right,,"Jul 4, 2015",Adam Matthews,"1,78m",108878,['Wales'],€2.50m,Celtic FC,24,"Jan 13, 1992",Without Club
Right-Back,right,,"Jul 1, 2014",Billy Jones,"1,82m",36866,['England'],€2.00m,West Bromwich Albion,29,"Mar 24, 1987",Retired
Right-Back,right,,"Sep 1, 2015",DeAndre Yedlin,"1,73m",255916,"['United States', 'Latvia']",€1.50m,Tottenham Hotspur,22,"Jul 9, 1993",FC Cincinnati
Right-Back,right,,"Aug 22, 2013",Charalampos Mavrias,"1,78m",136647,['Greece'],€1.00m,: Ablöse €3.00m,22,"Feb 21, 1994",Panetolikos GFS
Right-Back,right,,,Josh Robson,"1,80m",357958,['England'],,,18,"Feb 3, 1998",Morpeth Town AFC
Defensive Midfield,right,Muscle injury - Return unknown,"Aug 6, 2015",Yann M'Vila,"1,83m",60573,"['France', 'Congo']",€7.00m,: Ablöse ?,26,"Jun 29, 1990",SM Caen
Defensive Midfield,right,,"Aug 12, 2009",Lee Cattermole,"1,78m",37363,['England'],€3.50m,Wigan Athletic,28,"Mar 21, 1988",Retired
Defensive Midfield,right,,"Jan 30, 2014",Liam Bridcutt,"1,75m",40612,"['Scotland', 'England']",€2.50m,Brighton & Hove Albion,27,"May 8, 1989",Retired
Defensive Midfield,right,,"Jan 7, 2016",Jan Kirchhoff,"1,95m",49734,['Germany'],€1.50m,: Ablöse €1.00m,25,"Oct 1, 1990",Retired
Central Midfield,left,,"Jul 1, 2014",Jordi Gómez,"1,78m",39010,['Spain'],€3.00m,Wigan Athletic,31,"May 24, 1985",Retired
Central Midfield,right,,"Jul 1, 2011",Sebastian Larsson,"1,78m",31720,['Sweden'],€2.50m,: Ablöse free transfer,31,"Jun 6, 1985",Retired
