position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2010",John Ruddy,"1,92m",29712,['England'],€3.00m,: Ablöse €600k,29,"Oct 24, 1986",Newcastle United
Goalkeeper,right,,"Jul 1, 2009",Declan Rudd,"1,91m",74088,['England'],€2.00m,Norwich City U18,25,"Jan 16, 1991",Retired
Goalkeeper,,,"Aug 1, 2015",Jake Kean,"1,93m",121388,['England'],€750k,Blackburn Rovers,25,"Feb 4, 1991",Retired
Goalkeeper,right,,"Jul 1, 2012",Remi Matthews,"1,92m",196722,['England'],€100k,Norwich City U18,22,"Feb 10, 1994",Crystal Palace
Centre-Back,right,,"Jan 18, 2016",Timm Klose,"1,95m",65255,"['Switzerland', 'Germany']",€5.00m,VfL Wolfsburg,28,"May 9, 1988",FC Basel 1893 U21
Centre-Back,right,,"Jan 4, 2010",Russell Martin,"1,83m",67303,"['Scotland', 'England']",€3.00m,Peterborough United,30,"Jan 4, 1986",Retired
Centre-Back,left,,"Aug 21, 2012",Sébastien Bassong,"1,87m",33951,"['Cameroon', 'France']",€3.00m,Tottenham Hotspur,29,"Jul 9, 1986",Retired
Centre-Back,right,,"Jul 27, 2012",Michael Turner,"1,93m",12127,['England'],€2.00m,Sunderland AFC,32,"Nov 9, 1983",Retired
Centre-Back,right,,"Jan 1, 2012",Ryan Bennett,"1,88m",67252,['England'],€2.00m,Peterborough United,26,"Mar 6, 1990",Retired
Left-Back,left,,"Jul 10, 2013",Martin Olsson,"1,78m",38073,['Sweden'],€3.50m,Blackburn Rovers,28,"May 17, 1988",Malmö FF
Left-Back,left,,"Jul 1, 2016",Harry Toffolo,"1,83m",198516,"['England', 'Italy']",€250k,Norwich City U21,20,"Aug 19, 1995",Nottingham Forest
Right-Back,right,,"Jul 29, 2015",Andre Wisdom,"1,86m",128912,"['England', 'Jamaica']",€4.00m,: Ablöse €1.80m,23,"May 9, 1993",Derry City
Right-Back,right,,"Jan 8, 2016",Ivo Pinto,"1,82m",82281,['Portugal'],€4.00m,GNK Dinamo Zagreb,26,"Jan 7, 1990",Fortuna Sittard
Right-Back,right,,"Jul 1, 2012",Steven Whittaker,"1,85m",12704,['Scotland'],€1.50m,: Ablöse free transfer,32,"Jun 16, 1984",Retired
Defensive Midfield,right,,"Aug 24, 2012",Alexander Tettey,"1,81m",12384,['Norway'],€3.50m,Stade Rennais FC,30,"Apr 4, 1986",Retired
Defensive Midfield,right,,"Jul 1, 2015",Youssouf Mulumbu,"1,77m",45272,"['DR Congo', 'France']",€3.00m,West Bromwich Albion,29,"Jan 25, 1987",Without Club
Central Midfield,left,,"Jul 1, 2011",Bradley Johnson,"1,83m",49327,['England'],€6.00m,Leeds United,29,"Apr 28, 1987",Retired
Central Midfield,right,,"Aug 29, 2014",Vadis Odjidja-Ofoe,"1,85m",38388,"['Belgium', 'Ghana']",€4.50m,Club Brugge KV,27,"Feb 21, 1989",Retired
Central Midfield,right,,"Jan 24, 2012",Jonathan Howson,"1,80m",45395,['England'],€4.00m,Leeds United,28,"May 21, 1988",Middlesbrough FC
