position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 9, 2013",Joel Robles,"1,94m",101118,['Spain'],€3.00m,: Ablöse €4.00m,26,"Jun 17, 1990",Estoril Praia
Goalkeeper,right,,"Jul 1, 2007",Tim Howard,"1,91m",4267,"['United States', 'Hungary']",€2.00m,Manchester United,37,"Mar 6, 1979",Retired
Goalkeeper,right,"No eligibility - until Jan 31, 2025 - UEFA Europa League - 8 matchdays; Shoulder injury - Return expected on Dec 31, 2024",,Jindrich Stanek,"1,92m",242089,['Czech Republic'],€100k,,20,"Apr 27, 1996",SK Slavia Prague
Centre-Back,right,,"Jan 31, 2013",John Stones,"1,88m",186590,['England'],€28.00m,Barnsley FC,22,"May 28, 1994",Manchester City
Centre-Back,left,,"Sep 1, 2015",Ramiro Funes Mori,"1,87m",11111,"['Argentina', 'United States']",€10.00m,: Ablöse €12.20m,25,"Mar 5, 1991",CA River Plate
Centre-Back,right,,"Jul 4, 2007",Phil Jagielka,"1,80m",13520,"['England', 'Poland']",€4.50m,Sheffield United,33,"Aug 17, 1982",Retired
Centre-Back,left,,"Aug 2, 2014",Brendan Galloway,"1,86m",208244,"['Zimbabwe', 'England']",€3.00m,Milton Keynes Dons,20,"Mar 17, 1996",Plymouth Argyle
Centre-Back,right,,"Aug 13, 2015",Mason Holgate,"1,87m",348623,"['Jamaica', 'England']",€1.00m,Barnsley FC,19,"Oct 22, 1996",West Bromwich Albion
Centre-Back,right,,"Jul 1, 2014",Tyias Browning,"1,88m",156934,"['China', 'England']",€1.00m,Everton FC U21,22,"May 27, 1994",Shanghai Port
Centre-Back,right,,"Jan 1, 2016",Matthew Pennington,"1,85m",220755,['England'],,Everton FC U21,21,"Oct 6, 1994",Blackpool FC
Left-Back,left,,"Aug 7, 2007",Leighton Baines,"1,70m",13507,['England'],€17.00m,Wigan Athletic,31,"Dec 11, 1984",Retired
Left-Back,left,,"Aug 31, 2012",Bryan Oviedo,"1,72m",124983,['Costa Rica'],€3.00m,: Ablöse €4.50m,26,"Feb 18, 1990",LD Alajuelense
Left-Back,left,,"Jul 1, 2011",Luke Garbutt,"1,80m",110860,['England'],€2.00m,: Ablöse -,23,"May 21, 1993",Salford City
Right-Back,right,Team captain,"Jan 1, 2009",Séamus Coleman,"1,77m",68390,['Ireland'],€17.00m,Sligo Rovers,27,"Oct 11, 1988",Everton FC
Right-Back,right,,"Jul 1, 2000",Tony Hibbert,"1,73m",3614,['England'],€500k,: Ablöse -,35,"Feb 20, 1981",Retired
Right-Back,right,,"Oct 30, 2015",Felipe Mattioni,"1,77m",52432,"['Brazil', 'Italy']",€500k,Without Club,27,"Oct 15, 1988",Retired
Right-Back,right,,"Jul 1, 2017",Jonjoe Kenny,"1,76m",258883,"['England', 'Ireland']",,Everton FC U23,19,"Mar 15, 1997",Hertha BSC
Defensive Midfield,right,,"Jul 28, 2014",Muhamed Besic,"1,80m",93905,"['Bosnia-Herzegovina', 'Germany']",€6.00m,: Ablöse €4.80m,23,"Sep 10, 1992",Without Club
Defensive Midfield,left,,"Jul 8, 2014",Gareth Barry,"1,84m",3291,['England'],€2.50m,: Ablöse free transfer,35,"Feb 23, 1981",Unknown
Defensive Midfield,right,,,Callum Connolly,"1,83m",308632,['England'],,,18,"Sep 23, 1997",Stockport County
Central Midfield,right,,"Jul 1, 2011",Ross Barkley,"1,89m",131978,['England'],€22.00m,: Ablöse -,22,"Dec 5, 1993",Aston Villa
Central Midfield,right,,"Sep 2, 2013",James McCarthy,"1,80m",45333,"['Ireland', 'Scotland']",€17.00m,Wigan Athletic,25,"Nov 12, 1990",Celtic FC
Central Midfield,right,,"Jul 1, 2015",Tom Cleverley,"1,75m",73484,['England'],€9.00m,Manchester United,26,"Aug 12, 1989",Retired
Central Midfield,right,,"Jan 13, 2012",Darron Gibson,"1,83m",42413,"['Ireland', 'Northern Ireland']",€2.50m,Manchester United,28,"Oct 25, 1987",Retired
Central Midfield,right,,"Jul 1, 2002",Leon Osman,"1,73m",3620,['England'],€1.00m,Everton FC Reserves,35,"May 17, 1981",Retired
Central Midfield,left,,,Conor Grant,"1,76m",218355,['England'],,,21,"Apr 18, 1995",Port Vale FC
Central Midfield,right,,"Jan 1, 2017",Tom Davies,"1,80m",314210,['England'],,Everton FC U23,18,"Jun 30, 1998",Sheffield United
Left Midfield,,,"Jul 31, 2012",Steven Pienaar,,4321,['South Africa'],€1.50m,Tottenham Hotspur,34,"Mar 17, 1982",Retired
