position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2013",Simon Mignolet,"1,93m",50219,['Belgium'],€12.00m,Sunderland AFC,26,"Mar 6, 1988",Club Brugge KV
Goalkeeper,right,"Jul 4, 2005",Pepe Reina,"1,88m",7825,['Spain'],€10.00m,: Ablöse €9.80m,31,"Aug 31, 1982",Como 1907
Goalkeeper,left,"Jul 1, 2010",Brad Jones,"1,94m",4042,"['Australia', 'England']",€1.50m,Middlesbrough FC,32,"Mar 19, 1982",Retired
Goalkeeper,right,"Jan 30, 2012",Danny Ward,"1,91m",203026,['Wales'],,Wrexham AFC,21,"Jun 22, 1993",Leicester City
Centre-Back,left,"Sep 2, 2013",Mamadou Sakho,"1,87m",47713,"['France', 'Senegal']",€19.00m,: Ablöse €19.00m,24,"Feb 13, 1990",Torpedo Kutaisi
Centre-Back,left,"Jan 1, 2006",Daniel Agger,"1,91m",22832,['Denmark'],€17.00m,Bröndby IF,29,"Dec 12, 1984",Retired
Centre-Back,right,"Jan 11, 2008",Martin Skrtel,"1,91m",24180,['Slovakia'],€14.00m,: Ablöse €10.00m,29,"Dec 15, 1984",Hajskala Raztocno
Centre-Back,left,"Aug 20, 2013",Aly Cissokho,"1,87m",57515,"['France', 'Senegal']",€6.00m,Valencia CF,26,"Sep 15, 1987",Muangthong United
Centre-Back,right,"Sep 1, 2013",Tiago Ilori,"1,90m",177859,"['Portugal', 'England']",€4.00m,Sporting CP,21,"Feb 26, 1993",Without Club
Centre-Back,right,"Jul 1, 2013",Kolo Touré,"1,78m",3202,"[""Cote d'Ivoire"", 'England']",€4.00m,: Ablöse free transfer,33,"Mar 19, 1981",Retired
Centre-Back,right,"Aug 31, 2011",Sebastián Coates,"1,96m",102427,"['Uruguay', 'Spain']",€2.50m,Club Nacional,23,"Oct 7, 1990",Club Nacional
Centre-Back,right,,Stephen Sama,"1,89m",86204,"['Germany', 'Cameroon']",,,21,"Mar 5, 1993",Without Club
Left-Back,left,"Aug 11, 2011",José Enrique,"1,84m",35571,['Spain'],€12.00m,Newcastle United,28,"Jan 23, 1986",Retired
Left-Back,left,"Jan 1, 2016",Brad Smith,"1,77m",175745,"['Australia', 'England']",,: Ablöse -,20,"Apr 9, 1994",Houston Dynamo FC
Right-Back,both,"Jul 1, 2009",Glen Johnson,"1,82m",3881,['England'],€12.00m,: Ablöse €20.50m,29,"Aug 23, 1984",Retired
Right-Back,right,"Jul 1, 2008",Martin Kelly,"1,91m",78959,['England'],€5.00m,: Ablöse -,24,"Apr 27, 1990",Without Club
