position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2013",Adrián,"1,90m",71271,['Spain'],€2.00m,Real Betis Balompié,27,"Jan 3, 1987",Real Betis Balompié
Goalkeeper,right,"Jul 1, 2012",Jussi Jääskeläinen,"1,91m",3692,['Finland'],€1.00m,: Ablöse free transfer,39,"Apr 19, 1975",Retired
Goalkeeper,right,"Jul 1, 2012",Stephen Henderson,"1,88m",52191,['Ireland'],€1.00m,: Ablöse €745k,26,"May 2, 1988",Retired
Goalkeeper,right,"Jul 23, 2012",Raphael Spiegel,"1,97m",111428,['Switzerland'],€500k,: Ablöse €400k,21,"Dec 19, 1992",Without Club
Centre-Back,right,"Aug 5, 2010",Winston Reid,"1,91m",37526,"['New Zealand', 'Denmark']",€6.00m,FC Midtjylland,25,"Jul 3, 1988",Retired
Centre-Back,right,"Jul 1, 2007",James Tomkins,"1,92m",61592,['England'],€5.00m,: Ablöse -,25,"Mar 29, 1989",Without Club
Centre-Back,right,"Aug 1, 2012",James Collins,"1,88m",12691,['Wales'],€3.00m,: Ablöse €3.20m,30,"Aug 23, 1983",Retired
Centre-Back,right,"Jan 6, 2014",Roger Johnson,"1,91m",42751,['England'],€1.50m,Wolverhampton Wanderers,31,"Apr 28, 1983",Retired
Centre-Back,right,,Leo Chambers,"1,86m",183281,"['England', 'Jamaica']",€250k,,18,"Aug 5, 1995",Retired
Centre-Back,left,"Dec 16, 2011",Dan Potts,"1,83m",207037,['England'],€250k,: Ablöse -,20,"Apr 13, 1994",Charlton Athletic
Centre-Back,right,"Oct 1, 2014",Reece Burke,"1,89m",264220,['England'],,: Ablöse -,17,"Sep 2, 1996",Luton Town
Left-Back,left,"Jul 1, 2013",Răzvan Raț,"1,79m",14940,['Romania'],€1.50m,Shakhtar Donetsk,33,"May 26, 1981",Retired
Left-Back,left,"Jul 1, 2012",George McCartney,"1,83m",3775,['Northern Ireland'],€1.00m,Sunderland AFC,33,"Apr 29, 1981",Retired
Right-Back,right,"Jul 30, 2011",Joey O'Brien,"1,80m",34672,['Ireland'],€3.00m,: Ablöse free transfer,28,"Feb 17, 1986",Retired
Right-Back,right,"Aug 31, 2011",Guy Demel,"1,88m",1368,"[""Cote d'Ivoire"", 'France']",€1.50m,: Ablöse free transfer,33,"Jun 13, 1981",Retired
Right-Back,right,,Callum Driver,"1,73m",121232,['England'],,,21,"Oct 23, 1992",Without Club
Defensive Midfield,right,"Aug 10, 2012",Alou Diarra,"1,89m",1327,"['France', 'Mali']",€1.00m,Olympique Marseille,32,"Jul 15, 1981",Retired
Defensive Midfield,right,,Pelly Ruddock Mpanzu,"1,75m",244338,"['DR Congo', 'England']",,,20,"Mar 22, 1994",Luton Town
Central Midfield,right,"Jan 1, 2005",Mark Noble,"1,80m",31835,"['England', 'Ireland']",€7.00m,: Ablöse -,27,"May 8, 1987",Retired
Central Midfield,right,"Jul 1, 2012",Mohamed Diamé,"1,84m",70950,"['Senegal', 'France']",€7.00m,Wigan Athletic,27,"Jun 14, 1987",Al-Sailiya SC
Central Midfield,right,"Jan 25, 2014",Antonio Nocerino,"1,75m",22203,['Italy'],€4.50m,AC Milan,29,"Apr 9, 1985",Retired
Central Midfield,right,"Jul 1, 2007",Jack Collison,"1,83m",61568,"['Wales', 'England']",€2.00m,: Ablöse -,25,"Oct 2, 1988",Retired
Central Midfield,right,"Jan 30, 2014",Abdul Razak,"1,79m",177321,"[""Cote d'Ivoire""]",€700k,Anzhi Makhachkala ( -2022),21,"Nov 11, 1992",Magusa Türk Gücü
Central Midfield,right,,Sebastian Lletget,"1,78m",175996,"['United States', 'Argentina']",,,21,"Sep 3, 1992",FC Dallas
Central Midfield,right,"Jul 1, 2013",Danny Whitehead,"1,79m",181168,['England'],,: Ablöse ?,20,"Oct 23, 1993",Macclesfield FC
Central Midfield,right,,George Moncur,"1,75m",121238,['England'],,,20,"Aug 18, 1993",Southend United
Left Midfield,left,"Jan 31, 2014",Pablo Armero,"1,74m",73786,['Colombia'],€7.00m,: Ablöse ?,27,"Nov 2, 1986",Retired
Left Midfield,left,"Aug 13, 2013",Stewart Downing,"1,80m",4063,['England'],€5.00m,: Ablöse €5.80m,29,"Jul 22, 1984",Retired
Left Midfield,left,"Jul 23, 2011",Matthew Taylor,"1,77m",9218,['England'],€1.50m,: Ablöse €2.50m,32,"Nov 27, 1981",Retired
Attacking Midfield,right,"Jul 1, 2011",Kevin Nolan,"1,83m",3950,['England'],€5.00m,Newcastle United,32,"Jun 24, 1982",Retired
Attacking Midfield,right,"Jan 31, 2012",Ravel Morrison,"1,75m",128907,"['Jamaica', 'England']",€4.00m,Manchester United U18,21,"Feb 2, 1993",Precision FC
Attacking Midfield,right,"Jan 4, 2013",Joe Cole,"1,76m",3876,['England'],€2.50m,: Ablöse free transfer,32,"Nov 8, 1981",Retired
Attacking Midfield,right,,Elliot Lee,"1,80m",229826,['England'],,,19,"Dec 16, 1994",Wrexham AFC
Left Winger,,"Aug 24, 2012",Matt Jarvis,"1,73m",15921,['England'],€5.50m,Wolverhampton Wanderers,28,"May 22, 1986",Retired
Right Winger,right,"Jan 31, 2012",Ricardo Vaz Tê,"1,88m",9413,"['Portugal', 'Guinea-Bissau']",€2.50m,Barnsley FC,27,"Oct 1, 1986",Retired
Right Winger,left,,Matthias Fanimo,"1,75m",134416,"['England', 'Nigeria']",,,20,"Jan 28, 1994",Folkestone Invicta FC
