position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2013",Maarten Stekelenburg,"1,97m",4311,['Netherlands'],€5.00m,: Ablöse €5.60m,31,"Sep 22, 1982",Retired
Goalkeeper,right,,"Jul 1, 2008",David Stockdale,"1,90m",67339,['England'],€2.00m,Darlington FC (- 2012),28,"Sep 20, 1985",Retired
Goalkeeper,right,,"Jan 1, 2011",Neil Etheridge,"1,88m",61694,"['Philippines', 'England']",€500k,Fulham FC Reserves,24,"Feb 7, 1990",Buriram United
Goalkeeper,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Jul 1, 2012",Marcus Bettinelli,"1,93m",116648,"['England', 'Italy']",,Fulham FC U21,22,"May 24, 1992",Chelsea FC
Goalkeeper,right,,"Jul 1, 2014",Jesse Joronen,"1,97m",131758,['Finland'],,Fulham FC U21,21,"Mar 21, 1993",Venezia FC
Centre-Back,left,,"Jul 1, 2013",Fernando Amorebieta,"1,91m",35548,"['Venezuela', 'Spain']",€6.00m,Athletic Bilbao,29,"Mar 29, 1985",Retired
Centre-Back,right,,"Jan 31, 2014",Johnny Heitinga,"1,80m",4315,['Netherlands'],€3.50m,: Ablöse free transfer,30,"Nov 15, 1983",Retired
Centre-Back,right,,"Jan 18, 2008",Brede Hangeland,"1,99m",25553,"['Norway', 'United States']",€3.00m,: Ablöse €3.30m,33,"Jun 20, 1981",Retired
Centre-Back,right,,"Jul 1, 2010",Philippe Senderos,"1,89m",4277,"['Switzerland', 'Spain']",€2.50m,: Ablöse free transfer,29,"Feb 14, 1985",Retired
Centre-Back,left,,"Jul 1, 2011",Matthew Briggs,"1,83m",51318,"['Guyana', 'England']",€1.00m,Fulham FC Reserves,23,"Mar 6, 1991",Retired
Centre-Back,right,,"Jul 1, 2007",Aaron Hughes,"1,83m",3580,['Northern Ireland'],€700k,: Ablöse €1.50m,34,"Nov 8, 1979",Retired
Centre-Back,left,"Yellow card suspension - until Nov 26, 2024 - Premier League - 1 matchday","Jul 1, 2011",Dan Burn,"2,01m",134270,['England'],€500k,Darlington FC (- 2012),22,"May 9, 1992",Newcastle United
Left-Back,left,,"Aug 31, 2012",Kieran Richardson,"1,77m",3548,['England'],€2.50m,Sunderland AFC,29,"Oct 21, 1984",Retired
Left-Back,,,"Jul 13, 2011",John Arne Riise,,3220,['Norway'],€1.00m,: Ablöse €2.63m,33,"Sep 24, 1980",Avaldsnes IL
Right-Back,,,"Jul 1, 2013",Sascha Riether,,1662,['Germany'],€3.00m,1.FC Köln,31,"Mar 23, 1983",Retired
Right-Back,right,,"Sep 2, 2013",Elsad Zverotic,"1,79m",25542,"['Montenegro', 'Switzerland']",€1.00m,BSC Young Boys,27,"Oct 31, 1986",Retired
Right-Back,right,,,Josh Passley,"1,83m",196562,"['England', 'Jamaica']",,,19,"Nov 21, 1994",Bromley FC
Defensive Midfield,,,"Jan 30, 2014",William Kvist,,36787,['Denmark'],€4.50m,: Ablöse ?,29,"Feb 24, 1985",Retired
Defensive Midfield,,,"Jul 1, 2013",Derek Boateng,,18091,['Ghana'],€1.50m,Dnipro Dnipropetrovsk (-2020),31,"May 2, 1983",Retired
Defensive Midfield,right,,"Mar 26, 2014",Mahamadou Diarra,"1,82m",5352,['Mali'],€750k,Without Club,33,"May 18, 1981",Retired
Defensive Midfield,right,,,Josh Pritchard,"1,81m",129503,"['Wales', 'England']",€200k,,21,"Sep 23, 1992",Retired
Central Midfield,left,,"Jan 31, 2014",Lewis Holtby,"1,76m",55508,"['Germany', 'England']",€7.50m,Tottenham Hotspur,23,"Sep 18, 1990",Holstein Kiel
Central Midfield,right,,"Aug 7, 2013",Adel Taarabt,"1,85m",45287,"['Morocco', 'France']",€6.00m,: Ablöse ?,25,"May 24, 1989",Al-Nasr SC (UAE)
Central Midfield,right,,"Aug 19, 2013",Scott Parker,"1,80m",3785,['England'],€4.00m,Tottenham Hotspur,33,"Oct 13, 1980",Retired
Central Midfield,left,,"Jul 25, 2011",Pajtim Kasami,"1,88m",130108,"['Switzerland', 'North Macedonia']",€3.50m,: Ablöse €1.60m,22,"Jun 2, 1992",UC Sampdoria
Central Midfield,right,,"Jan 1, 2011",Steve Sidwell,"1,83m",13427,['England'],€2.50m,: Ablöse €600k,31,"Dec 14, 1982",Retired
Central Midfield,right,,"Sep 11, 2012",Georgios Karagounis,"1,76m",6106,['Greece'],€1.00m,: Ablöse free transfer,37,"Mar 6, 1977",Retired
Central Midfield,right,,"Jan 31, 2014",Ryan Tunnicliffe,"1,83m",110868,['England'],€1.00m,Manchester United U21,21,"Dec 30, 1992",Adelaide United
Central Midfield,right,,"Jul 1, 2014",Lasse Vigen,"1,80m",148376,['Denmark'],,Fulham FC U21,19,"Aug 15, 1994",ADO Den Haag
Right Midfield,left,,"Aug 1, 2009",Damien Duff,"1,77m",3259,['Ireland'],€1.00m,Newcastle United,35,"Mar 2, 1979",Retired
Right Midfield,right,,"Jan 31, 2014",Larnell Cole,"1,68m",141650,['England'],€250k,Manchester United U21,21,"Mar 9, 1993",Unknown
Right Midfield,right,,"Jul 1, 2013",Mesca,"1,75m",160348,"['Guinea-Bissau', 'Portugal']",,Fulham FC U21,21,"May 6, 1993",Without Club
Attacking Midfield,left,,"Aug 31, 2011",Bryan Ruiz,"1,87m",39642,['Costa Rica'],€8.00m,Twente Enschede FC,28,"Aug 18, 1985",Retired
Attacking Midfield,left,,"Jul 1, 2014",Chris David,"1,72m",187285,"['Netherlands', 'Türkiye']",,Fulham FC U21,21,"Mar 6, 1993",Yeni Mersin Idmanyurdu
Left Winger,right,,"Jul 25, 2013",Ange-Freddy Plumain,"1,84m",182912,"['Guadeloupe', 'France']",€500k,: Ablöse free transfer,19,"Mar 2, 1995",Rukh Lviv
Left Winger,left,,"Jul 1, 2014",George Williams,"1,72m",136368,"['Wales', 'England']",,Fulham FC U18,18,"Sep 7, 1995",Hemel Hempstead Town
Right Winger,left,Cruciate ligament injury - Return unknown,"Jan 1, 2012",Alexander Kacaniklic,"1,81m",51040,"['Sweden', 'North Macedonia']",€3.50m,Fulham FC Reserves,22,"Aug 13, 1991",AEL Limassol
Right Winger,right,,"Aug 31, 2012",Ashkan Dejagah,"1,81m",13979,"['Iran', 'Germany']",€3.00m,VfL Wolfsburg,27,"Jul 5, 1986",Retired
Right Winger,right,,"Jul 1, 2013",Muamer Tankovic,"1,81m",198513,"['Sweden', 'Bosnia-Herzegovina']",€1.00m,Fulham FC U18,19,"Feb 22, 1995",Pafos FC
Right Winger,left,,"Jul 1, 2014",Patrick Roberts,"1,67m",225452,['England'],,Fulham FC U18,17,"Feb 5, 1997",Sunderland AFC
Second Striker,right,,"Jan 1, 2014",Clint Dempsey,"1,85m",27577,['United States'],€7.00m,: Ablöse ?,31,"Mar 9, 1983",Retired
Centre-Forward,both,,"Jan 31, 2014",Konstantinos Mitroglou,"1,88m",34944,['Greece'],€12.00m,: Ablöse €15.20m,26,"Mar 12, 1988",Retired
Centre-Forward,right,,"Aug 16, 2013",Darren Bent,"1,80m",13239,"['England', 'Jamaica']",€5.00m,: Ablöse €2.40m,30,"Feb 6, 1984",Retired
Centre-Forward,,,"Aug 31, 2012",Dimitar Berbatov,,65,['Bulgaria'],€3.50m,Manchester United,33,"Jan 30, 1981",Retired
Centre-Forward,right,,"Jul 12, 2012",Hugo Rodallega,"1,81m",37934,['Colombia'],€2.50m,Wigan Athletic,28,"Jul 25, 1985",Independiente Santa Fe
Centre-Forward,left,,,Marcello Trotta,"1,88m",129505,['Italy'],€750k,,21,"Sep 29, 1992",SS Turris Calcio
Centre-Forward,right,,"Jul 1, 2013",Cauley Woodrow,"1,84m",169801,['England'],,Fulham FC U21,19,"Dec 2, 1994",Luton Town
Centre-Forward,right,,"Jul 1, 2014",Moussa Dembélé,"1,87m",229004,"['France', 'Mali']",,Fulham FC U18,17,"Jul 12, 1996",Al-Ettifaq FC
