position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1997",Jörgen Nielsen,"1,86m",23085,['Denmark'],Hvidovre IF,28,"May 6, 1971",Retired
Goalkeeper,,"Jul 6, 1992",David James,,3646,"['England', 'Jamaica']",: Ablöse €1.40m,28,"Aug 1, 1970",Retired
Goalkeeper,right,"Dec 23, 1997",Brad Friedel,"1,91m",3476,"['United States', 'England']",: Ablöse €1.50m,28,"May 18, 1971",Retired
Goalkeeper,right,"Jul 1, 1993",Tony Warner,"1,93m",10259,"['Trinidad and Tobago', 'England']",: Ablöse -,25,"May 11, 1974",Retired
Centre-Back,left,"Sep 1, 1994",Phil Babb,"1,82m",3283,"['Ireland', 'England']",Coventry City,28,"Nov 30, 1970",Retired
Centre-Back,left,"Jan 6, 1999",Frode Kippe,"1,94m",8511,['Norway'],Lillestrøm SK,21,"Jan 17, 1978",Retired
Centre-Back,right,"Jul 1, 1996",Bjørn Tore Kvarme,"1,85m",7463,['Norway'],: Ablöse free transfer,27,"Jun 17, 1972",Retired
Centre-Back,right,"Jan 26, 1999",Rigobert Song,"1,83m",1419,"['Cameroon', 'France']",: Ablöse €3.69m,22,"Jul 1, 1976",Retired
Centre-Back,right,"Jul 1, 1996",Jamie Carragher,"1,85m",3597,['England'],: Ablöse -,21,"Jan 28, 1978",Retired
Centre-Back,left,"Feb 17, 1999",Djimi Traoré,"1,91m",3598,"['Mali', 'France']",: Ablöse €800k,19,"Mar 1, 1980",Retired
Left-Back,,"Jul 3, 1998",Steve Staunton,,3839,['Ireland'],: Ablöse free transfer,30,"Jan 19, 1969",Retired
Left-Back,left,"Jul 17, 1989",Steve Harkness,"1,79m",107196,['England'],Carlisle United,27,"Aug 27, 1971",Retired
Left-Back,left,"Dec 18, 1992",Stig Inge Bjørnebye,"1,79m",102510,['Norway'],: Ablöse ?,29,"Dec 11, 1969",Retired
Left-Back,left,"Jul 1, 1992",Dominic Matteo,"1,86m",3765,"['Scotland', 'England']",: Ablöse -,25,"Apr 28, 1974",Retired
Left-Back,left,,Gareth Roberts,"1,73m",30433,['Wales'],,21,"Feb 6, 1978",Retired
Right-Back,right,"Oct 1, 1991",Rob Jones,"1,73m",107200,"['England', 'Wales']",Crewe Alexandra,27,"Nov 5, 1971",Retired
Right-Back,right,"Jul 1, 1998",Vegard Heggem,"1,79m",3596,['Norway'],: Ablöse €5.20m,23,"Jul 13, 1975",Retired
Right-Back,right,"Jul 1, 2000",Stephen Wright,"1,83m",4126,['England'],: Ablöse -,19,"Feb 8, 1980",Retired
Defensive Midfield,right,"Dec 4, 1998",Jean-Michel Ferri,"1,84m",168517,['France'],Istanbulspor,30,"Feb 7, 1969",Retired
Midfielder,,"Jul 1, 1994",Jamie Cassidy,"1,75m",145723,['England'],: Ablöse -,21,"Nov 21, 1977",Retired
Central Midfield,right,"Jan 15, 1991",Jamie Redknapp,"1,83m",3424,['England'],: Ablöse €750k,26,"Jun 25, 1973",Retired
Central Midfield,right,"Jul 10, 1997",Paul Ince,"1,78m",3248,"['England', 'Barbados']",: Ablöse €6.30m,31,"Oct 21, 1967",Retired
Central Midfield,right,"Jul 1, 1997",Danny Murphy,"1,77m",3221,['England'],Crewe Alexandra,22,"Mar 18, 1977",Retired
Central Midfield,right,"Aug 1, 1998",Steven Gerrard,"1,83m",3109,['England'],: Ablöse -,19,"May 30, 1980",Retired
Right Midfield,right,"Sep 7, 1995",Jason McAteer,"1,75m",3710,"['Ireland', 'England']",: Ablöse €6.25m,28,"Jun 18, 1971",Retired
Right Midfield,right,"Jul 1, 1996",David Thompson,"1,70m",4127,['England'],: Ablöse -,21,"Sep 12, 1977",Retired
Attacking Midfield,right,"Jul 1, 1990",Steve McManaman,"1,85m",3980,['England'],: Ablöse -,27,"Feb 11, 1972",Retired
Attacking Midfield,right,"Jul 1, 1997",Øyvind Leonhardsen,"1,77m",4071,['Norway'],: Ablöse €5.25m,28,"Aug 17, 1970",Retired
Attacking Midfield,,"Jul 1, 1996",Patrik Berger,,3218,['Czech Republic'],Borussia Dortmund,25,"Nov 10, 1973",Retired
Centre-Forward,,"Aug 1, 1998",Jon Newby,"1,83m",67312,['England'],: Ablöse -,20,"Nov 28, 1978",Retired
Centre-Forward,left,"Jan 27, 2006",Robbie Fowler,"1,80m",3225,['England'],: Ablöse free transfer,24,"Apr 9, 1975",Retired
Centre-Forward,both,"Jul 1, 1997",Michael Owen,"1,73m",1397,['England'],: Ablöse -,19,"Dec 14, 1979",Retired
Centre-Forward,right,"Jul 31, 1997",Karl-Heinz Riedle,"1,79m",13806,['Germany'],Borussia Dortmund,33,"Sep 16, 1965",Retired
Centre-Forward,,"Jun 5, 1998",Sean Dundee,,592,"['Germany', 'South Africa']",: Ablöse €2.75m,26,"Dec 7, 1972",Retired
Centre-Forward,,"Oct 17, 1997",Haukur Ingi Gudnason,,79238,['Iceland'],Keflavík ÍF,20,"Sep 8, 1978",Retired
