position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1987",Kevin Hitchcock,"1,85m",26168,['England'],Mansfield Town,36,"Oct 5, 1962",Retired
Goalkeeper,right,"Jul 1, 1997",Ed de Goey,"1,98m",3150,['Netherlands'],: Ablöse €3.35m,32,"Dec 20, 1966",Retired
Goalkeeper,right,"Jan 1, 1993",Dmitriy Kharin,"1,88m",67109,['Russia'],: Ablöse €400k,30,"Aug 16, 1968",Retired
Defender,,,Luca Percassi,"1,80m",300684,['Italy'],,18,"Aug 25, 1980",Retired
Centre-Back,right,"Jul 1, 1996",Frank Leboeuf,"1,83m",5314,['France'],: Ablöse €3.45m,31,"Jan 22, 1968",Retired
Centre-Back,right,"Jul 1, 1997",Bernard Lambourde,"1,83m",5580,"['France', 'Guadeloupe']",: Ablöse ?,28,"May 11, 1971",Retired
Centre-Back,right,"Jul 14, 1998",Marcel Desailly,"1,88m",3154,"['France', 'Ghana']",AC Milan,30,"Sep 7, 1968",Retired
Centre-Back,both,"Jul 1, 1993",Michael Duberry,"1,85m",3633,"['England', 'Montserrat']",: Ablöse -,23,"Oct 14, 1975",Retired
Centre-Back,right,"Jan 1, 2000",John Terry,"1,87m",3160,['England'],: Ablöse -,18,"Dec 7, 1980",Retired
Centre-Back,left,"Jul 1, 1996",Neil Clement,"1,83m",3789,['England'],: Ablöse -,20,"Oct 3, 1978",Retired
Left-Back,left,"Jul 1, 1991",Andy Myers,"1,77m",15058,['England'],: Ablöse -,25,"Nov 3, 1973",Retired
Left-Back,left,"Jun 20, 1997",Celestine Babayaro,"1,75m",3153,"['Nigeria', 'England']",: Ablöse €3.50m,20,"Aug 29, 1978",Retired
Left-Back,left,"Aug 8, 1997",Graeme Le Saux,"1,78m",3157,"['England', 'Jersey']",Blackburn Rovers,30,"Oct 17, 1968",Retired
Left-Back,left,"Nov 1, 2000",Jon Harley,"1,78m",4014,['England'],: Ablöse free transfer,19,"Sep 26, 1979",Retired
Right-Back,right,"Nov 18, 1995",Dan Petrescu,"1,77m",102023,"['Romania', 'England']",: Ablöse €3.50m,31,"Dec 22, 1967",Retired
Right-Back,right,"Jan 19, 1987",Steve Clarke,"1,78m",107084,['Scotland'],St. Mirren FC,35,"Aug 29, 1963",Retired
Right-Back,,"Jul 1, 1998",Albert Ferrer,,3152,['Spain'],: Ablöse €4.30m,29,"Jun 6, 1970",Retired
Defensive Midfield,right,"Jul 3, 1990",Dennis Wise,"1,68m",4006,['England'],: Ablöse €2.40m,32,"Dec 16, 1966",Retired
Central Midfield,,"Nov 9, 1998",Bjarne Goldbaek,,3105,['Denmark'],: Ablöse €500k,30,"Oct 6, 1968",Retired
Central Midfield,right,"Jul 1, 1999",Samuele Dalla Bona,"1,85m",4291,['Italy'],: Ablöse -,18,"Feb 6, 1981",Retired
Central Midfield,right,"Jul 1, 1996",Roberto Di Matteo,"1,80m",103679,"['Italy', 'Switzerland']",SS Lazio,29,"May 29, 1970",Retired
Central Midfield,right,"Jul 1, 1990",Eddie Newton,"1,80m",107094,['England'],: Ablöse -,27,"Dec 13, 1971",Retired
Central Midfield,right,"Jul 1, 1995",Jody Morris,"1,65m",3171,['England'],: Ablöse -,20,"Dec 22, 1978",Retired
Right Midfield,,"Nov 1, 1998",Nick Crittenden,"1,73m",107085,['England'],Plymouth Argyle,20,"Nov 11, 1978",Retired
Attacking Midfield,right,"Jul 1, 1997",Gustavo Poyet,"1,88m",3361,"['Uruguay', 'Spain']",: Ablöse free transfer,31,"Nov 15, 1967",Retired
Right Winger,,"Jul 1, 1998",Brian Laudrup,,39667,['Denmark'],: Ablöse free transfer,30,"Feb 22, 1969",Retired
Second Striker,right,"Nov 8, 1996",Gianfranco Zola,"1,68m",3177,['Italy'],: Ablöse €6.20m,32,"Jul 5, 1966",Retired
Centre-Forward,right,"Jul 1, 1996",Gianluca Vialli,"1,80m",16036,['Italy'],: Ablöse free transfer,34,"Jul 9, 1964",---
Centre-Forward,,"Jul 1, 1998",Pierluigi Casiraghi,,102485,['Italy'],SS Lazio,30,"Mar 4, 1969",Retired
Centre-Forward,right,"Jan 1, 1998",Tore André Flo,"1,93m",3081,['Norway'],SK Brann,26,"Jun 15, 1973",Retired
Centre-Forward,left,"Jul 1, 1995",Mark Nicholls,"1,78m",107095,['England'],: Ablöse -,22,"May 30, 1977",Retired
Centre-Forward,right,"Jul 31, 1998",Mikael Forssell,"1,84m",3127,"['Finland', 'Germany']",: Ablöse free transfer,18,"Mar 15, 1981",Retired
