position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1996",Matt Clarke,"1,91m",13781,['England'],Rotherham United,25,"Nov 3, 1973",Retired
Goalkeeper,,"Nov 7, 1985",Kevin Pressman,"1,85m",10242,['England'],Sheffield Wednesday U18,31,"Nov 6, 1967",Retired
Goalkeeper,,"Nov 11, 1998",Pavel Srnicek,"1,88m",5963,"['Czech Republic', 'France']",FC Banik Ostrava,31,"Mar 10, 1968",---
Centre-Back,right,"Jul 1, 1994",Peter Atherton,"1,78m",13552,['England'],Coventry City,29,"Apr 6, 1970",Retired
Centre-Back,right,"Mar 16, 1996",Jon Newsome,"1,88m",107093,['England'],: Ablöse €2.25m,28,"Sep 6, 1970",Retired
Centre-Back,right,"Jul 1, 1993",Des Walker,"1,80m",10000,"['England', 'Jamaica']",UC Sampdoria,33,"Nov 26, 1965",Retired
Centre-Back,left,"Jul 1, 1995",Dejan Stefanovic,"1,80m",4308,['Serbia'],Red Star Belgrade,24,"Oct 28, 1974",Retired
Centre-Back,both,"Mar 26, 1998",Émerson Thome,"1,88m",3643,"['Brazil', 'Portugal']",: Ablöse free transfer,27,"Mar 30, 1972",Retired
Left-Back,left,"Jul 1, 1994",Lee Briscoe,"1,80m",13994,['England'],Sheffield Wednesday U18,23,"Sep 30, 1975",Retired
Left-Back,left,"Jan 1, 1998",Andy Hinchcliffe,"1,78m",106797,['England'],: Ablöse €4.50m,30,"Feb 5, 1969",Retired
Right-Back,right,"Jul 1, 1998",Juan Cobian,"1,68m",223281,['Argentina'],CA Boca Juniors II,23,"Sep 11, 1975",Retired
Right-Back,right,"Feb 24, 1998",Earl Barrett,"1,80m",106795,['England'],: Ablöse free transfer,32,"Apr 28, 1967",Retired
Right-Back,right,"Jul 1, 1999",Steve Haslam,"1,80m",13411,['England'],Sheffield Wednesday U18,19,"Sep 6, 1979",Retired
Defensive Midfield,right,"Jul 1, 1998",Wim Jonk,"1,85m",101046,['Netherlands'],: Ablöse €2.80m,32,"Oct 12, 1966",Retired
Defensive Midfield,,"May 1, 1988",Graham Hyde,,106798,['England'],Sheffield Wednesday U18,28,"Nov 10, 1970",Retired
Midfielder,,"Mar 1, 1999",Phil Scott,"1,85m",211267,['Scotland'],: Ablöse €110k,24,"Nov 14, 1974",Retired
Defensive Midfield,,"Aug 1, 1995",Ritchie Humphreys,,66930,['England'],Sheffield Wednesday U18,21,"Nov 30, 1977",Retired
Midfielder,,,Mark McKeever,,208977,['Scotland'],,23,"Jul 11, 1975",Larkhall Thistle
Defensive Midfield,,"Oct 1, 1998",Danny Sonner,,9998,"['Northern Ireland', 'England']",Ipswich Town,27,"Jan 9, 1972",Retired
Central Midfield,right,"Oct 12, 1997",Petter Rudi,"1,91m",6641,['Norway'],Molde FK,25,"Sep 17, 1973",Retired
Central Midfield,left,"Dec 1, 1997",Alan Quinn,"1,75m",15561,['Ireland'],Cherry Orchard FC,20,"Jun 13, 1979",Retired
Right Midfield,right,"Sep 10, 1997",Jim Magilton,"1,83m",3481,['Northern Ireland'],Southampton FC,30,"May 6, 1969",Retired
Right Midfield,right,"Jan 1, 1998",Niclas Alexandersson,"1,81m",3265,['Sweden'],: Ablöse €1.10m,27,"Dec 29, 1971",Retired
Left Midfield,left,"Jul 1, 1998",Owen Morrison,"1,73m",42365,['Northern Ireland'],Sheffield Wednesday U18,17,"Dec 8, 1981",Retired
Second Striker,,"Mar 1, 1998",Francesco Sanetti,"1,85m",106803,['Italy'],: Ablöse free transfer,20,"Jan 11, 1979",Retired
Second Striker,right,"Oct 1, 1996",Benny Carbone,"1,68m",3389,['Italy'],: Ablöse €5.12m,27,"Aug 14, 1971",Retired
Centre-Forward,right,"Dec 21, 1994",Guy Whittingham,"1,78m",106806,['England'],: Ablöse €1.00m,34,"Nov 10, 1964",Retired
Centre-Forward,,"Jul 8, 1996",Andy Booth,"1,83m",49086,['England'],: Ablöse €3.90m,25,"Dec 6, 1973",Retired
Centre-Forward,,"Jul 1, 1997",Paolo Di Canio,,3699,['Italy'],Celtic FC,30,"Jul 9, 1968",Retired
Striker,,"Aug 1, 1996",Scott Oakes,"1,80m",107098,['England'],: Ablöse €640k,,,Retired
Centre-Forward,right,"Mar 25, 1999",Richard Cresswell,"1,83m",14002,['England'],York City,21,"Sep 20, 1977",Retired
Centre-Forward,left,"Jul 1, 1997",Junior Agogo,"1,80m",27761,"['Ghana', 'England']",Sheffield Wednesday U18,19,"Aug 1, 1979",---
