position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Nov 4, 1993",Tim Flowers,"1,90m",4249,['England'],Southampton FC,32,"Feb 3, 1967",Retired
Goalkeeper,,"Jul 1, 1997",John Filan,"1,88m",13516,['Australia'],Coventry City,29,"Feb 8, 1970",Retired
Goalkeeper,right,"Sep 10, 1997",Alan Fettis,"1,85m",4222,['Northern Ireland'],: Ablöse €360k,28,"Feb 1, 1971",Retired
Goalkeeper,,"Jul 1, 1997",Anthony Williams,"1,88m",16084,['Wales'],Blackburn Rovers U18,21,"Sep 20, 1977",Retired
Centre-Back,right,"Jul 1, 1998",Darren Peacock,"1,88m",107099,['England'],Newcastle United,31,"Feb 3, 1968",Retired
Centre-Back,right,"Sep 9, 2006",Stéphane Henchoz,"1,85m",3210,"['Switzerland', 'Germany']",Without Club,24,"Sep 7, 1974",Retired
Centre-Back,left,"Jul 1, 1994",Marlon Broomes,"1,83m",13995,['England'],Blackburn Rovers U18,21,"Nov 28, 1977",Retired
Centre-Back,right,"Jul 1, 1998",Christian Dailly,"1,83m",3799,['Scotland'],: Ablöse €7.95m,25,"Oct 23, 1973",Retired
Centre-Back,,"Oct 1, 1998",Oumar Kondé,,413,"['Switzerland', 'France']",: Ablöse €750k,19,"Aug 19, 1979",Retired
Centre-Back,,"Jul 1, 1997",Tore Pedersen,,99931,['Norway'],: Ablöse ?,29,"Sep 29, 1969",Retired
Centre-Back,right,"Jul 1, 1998",Martin Taylor,"1,95m",3822,['England'],Blackburn Rovers U18,19,"Nov 9, 1979",Retired
Left-Back,left,"Jul 1, 1997",Callum Davidson,"1,78m",4251,['Scotland'],: Ablöse €2.50m,23,"Jun 25, 1976",Retired
Left-Back,right,"Mar 1, 1996",Gary Croft,"1,75m",12692,['England'],Grimsby Town,25,"Feb 17, 1974",Retired
Right-Back,right,"Jul 1, 1997",David Worrell,"1,80m",20997,['Ireland'],Blackburn Rovers U18,21,"Jan 12, 1978",Retired
Right-Back,right,"Mar 1, 1995",Jeff Kenna,"1,80m",3933,['Ireland'],Southampton FC,28,"Aug 27, 1970",Retired
Right-Back,right,"Jul 21, 1998",Sébastien Pérez,"1,77m",5316,"['France', 'Spain']",: Ablöse €3.60m,25,"Nov 24, 1973",Retired
Defensive Midfield,right,"Mar 1, 1999",Lee Carsley,"1,78m",3618,"['Ireland', 'England']",: Ablöse €5.10m,25,"Feb 28, 1974",Retired
Defensive Midfield,,"Jan 1, 1999",Dario Marcolin,,3510,['Italy'],SS Lazio,27,"Oct 28, 1971",Retired
Defensive Midfield,both,"Jul 1, 1997",Anders Andersson,"1,74m",13210,['Sweden'],Malmö FF,25,"Mar 15, 1974",Retired
Central Midfield,,"Jul 1, 1992",Tim Sherwood,,4005,['England'],: Ablöse €750k,30,"Feb 6, 1969",Retired
Central Midfield,right,"Jan 1, 1996",Garry Flitcroft,"1,80m",3706,['England'],: Ablöse €5.25m,26,"Nov 6, 1972",Retired
Central Midfield,right,"Jul 1, 1997",Damien Johnson,"1,73m",3940,['Northern Ireland'],Blackburn Rovers U18,20,"Nov 18, 1978",Retired
Central Midfield,,"Jul 1, 1994",Wayne Gill,"1,78m",107194,['England'],Blackburn Rovers U18,23,"Nov 28, 1975",Retired
Right Midfield,left,"Jul 1, 1996",Damien Duff,"1,77m",3259,['Ireland'],Blackburn Rovers U18,20,"Mar 2, 1979",Retired
Right Midfield,right,"Jan 1, 1996",Billy McKinlay,"1,73m",9212,['Scotland'],: Ablöse free transfer,30,"Apr 22, 1969",Retired
Right Midfield,right,"Dec 1, 1998",Keith Gillespie,"1,77m",3827,['Northern Ireland'],Newcastle United,24,"Feb 18, 1975",FC Mindwell
Right Midfield,right,"Jan 27, 1999",Jason McAteer,"1,75m",3710,"['Ireland', 'England']",: Ablöse €5.55m,28,"Jun 18, 1971",Retired
Left Midfield,left,"Jul 1, 1989",Jason Wilcox,"1,80m",3320,['England'],Blackburn Rovers U18,27,"Jul 15, 1971",Retired
Attacking Midfield,right,"Jan 17, 2007",David Dunn,"1,78m",4243,['England'],: Ablöse €3.20m,19,"Dec 27, 1979",Retired
Right Winger,right,"Mar 1, 1993",Kevin Gallacher,"1,74m",101134,['Scotland'],Coventry City,32,"Nov 23, 1966",Retired
Right Winger,right,"May 21, 1998",Jim Corbett,"1,75m",11002,['England'],Gillingham FC,18,"Jul 6, 1980",Retired
Centre-Forward,right,"Jan 1, 1999",Nathan Blake,"1,82m",4229,['Wales'],: Ablöse €5.95m,27,"Jan 27, 1972",Retired
Centre-Forward,right,"Jan 1, 1999",Ashley Ward,"1,85m",13548,['England'],Barnsley FC,28,"Nov 24, 1970",Retired
Striker,,"Aug 1, 1997",James Thomas,,277591,['Wales'],Blackburn Rovers U18,20,"Jan 16, 1979",Retired
Centre-Forward,,"Jul 1, 1994",Chris Sutton,,7453,['England'],: Ablöse €7.50m,26,"Mar 10, 1973",Retired
Centre-Forward,right,"Jul 1, 1998",Kevin Davies,"1,83m",4114,['England'],Southampton FC,22,"Mar 26, 1977",Retired
Centre-Forward,,"Jul 1, 1997",Martin Dahlin,,21654,"['Sweden', 'Venezuela']",: Ablöse €3.00m,31,"Apr 16, 1968",Retired
Centre-Forward,right,"Jan 1, 1999",Matt Jansen,"1,80m",10502,['England'],: Ablöse €6.00m,21,"Oct 20, 1977",Retired
