position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 2006",Pavel Srnicek,"1,88m",5963,"['Czech Republic', 'France']",SC Beira-Mar,27,"Mar 10, 1968",---
Goalkeeper,,"Jul 1, 1994",John Burridge,,228060,['England'],Aberdeen FC,43,"Dec 3, 1951",Retired
Goalkeeper,,"Sep 23, 1993",Mike Hooper,"1,88m",175869,['England'],: Ablöse €628k,31,"Feb 10, 1964",Retired
Goalkeeper,right,"Jul 1, 1993",Steve Harper,"1,88m",3562,['England'],Seaham Red Star,20,"Mar 14, 1975",Retired
Centre-Back,left,"Aug 10, 1994",Philippe Albert,"1,90m",27972,['Belgium'],: Ablöse free transfer,27,"Aug 10, 1967",Retired
Centre-Back,right,"Jul 1, 1989",Steve Howey,"1,86m",3138,['England'],Newcastle United U18,23,"Oct 26, 1971",Retired
Centre-Back,right,"Mar 24, 1994",Darren Peacock,"1,88m",107099,['England'],: Ablöse €5.00m,27,"Feb 3, 1968",Retired
Centre-Back,right,,Alan Neilson,"1,85m",175987,"['Wales', 'Germany']",Newcastle United U18,22,"Sep 26, 1972",Retired
Left-Back,left,"Jul 1, 1992",John Beresford,"1,68m",109487,['England'],: Ablöse €700k,28,"Sep 4, 1966",Retired
Left-Back,,"Aug 2, 1994",Jason Drysdale,,993959,['England'],: Ablöse €500k,24,"Nov 17, 1970",Retired
Left-Back,left,"Jul 1, 2001",Robbie Elliott,"1,79m",3577,['England'],: Ablöse free transfer,21,"Dec 25, 1973",Retired
Right-Back,right,"Jul 31, 1992",Barry Venison,"1,78m",176215,['England'],: Ablöse €295k,30,"Aug 16, 1964",Retired
Right-Back,right,"Jul 1, 1994",Marc Hottiger,"1,76m",15520,['Switzerland'],: Ablöse €800k,27,"Nov 7, 1967",Retired
Right-Back,right,"Nov 1, 1990",Steve Watson,"1,85m",3309,['England'],Newcastle United U18,21,"Apr 1, 1974",Retired
Central Midfield,right,"Jan 20, 1994",Chris Holland,"1,77m",34608,['England'],: Ablöse €119k,19,"Sep 11, 1975",Retired
Central Midfield,,"Jul 1, 1992",Paul Bracewell,"1,73m",175999,['England'],: Ablöse €300k,32,"Jul 19, 1962",Retired
Central Midfield,right,"Jul 1, 1992",Rob Lee,"1,78m",14183,['England'],Charlton Athletic,29,"Feb 1, 1966",Retired
Right Midfield,right,"Mar 1, 1995",Jim Crawford,"1,80m",24551,"['Ireland', 'United States']",Bohemian Football Club,22,"May 1, 1973",Retired
Right Midfield,right,"Jan 10, 1995",Keith Gillespie,"1,77m",3827,['Northern Ireland'],: Ablöse €1.50m,20,"Feb 18, 1975",FC Mindwell
Left Midfield,left,"Mar 9, 1993",Scott Sellars,"1,73m",175888,['England'],: Ablöse €700k,29,"Nov 27, 1965",Retired
Left Winger,left,"Aug 1, 1994",Steve Guppy,"1,81m",9497,['England'],Wycombe Wanderers,26,"Mar 29, 1969",Retired
Left Winger,,"Aug 1, 1993",Ritchie Appleby,,277693,['England'],Newcastle United U18,19,"Sep 18, 1975",Retired
Right Winger,right,"Feb 2, 1994",Ruel Fox,"1,68m",104904,"['Montserrat', 'England']",: Ablöse €2.50m,27,"Jan 14, 1968",Retired
Right Winger,right,"Jul 1, 2005",Lee Clark,"1,73m",3477,['England'],Fulham FC,22,"Oct 27, 1972",Retired
Second Striker,right,"Jul 16, 1993",Peter Beardsley,"1,73m",102030,['England'],: Ablöse €1.70m,34,"Jan 18, 1961",Retired
Centre-Forward,right,"Mar 12, 1993",Andy Cole,"1,75m",3238,"['England', 'Jamaica']",: Ablöse €2.70m,23,"Oct 15, 1971",Retired
Centre-Forward,,"Jul 1, 1993",Alex Mathie,"1,78m",170394,['Scotland'],Greenock Morton FC,26,"Dec 20, 1968",Retired
Centre-Forward,,"Aug 1, 1993",Malcolm Allen,,181599,['Wales'],: Ablöse €350k,28,"Mar 21, 1967",Retired
Centre-Forward,,"Sep 1, 1994",Paul Kitson,"1,80m",107813,['England'],: Ablöse €3.38m,24,"Jan 9, 1971",Retired
Centre-Forward,right,"Oct 4, 1993",Michael Jeffrey,"1,80m",207269,['England'],Doncaster Rovers,23,"Aug 11, 1971",Retired
