position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1991",Chris Woods,"1,88m",101320,['England'],: Ablöse €1.36m,35,"Nov 14, 1959",Retired
Goalkeeper,,"Nov 7, 1985",Kevin Pressman,"1,85m",10242,['England'],Sheffield Wednesday U18,27,"Nov 6, 1967",Retired
Goalkeeper,,"Apr 1, 1990",Lance Key,"1,88m",165697,['England'],Histon FC,27,"May 13, 1968",Retired
Centre-Back,right,"Jul 1, 1994",Peter Atherton,"1,78m",13552,['England'],Coventry City,25,"Apr 6, 1970",Retired
Centre-Back,,"Jul 1, 1992",Brian Linighan,"1,85m",223306,['England'],Sheffield Wednesday U21,21,"Nov 2, 1973",Retired
Centre-Back,,"Jul 1, 1993",Andy Pearce,"1,95m",222527,['England'],Coventry City,29,"Apr 20, 1966",Retired
Centre-Back,right,"Jul 1, 1993",Des Walker,"1,80m",10000,"['England', 'Jamaica']",UC Sampdoria,29,"Nov 26, 1965",Retired
Centre-Back,,"Jul 16, 1992",Simon Stewart,"1,86m",223315,['England'],Sheffield Wednesday U18,21,"Nov 1, 1973",Retired
Centre-Back,,"Mar 1, 1992",Julian Watts,"1,91m",223290,['England'],Rotherham United,24,"Mar 17, 1971",Retired
Centre-Back,left,"Dec 1, 1993",Simon Coleman,"1,83m",223282,['England'],: Ablöse €382k,27,"Mar 13, 1968",Retired
Left-Back,left,"Jul 1, 1994",Lee Briscoe,"1,80m",13994,['England'],Sheffield Wednesday U18,19,"Sep 30, 1975",Retired
Left-Back,both,"Aug 1, 1994",Ian Nolan,"1,83m",107097,"['Northern Ireland', 'England']",: Ablöse €2.25m,24,"Jul 9, 1970",Retired
Right-Back,right,"Aug 6, 1994",Dan Petrescu,"1,77m",102023,"['Romania', 'England']",: Ablöse €2.00m,27,"Dec 22, 1967",Retired
Defensive Midfield,,"Jul 1, 1994",Klas Ingesson,,101095,['Sweden'],: Ablöse €1.20m,26,"Aug 20, 1968",---
Defensive Midfield,right,"Jul 1, 1994",Ian Taylor,"1,88m",3667,['England'],: Ablöse €1.50m,27,"Jun 4, 1968",Retired
Defensive Midfield,,"May 1, 1988",Graham Hyde,,106798,['England'],Sheffield Wednesday U18,24,"Nov 10, 1970",Retired
Central Midfield,,"Oct 1, 1993",Adem Poric,"1,75m",223287,"['Australia', 'England']",: Ablöse €72k,22,"Apr 22, 1973",Retired
Central Midfield,,"Nov 3, 1989",John Sheridan,,102496,"['Ireland', 'England']",: Ablöse €625k,30,"Oct 1, 1964",Retired
Central Midfield,,"Jul 1, 1991",Ryan Jones,,107090,['Wales'],Unknown,21,"Jul 23, 1973",Retired
Left Midfield,right,"Aug 1, 1993",Andy Sinton,"1,73m",101326,['England'],: Ablöse €3.35m,29,"Mar 19, 1966",Retired
Attacking Midfield,,"Jul 1, 1992",Chris Waddle,,101385,['England'],: Ablöse €1.50m,34,"Dec 14, 1960",Retired
Attacking Midfield,right,"Jul 1, 1991",Chris Bart-Williams,"1,80m",3293,"['England', 'Sierra Leone']",Leyton Orient,21,"Jun 16, 1974",---
Centre-Forward,,"Feb 1, 1991",Trevor Francis,,130319,['England'],: Ablöse ?,41,"Apr 19, 1954",---
Centre-Forward,,"Aug 1, 1986",David Hirst,,109491,"['England', 'Scotland']",Barnsley FC,27,"Dec 7, 1967",Retired
Centre-Forward,right,"Sep 11, 1992",Mark Bright,"1,83m",223280,['England'],: Ablöse €1.70m,33,"Jun 6, 1962",Retired
Centre-Forward,right,"Dec 21, 1994",Guy Whittingham,"1,78m",106806,['England'],: Ablöse €1.00m,30,"Nov 10, 1964",Retired
Centre-Forward,,"Sep 17, 1991",Nigel Jemson,,223302,['England'],: Ablöse €1.00m,25,"Aug 10, 1969",Retired
Centre-Forward,,"Jan 1, 1991",Gordon Watson,"1,78m",222264,['England'],Charlton Athletic,24,"Mar 20, 1971",Retired
Centre-Forward,,"Feb 13, 1991",Mike Williams,,223291,['England'],Maltby Main FC,25,"Nov 21, 1969",Retired
Centre-Forward,,"Jan 1, 1995",O'Neill Donaldson,"1,86m",195174,['England'],Doncaster Rovers,25,"Nov 24, 1969",Retired
