position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Aug 1, 2002",Marcus Hahnemann,"1,87m",4140,"['United States', 'Germany']",€3.00m,Fulham FC,36,"Jun 15, 1972",Retired
Goalkeeper,right,"Jul 1, 2005",Adam Federici,"1,88m",4233,"['Australia', 'Italy']",€450k,FFA Centre of Excellence (- 2017),23,"Jan 31, 1985",Retired
Goalkeeper,right,"Aug 1, 2006",Graham Stack,"1,88m",3559,"['Ireland', 'England']",€350k,: Ablöse free transfer,26,"Sep 26, 1981",Retired
Goalkeeper,right,"Jan 26, 2007",Mikkel Andersen,"1,95m",42694,['Denmark'],€200k,Akademisk Boldklub,19,"Dec 17, 1988",BK Fremad Amager
Goalkeeper,right,"Jul 1, 2005",Ben Hamer,"1,93m",67283,['England'],,Reading FC U18,20,"Nov 20, 1987",Sheffield Wednesday
Centre-Back,left,"Oct 1, 2003",Ívar Ingimarsson,"1,88m",7434,['Iceland'],€3.00m,Wolverhampton Wanderers,30,"Aug 20, 1977",Retired
Centre-Back,both,"Jan 31, 2007",Michael Duberry,"1,85m",3633,"['England', 'Montserrat']",€1.75m,Stoke City,32,"Oct 14, 1975",Retired
Centre-Back,right,"Jul 1, 2007",Kalifa Cissé,"1,88m",22445,"['Mali', 'France']",€1.50m,Boavista FC,24,"Jan 9, 1984",Retired
Centre-Back,right,"Jul 1, 2004",Ibrahima Sonko,"1,90m",36813,"['Senegal', 'France']",€1.50m,: Ablöse free transfer,27,"Jan 22, 1981",Retired
Centre-Back,right,"Jul 1, 2007",André Bikey,"1,83m",14270,"['Cameroon', 'Spain']",€1.25m,: Ablöse €1.50m,23,"Jan 8, 1985",Retired
Centre-Back,right,"Jul 1, 2006",Sam Sodje,"1,83m",41897,"['Nigeria', 'England']",€725k,: Ablöse €350k,29,"May 25, 1979",Retired
Centre-Back,right,"Jan 30, 2007",Alan Bennett,"1,87m",34616,['Ireland'],€300k,Cork City FC,26,"Oct 4, 1981",Retired
Centre-Back,right,"Aug 30, 2006",Péter Máté,"1,95m",35008,['Hungary'],€300k,: Ablöse €575k,23,"Dec 2, 1984",Retired
Centre-Back,right,"Jan 5, 2006",Aaron Brown,"1,96m",20953,['England'],€200k,Tamworth FC,25,"Jun 23, 1983",Highgate United
Centre-Back,right,"Jul 1, 2006",Alex Pearce,"1,88m",47768,"['Ireland', 'Scotland']",€100k,Reading FC U18,19,"Nov 9, 1988",Leatherhead FC
Left-Back,left,"Jul 10, 2012",Nicky Shorey,"1,75m",13426,['England'],€6.50m,West Bromwich Albion,27,"Feb 19, 1981",Retired
