position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Aug 12, 2006",David James,,3646,"['England', 'Jamaica']",€4.75m,: Ablöse €1.70m,37,"Aug 1, 1970",Retired
Goalkeeper,right,"Jul 1, 2004",Jamie Ashdown,"1,90m",13397,['England'],€850k,Reading FC,27,"Nov 30, 1980",Retired
Goalkeeper,right,"Jul 1, 2005",Asmir Begovic,"1,99m",33873,"['Bosnia-Herzegovina', 'Canada']",€200k,: Ablöse -,21,"Jun 20, 1987",Everton FC
Centre-Back,left,"Jul 1, 2007",Sylvain Distin,"1,92m",3356,"['France', 'Guadeloupe']",€8.75m,: Ablöse free transfer,30,"Dec 16, 1977",Retired
Centre-Back,,"Aug 1, 2006",Sol Campbell,,3198,"['England', 'Jamaica']",€7.25m,: Ablöse free transfer,33,"Sep 18, 1974",Retired
Centre-Back,right,"Jan 1, 2006",Noé Pamarot,"1,80m",5531,['France'],€3.50m,: Ablöse ?,29,"Apr 14, 1979",Retired
Centre-Back,left,"Jan 11, 2007",Djimi Traoré,"1,91m",3598,"['Mali', 'France']",€3.00m,Charlton Athletic,28,"Mar 1, 1980",Retired
Centre-Back,left,"Jan 18, 2008",Lucien Aubey,"1,80m",6976,"['Congo', 'France']",€2.75m,: Ablöse ?,24,"May 24, 1984",Retired
Centre-Back,right,"Jul 1, 2000",Linvoy Primus,"1,80m",4266,['England'],€800k,Reading FC,34,"Sep 14, 1973",Retired
Centre-Back,right,"Jul 1, 2007",Martin Cranie,"1,83m",27659,"['England', 'Scotland']",€600k,Southampton FC,21,"Sep 26, 1986",Retired
Centre-Back,right,"Jan 26, 2004",Richard Duffy,"1,81m",16082,['Wales'],€300k,Swansea City,22,"Aug 30, 1985",Retired
Centre-Back,both,"Jul 1, 2005",Marc Wilson,"1,88m",30456,"['Ireland', 'Northern Ireland']",€100k,: Ablöse -,20,"Aug 17, 1987",Retired
Left-Back,left,"Jul 1, 2007",Hermann Hreidarsson,"1,85m",3860,['Iceland'],€3.50m,Charlton Athletic,33,"Jul 11, 1974",Retired
Right-Back,both,"Jan 18, 2007",Laurén,"1,82m",3189,"['Cameroon', 'Equatorial Guinea']",€4.50m,: Ablöse €550k,31,"Jan 19, 1977",Retired
Right-Back,both,"Aug 31, 2007",Glen Johnson,"1,82m",3881,['England'],€4.50m,Chelsea FC,23,"Aug 23, 1984",Retired
Defensive Midfield,right,"Jan 17, 2008",Lassana Diarra,"1,73m",23914,"['France', 'Mali']",€7.00m,: Ablöse €7.00m,23,"Mar 10, 1985",Retired
Defensive Midfield,right,"Jan 12, 2006",Sean Davis,"1,78m",4036,['England'],€4.50m,: Ablöse €2.80m,28,"Sep 20, 1979",Retired
Defensive Midfield,left,"Jul 1, 2002",Richard Hughes,"1,75m",9207,['Scotland'],€1.50m,: Ablöse €80k,29,"Jun 25, 1979",Retired
Defensive Midfield,right,"Jul 5, 2007",Arnold Mvuemba,"1,72m",20622,"['DR Congo', 'France']",€1.00m,Stade Rennais FC,23,"Jan 28, 1985",Retired
Defensive Midfield,right,"Jul 1, 2007",Jean-François Christophe,"1,85m",55251,['France'],€100k,RC Lens B,21,"Jun 27, 1987",Retired
Central Midfield,left,"Jul 1, 2007",Sulley Muntari,"1,79m",17129,['Ghana'],€11.25m,: Ablöse €10.51m,23,"Aug 27, 1984",Retired
Central Midfield,right,"Jul 1, 2000",Gary O'Neil,"1,74m",3995,['England'],€6.00m,: Ablöse -,25,"May 18, 1983",Retired
Central Midfield,right,"Jul 1, 2007",Papa Bouba Diop,"1,94m",5485,['Senegal'],€5.50m,Fulham FC,30,"Jan 28, 1978",---
Central Midfield,both,"Jan 1, 2006",Pedro Mendes,"1,77m",9811,['Portugal'],€3.50m,: Ablöse ?,29,"Feb 26, 1979",Retired
Left Midfield,left,"Jul 1, 2002",Matthew Taylor,"1,77m",9218,['England'],€4.50m,: Ablöse €600k,26,"Nov 27, 1981",Retired
Attacking Midfield,both,"Aug 31, 2006",Niko Kranjcar,"1,86m",16746,['Croatia'],€7.50m,HNK Hajduk Split,23,"Aug 13, 1984",Retired
Left Winger,right,"Jul 11, 2007",John Utaka,"1,82m",5495,['Nigeria'],€8.75m,Stade Rennais FC,26,"Jan 8, 1982",Retired
Right Winger,right,"Aug 31, 2005",Franck Songo'o,"1,78m",34839,"['Cameroon', 'France']",€600k,FC Barcelona U19,21,"May 14, 1987",Retired
Centre-Forward,right,"Aug 1, 2011",Benjani,"1,88m",12063,['Zimbabwe'],€9.75m,Blackburn Rovers,29,"Aug 13, 1978",Retired
Centre-Forward,right,"Jan 31, 2008",Jermain Defoe,"1,71m",3875,"['England', 'St. Lucia']",€9.00m,Tottenham Hotspur,25,"Oct 7, 1982",Retired
Centre-Forward,right,"Jan 27, 2008",Milan Baros,"1,83m",3216,['Czech Republic'],€5.50m,: Ablöse ?,26,"Oct 28, 1981",FK Vigantice
Centre-Forward,right,"Jul 11, 2007",David Nugent,"1,80m",33963,"['England', 'Ireland']",€5.00m,: Ablöse €9.00m,23,"May 2, 1985",Retired
Centre-Forward,right,"Jul 1, 2006",Nwankwo Kanu,"1,97m",3133,['Nigeria'],€5.00m,West Bromwich Albion,31,"Aug 1, 1976",Retired
