position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2005",Edwin van der Sar,"1,99m",3516,['Netherlands'],€5.00m,Fulham FC,37,"Oct 29, 1970",Retired
Goalkeeper,,"Jul 2, 2007",Tomasz Kuszczak,,1320,"['Poland', 'England']",€4.00m,West Bromwich Albion,26,"Mar 20, 1982",Retired
Goalkeeper,left,"Jul 1, 2005",Ben Foster,"1,93m",13572,['England'],€2.50m,Stoke City,25,"Apr 3, 1983",Retired
Goalkeeper,right,"Jul 2, 2021",Tom Heaton,"1,88m",34130,['England'],€200k,: Ablöse free transfer,22,"Apr 15, 1986",Manchester United
Centre-Back,right,"Jul 22, 2002",Rio Ferdinand,"1,89m",3235,['England'],€30.00m,Leeds United,29,"Nov 7, 1978",Retired
Centre-Back,right,"Jan 5, 2006",Nemanja Vidic‎,"1,90m",19726,['Serbia'],€22.00m,: Ablöse €10.50m,26,"Oct 21, 1981",Retired
Centre-Back,right,"Jul 1, 1996",Wes Brown,"1,85m",3405,['England'],€6.50m,Manchester United U18,28,"Oct 13, 1979",Retired
Centre-Back,right,"Jul 1, 2004",Gerard Piqué,"1,94m",18944,['Spain'],€5.50m,FC Barcelona U19,21,"Feb 2, 1987",Retired
Centre-Back,right,"Jul 1, 2001",John O'Shea,"1,92m",3540,['Ireland'],€4.50m,Manchester United Reserves,27,"Apr 30, 1981",Retired
Centre-Back,both,"Jul 18, 2023",Jonny Evans,"1,88m",42412,['Northern Ireland'],€500k,Leicester City,20,"Jan 3, 1988",Manchester United
Left-Back,left,"Jan 10, 2006",Patrice Evra,"1,74m",5285,"['France', 'Senegal']",€15.00m,: Ablöse €8.00m,27,"May 15, 1981",Retired
Left-Back,,"Sep 10, 1999",Mikaël Silvestre,,3393,"['France', 'Guadeloupe']",€4.00m,: Ablöse €5.70m,30,"Aug 9, 1977",Retired
Right-Back,right,"Jul 1, 1992",Gary Neville,"1,80m",3403,['England'],€6.00m,Manchester United U18,33,"Feb 18, 1975",Retired
Right-Back,right,"Jul 1, 2003",Phil Bardsley,"1,80m",15773,"['Scotland', 'England']",€3.00m,Manchester United U18,23,"Jun 28, 1985",Retired
