position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 4, 2005",Pepe Reina,"1,88m",7825,['Spain'],€13.00m,: Ablöse €9.80m,25,"Aug 31, 1982",Como 1907
Goalkeeper,right,"Jan 21, 2005",Scott Carson,"1,88m",14555,['England'],€5.25m,Leeds United,22,"Sep 3, 1985",Manchester City
Goalkeeper,right,"Aug 9, 2007",Charles Itandje,"1,93m",5470,"['Cameroon', 'France']",€2.50m,: Ablöse €1.50m,25,"Nov 2, 1982",Retired
Goalkeeper,right,"Jan 12, 2006",David Martin,"1,88m",15930,['England'],€200k,Milton Keynes Dons,22,"Jan 22, 1986",Retired
Centre-Back,right,"Jul 1, 1996",Jamie Carragher,"1,85m",3597,['England'],€17.00m,: Ablöse -,30,"Jan 28, 1978",Retired
Centre-Back,left,"Jan 1, 2006",Daniel Agger,"1,91m",22832,['Denmark'],€10.25m,Bröndby IF,23,"Dec 12, 1984",Retired
Centre-Back,right,"Jan 11, 2008",Martin Skrtel,"1,91m",24180,['Slovakia'],€10.00m,: Ablöse €10.00m,23,"Dec 15, 1984",Hajskala Raztocno
Centre-Back,,"Jul 1, 1999",Sami Hyypiä,,3470,['Finland'],€3.50m,: Ablöse €3.90m,34,"Oct 7, 1973",Retired
Centre-Back,right,"Aug 18, 2005",Jack Hobbs,"1,91m",33895,['England'],€500k,: Ablöse €225k,19,"Aug 18, 1988",Retired
Centre-Back,right,"Jul 1, 2006",Godwin Antwi,"1,85m",33821,"['Ghana', 'Spain']",€300k,: Ablöse -,20,"Jun 7, 1988",Retired
Left-Back,,"Jul 1, 2001",John Arne Riise,,3220,['Norway'],€12.50m,: Ablöse €6.36m,27,"Sep 24, 1980",Avaldsnes IL
Left-Back,left,"Jul 5, 2006",Fábio Aurélio,"1,78m",7570,"['Brazil', 'Italy']",€6.00m,: Ablöse free transfer,28,"Sep 24, 1979",Retired
Left-Back,left,"Jul 1, 2008",Emiliano Insúa,"1,79m",45599,"['Argentina', 'Spain']",€400k,CA Boca Juniors,19,"Jan 7, 1989",Retired
Left-Back,left,"Jul 1, 2007",Robbie Threlfall,"1,83m",45606,['England'],€100k,: Ablöse -,19,"Nov 28, 1988",Retired
Right-Back,right,"Jul 1, 2003",Steve Finnan,"1,83m",4038,['Ireland'],€6.50m,Fulham FC,32,"Apr 24, 1976",Retired
Right-Back,right,"Jan 31, 2007",Álvaro Arbeloa,"1,84m",28260,['Spain'],€6.00m,Deportivo de La Coruña,25,"Jan 17, 1983",Retired
Right-Back,right,"Jul 1, 2008",Stephen Darby,"1,74m",29933,['England'],€100k,: Ablöse -,19,"Oct 6, 1988",Retired
Defensive Midfield,right,"Aug 20, 2004",Xabi Alonso,"1,83m",7476,['Spain'],€22.00m,Real Sociedad,26,"Nov 25, 1981",Retired
Defensive Midfield,right,"Jul 1, 2008",Javier Mascherano,"1,74m",19981,"['Argentina', 'Italy']",€20.00m,: Ablöse €22.50m,24,"Jun 8, 1984",Retired
Defensive Midfield,right,"Jul 14, 2005",Mohamed Sissoko,"1,91m",6119,"['Mali', 'France']",€10.00m,: Ablöse €12.00m,23,"Jan 22, 1985",Retired
Defensive Midfield,right,"Jul 1, 2007",Lucas Leiva,"1,79m",41414,"['Brazil', 'Italy']",€6.50m,Grêmio Foot-Ball Porto Alegrense,21,"Jan 9, 1987",Retired
Defensive Midfield,right,"Jul 1, 2009",Jay Spearing,"1,68m",52111,['England'],€100k,: Ablöse -,19,"Nov 25, 1988",Liverpool FC U21
Defensive Midfield,right,,Mikel San José,"1,87m",52469,['Spain'],€100k,,19,"May 30, 1989",Retired
Defensive Midfield,left,"Aug 31, 2007",Damien Plessis,"1,93m",58364,"['France', 'Réunion']",€100k,Olympique Lyon B,20,"Mar 5, 1988",Without Club
Central Midfield,right,"Aug 1, 1998",Steven Gerrard,"1,83m",3109,['England'],€45.00m,: Ablöse -,28,"May 30, 1980",Retired
Central Midfield,right,"Jul 1, 2006",Danny Guthrie,"1,76m",16716,['England'],€1.50m,: Ablöse -,21,"Apr 18, 1987",Retired
Right Midfield,right,,Paul Anderson,"1,75m",37393,['England'],€100k,,19,"Jul 23, 1988",Retired
Right Midfield,right,,Ryan Flynn,"1,71m",45228,['Scotland'],€100k,,19,"Sep 4, 1988",Arbroath FC
Left Midfield,left,"Jul 1, 2007",Ray Putterill,"1,73m",57543,['England'],€100k,: Ablöse -,19,"Feb 3, 1989",Retired
Left Winger,right,"Jul 1, 2007",Ryan Babel,"1,85m",16135,"['Netherlands', 'Suriname']",€14.00m,: Ablöse €17.25m,21,"Dec 19, 1986",Without Club
Left Winger,left,"Jul 1, 2003",Harry Kewell,"1,80m",3241,"['Australia', 'England']",€5.50m,Leeds United,29,"Sep 22, 1978",Retired
Left Winger,left,"Aug 10, 2007",Sebastián Leto,"1,88m",39256,['Argentina'],€3.00m,CA Lanús,21,"Aug 30, 1986",Retired
