position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2017",Jordan Pickford,"1,85m",130164,['England'],€22.00m,,Sunderland AFC,29,"Mar 7, 1994",Everton FC
Goalkeeper,right,,"Aug 23, 2024",Asmir Begovic,"1,99m",33873,"['Bosnia-Herzegovina', 'Canada']",€800k,"Joined from Queens Park Rangers; date: Aug 23, 2024; fee: free transfer",Queens Park Rangers,36,"Jun 20, 1987",Everton FC
Goalkeeper,right,,"Sep 13, 2022",Eldin Jakupovic,"1,91m",2857,"['Switzerland', 'Bosnia-Herzegovina']",€200k,,Without Club,38,"Oct 2, 1984",Retired
Goalkeeper,left,,"Aug 20, 2021",Andy Lonergan,"1,93m",14044,['England'],€150k,,West Bromwich Albion,39,"Oct 19, 1983",Wigan Athletic
Centre-Back,right,,"Jul 2, 2022",James Tarkowski,"1,85m",173504,"['England', 'Poland']",€18.00m,,: Ablöse free transfer,30,"Nov 19, 1992",Everton FC
Centre-Back,right,,"Oct 5, 2020",Ben Godfrey,"1,84m",343475,"['England', 'Jamaica']",€13.00m,,: Ablöse €27.50m,25,"Jan 15, 1998",Atalanta BC
Centre-Back,right,,"Aug 8, 2022",Conor Coady,"1,85m",128901,['England'],€12.00m,,Wolverhampton Wanderers,30,"Feb 25, 1993",Leicester City
Centre-Back,right,,"Jul 3, 2017",Michael Keane,"1,88m",118534,"['England', 'Ireland']",€10.00m,,: Ablöse €28.50m,30,"Jan 11, 1993",Everton FC
Centre-Back,right,,"Aug 9, 2018",Yerry Mina,"1,95m",289446,['Colombia'],€10.00m,,FC Barcelona,28,"Sep 23, 1994",Cagliari Calcio
Centre-Back,right,,"Aug 13, 2015",Mason Holgate,"1,87m",348623,"['Jamaica', 'England']",€9.00m,,Barnsley FC,26,"Oct 22, 1996",West Bromwich Albion
Centre-Back,,,,Reece Welch,,655986,"['England', 'Jamaica']",€500k,,,19,"Sep 19, 2003",KMSK Deinze
Left-Back,left,,"Jan 1, 2022",Vitaliy Mykolenko,"1,80m",404842,['Ukraine'],€25.00m,,Dynamo Kyiv,24,"May 29, 1999",Everton FC
Left-Back,left,,"Jul 27, 2022",Rúben Vinagre,"1,74m",357158,['Portugal'],€4.00m,,Sporting CP,24,"Apr 9, 1999",Legia Warszawa
Left-Back,left,,,Ishé Samuels-Smith,"1,86m",922698,"['England', 'Jamaica']",,,,17,"Jun 5, 2006",Chelsea FC U21
Right-Back,right,,"Jan 4, 2022",Nathan Patterson,"1,89m",424015,['Scotland'],€16.00m,,: Ablöse €14.00m,21,"Oct 16, 2001",Everton FC
Right-Back,right,Team captain,"Jan 1, 2009",Séamus Coleman,"1,77m",68390,['Ireland'],€1.00m,,Sligo Rovers,34,"Oct 11, 1988",Everton FC
Right-Back,right,,,Kyle John,"1,76m",504507,"['England', 'Wales']",€150k,,,22,"Feb 13, 2001",Port Vale FC
Defensive Midfield,right,,"Aug 9, 2022",Amadou Onana,"1,95m",485706,"['Belgium', 'Senegal']",€45.00m,,LOSC Lille,21,"Aug 16, 2001",Aston Villa
Defensive Midfield,right,,"Sep 1, 2022",James Garner,"1,82m",505219,['England'],€14.00m,,Manchester United,22,"Mar 13, 2001",Everton FC
Defensive Midfield,right,,"Sep 5, 2020",Allan,"1,75m",126422,"['Brazil', 'Portugal']",€6.00m,,: Ablöse €24.60m,32,"Jan 8, 1991",Botafogo de Futebol e Regatas
Defensive Midfield,right,,"Aug 2, 2019",Jean-Philippe Gbamin,"1,86m",182894,"[""Cote d'Ivoire"", 'France']",€4.80m,,1.FSV Mainz 05,27,"Sep 25, 1995",FC Nantes
Central Midfield,right,Dead leg - Return unknown,"Jul 1, 2019",André Gomes,"1,90m",221025,['Portugal'],€16.00m,,FC Barcelona,29,"Jul 30, 1993",LOSC Lille
Central Midfield,right,,"Sep 8, 2020",Abdoulaye Doucouré,"1,83m",127187,"['Mali', 'France']",€12.00m,,Watford FC,30,"Jan 1, 1993",Everton FC
Central Midfield,right,,"Jan 1, 2017",Tom Davies,"1,80m",314210,['England'],€9.00m,,Everton FC U23,25,"Jun 30, 1998",Sheffield United
Central Midfield,right,,"Sep 1, 2022",Idrissa Gueye,"1,74m",126665,['Senegal'],€5.00m,,: Ablöse €4.00m,33,"Sep 26, 1989",Everton FC
Central Midfield,right,,,Lewis Warrington,"1,82m",652979,['England'],€500k,,,20,"Oct 10, 2002",Leyton Orient
Central Midfield,right,,,Isaac Price,"1,93m",612749,"['Northern Ireland', 'England']",€400k,,,19,"Sep 26, 2003",Standard Liège
Attacking Midfield,right,,"Jan 31, 2022",Dele Alli,"1,88m",207929,"['England', 'Nigeria']",€8.00m,,Tottenham Hotspur,27,"Apr 11, 1996",Without Club
Attacking Midfield,right,,,Sean McAllister,"1,79m",720720,['Northern Ireland'],,,,20,"Sep 15, 2002",Everton FC U21
Left Winger,right,,"Jan 1, 2020",Anthony Gordon,"1,83m",503733,['England'],€35.00m,,Everton FC U23,22,"Feb 24, 2001",Newcastle United
Left Winger,right,,"Aug 8, 2019",Alex Iwobi,"1,83m",242631,"['Nigeria', 'England']",€28.00m,,Arsenal FC,27,"May 3, 1996",Fulham FC
Left Winger,left,,"Jul 28, 2022",Dwight McNeil,"1,83m",584769,['England'],€20.00m,,: Ablöse €17.00m,23,"Nov 22, 1999",Everton FC
Left Winger,right,,"Jul 22, 2021",Demarai Gray,"1,83m",292417,"['Jamaica', 'England']",€20.00m,,Bayer 04 Leverkusen,27,"Jun 28, 1996",Al-Ettifaq FC
Right Winger,left,,"Jul 20, 2021",Andros Townsend,"1,81m",61842,['England'],€1.50m,,Crystal Palace,31,"Jul 16, 1991",Antalyaspor
Right Winger,,Knee surgery - Return unknown,,Stanley Mills,"1,80m",801005,['England'],€150k,,,19,"Oct 25, 2003",Everton FC U21
Centre-Forward,right,,"Aug 31, 2016",Dominic Calvert-Lewin,"1,89m",306024,['England'],€25.00m,,Sheffield United,26,"Mar 16, 1997",Everton FC
Centre-Forward,right,,"Aug 26, 2022",Neal Maupay,"1,71m",217115,"['France', 'Argentina']",€10.00m,,Brighton & Hove Albion,26,"Aug 14, 1996",Olympique Marseille
Centre-Forward,right,,"Jul 1, 2023",Tom Cannon,"1,80m",669366,"['Ireland', 'England']",€5.00m,,Everton FC U21,20,"Dec 28, 2002",Stoke City
Centre-Forward,right,,"Jul 1, 2022",Ellis Simms,"1,91m",511550,['England'],€4.00m,,Everton FC U21,22,"Jan 5, 2001",Coventry City
Centre-Forward,right,,"Aug 31, 2021",Salomón Rondón,"1,89m",80197,['Venezuela'],€2.00m,,Dalian Professional,33,"Sep 16, 1989",CF Pachuca
