position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 15, 2021",José Sá,"1,92m",249994,['Portugal'],€18.00m,,: Ablöse €8.00m,30,"Jan 17, 1993",Wolverhampton Wanderers
Goalkeeper,right,,"Jul 27, 2020",Matija Sarkic,,293257,"['Montenegro', 'England']",€2.00m,,: Ablöse free transfer,26,"Jul 23, 1997",---
Goalkeeper,,,"Jan 25, 2023",Daniel Bentley,"1,93m",136401,['England'],€2.00m,,Bristol City,29,"Jul 13, 1993",Wolverhampton Wanderers
Goalkeeper,right,,,Louie Moulden,"1,90m",444641,['England'],€200k,,,21,"Jan 6, 2002",Crystal Palace U21
Goalkeeper,,,,Jackson Smith,"1,87m",511964,['England'],€150k,,,21,"Oct 14, 2001",Barnsley FC
Centre-Back,left,,"Aug 9, 2018",Maximilian Kilman,"1,94m",525247,"['England', 'Ukraine']",€30.00m,,: Ablöse €4.75m,26,"May 23, 1997",West Ham United
Centre-Back,right,,"Jul 12, 2022",Nathan Collins,"1,93m",469050,['Ireland'],€22.00m,,: Ablöse €24.30m,22,"Apr 30, 2001",Brentford FC
Centre-Back,right,,"Jul 3, 2015",Conor Coady,"1,85m",128901,['England'],€12.00m,,: Ablöse €2.80m,30,"Feb 25, 1993",Leicester City
Centre-Back,left,,"Sep 2, 2020",Toti,"1,87m",606718,"['Portugal', 'Guinea-Bissau']",€6.00m,,Estoril Praia,24,"Jan 16, 1999",Wolverhampton Wanderers
Centre-Back,right,Cruciate ligament injury - Return unknown,"Jul 1, 2021",Yerson Mosquera,"1,88m",716276,['Colombia'],€3.00m,"Returned after loan spell with Villarreal CF; date: Jun 30, 2024; fee: End of loan",Atlético Nacional,22,"May 2, 2001",Wolverhampton Wanderers
Centre-Back,right,,"Jul 1, 2018",Willy Boly,"1,95m",142310,"[""Cote d'Ivoire"", 'France']",€2.50m,,FC Porto,32,"Feb 3, 1991",Nottingham Forest
Centre-Back,right,,"Jan 22, 2023",Craig Dawson,"1,88m",121477,['England'],€2.00m,,West Ham United,33,"May 6, 1990",Wolverhampton Wanderers
