position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2020",Robert Sánchez,"1,97m",403151,"['Spain', 'England']",€22.00m,,Brighton & Hove Albion U23,25,"Nov 18, 1997",Chelsea FC
Goalkeeper,right,,"Jul 1, 2018",Jason Steele,"1,88m",73564,['England'],€4.00m,,Sunderland AFC,32,"Aug 18, 1990",Brighton & Hove Albion
Goalkeeper,right,,"Jul 29, 2022",Tom McGill,"1,85m",406556,"['Canada', 'England']",€600k,,Brighton & Hove Albion U21,23,"Mar 25, 2000",Milton Keynes Dons
Centre-Back,left,,"Aug 5, 2022",Levi Colwill,"1,87m",614258,['England'],€30.00m,,Chelsea FC,20,"Feb 26, 2003",Chelsea FC
Centre-Back,right,,"Aug 3, 2019",Adam Webster,"1,90m",212847,['England'],€25.00m,,Bristol City,28,"Jan 4, 1995",Brighton & Hove Albion
Centre-Back,right,Team captain,"Apr 30, 2010",Lewis Dunk,"1,92m",148153,['England'],€16.00m,,: Ablöse -,31,"Nov 21, 1991",Brighton & Hove Albion
Centre-Back,right,,"Sep 10, 2020",Jan Paul van Hecke,"1,89m",576314,['Netherlands'],€5.00m,,NAC Breda,23,"Jun 8, 2000",Brighton & Hove Albion
Centre-Back,left,,,Ed Turns,"1,86m",580809,"['Wales', 'England']",€350k,,,20,"Oct 18, 2002",Brighton & Hove Albion U21
Centre-Back,right,Cruciate ligament tear - Return unknown,,Antef Tsoungui,"1,85m",503858,"['Belgium', 'Cameroon']",€250k,,,20,"Dec 30, 2002",Oud-Heverlee Leuven
Left-Back,left,,"Aug 16, 2022",Pervis Estupiñán,"1,75m",349599,"['Ecuador', 'Spain']",€32.00m,,Villarreal CF,25,"Jan 21, 1998",Brighton & Hove Albion
Left-Back,left,,"Jul 1, 2021",Haydon Roberts,"1,84m",533523,['England'],€700k,,Brighton & Hove Albion U23,21,"May 10, 2002",Bristol City
Left-Back,left,,,James Furlong,"1,78m",580030,['Ireland'],€275k,,,21,"Jun 7, 2002",AFC Wimbledon
Left-Back,left,,"Jul 1, 2024",Imari Samuels,"1,87m",565846,"['England', 'Nigeria']",€150k,"Internal transfer: Brighton & Hove Albion U21; date: Jul 1, 2024",Brighton & Hove Albion U21,20,"Feb 5, 2003",Brighton & Hove Albion
Right-Back,right,,"Jan 31, 2020",Tariq Lamptey,"1,63m",504148,"['Ghana', 'England']",€12.00m,,Chelsea FC U23,22,"Sep 30, 2000",Brighton & Hove Albion
Right-Back,right,,"Jul 29, 2020",Joël Veltman,"1,84m",111195,['Netherlands'],€10.00m,,Ajax Amsterdam,31,"Jan 15, 1992",Brighton & Hove Albion
Right-Back,right,,"Jul 1, 2024",Odeluga Offiah,"1,87m",567597,"['England', 'Nigeria']",€200k,,Brighton & Hove Albion U21,20,"Oct 26, 2002",Blackpool FC
Right-Back,right,,"Jul 1, 2023",Jack Hinshelwood,"1,82m",867688,['England'],,,Brighton & Hove Albion U21,18,"Apr 11, 2005",Brighton & Hove Albion
Defensive Midfield,right,,"Feb 1, 2021",Moisés Caicedo,"1,78m",687626,['Ecuador'],€75.00m,,: Ablöse €28.20m,21,"Nov 2, 2001",Chelsea FC
Defensive Midfield,right,,"Sep 1, 2022",Billy Gilmour,"1,70m",423744,['Scotland'],€12.00m,,Chelsea FC,22,"Jun 11, 2001",SSC Napoli
Central Midfield,right,,"Jan 24, 2019",Alexis Mac Allister,"1,76m",534033,"['Argentina', 'Italy']",€65.00m,,AA Argentinos Juniors,24,"Dec 24, 1998",Liverpool FC
Central Midfield,right,,"Oct 4, 2020",Jakub Moder,"1,91m",384461,['Poland'],€10.00m,,Lech Poznan,24,"Apr 7, 1999",Brighton & Hove Albion
Central Midfield,right,,"Jul 1, 2017",Pascal Groß,"1,81m",82873,['Germany'],€8.00m,,FC Ingolstadt 04,32,"Jun 15, 1991",Borussia Dortmund
Central Midfield,right,,"Jan 30, 2023",Yasin Ayari,"1,72m",667287,"['Sweden', 'Tunisia']",€6.00m,,AIK,19,"Oct 6, 2003",Brighton & Hove Albion
Central Midfield,right,,"Jul 1, 2019",Steven Alzate,"1,80m",476237,"['Colombia', 'England']",€4.00m,"Returned after loan spell with Standard Liège; date: Jun 30, 2024; fee: End of loan",Brighton & Hove Albion U23,24,"Sep 8, 1998",Hull City
Central Midfield,left,,"Jul 1, 2021",Taylor Richards,"1,80m",484551,['England'],€400k,,Brighton & Hove Albion U23,22,"Dec 4, 2000",Cambridge United
Central Midfield,,,,Jack Spong,,530916,['England'],€150k,,,21,"Feb 4, 2002",Worthing FC
Central Midfield,,,,Jack Hinchy,,854689,['England'],€100k,,,20,"Jan 30, 2003",Notts County
Central Midfield,right,,"Jul 6, 2021",Enock Mwepu,"1,84m",490307,['Zambia'],,,Red Bull Salzburg,25,"Jan 1, 1998",Retired
Attacking Midfield,right,,"Jul 1, 2022",Julio Enciso,"1,73m",660867,['Paraguay'],€22.00m,,Club Libertad Asunción,19,"Jan 23, 2004",Brighton & Hove Albion
Attacking Midfield,left,,"Jan 1, 2023",Facundo Buonanotte,"1,74m",983989,"['Argentina', 'Italy']",€12.00m,,CA Rosario Central,18,"Dec 23, 2004",Leicester City
Attacking Midfield,both,,"Jul 27, 2020",Adam Lallana,"1,72m",43530,['England'],€1.20m,,: Ablöse free transfer,35,"May 10, 1988",Southampton FC
Attacking Midfield,right,,"Jul 1, 2023",Andrew Moran,"1,77m",724537,['Ireland'],€300k,,Brighton & Hove Albion U21,19,"Oct 15, 2003",Stoke City
Attacking Midfield,right,,,Cameron Peupion,"1,75m",703626,"['Australia', 'France']",€125k,,,20,"Sep 23, 2002",Brighton & Hove Albion U21
Left Winger,right,,"Jul 1, 2019",Leandro Trossard,"1,72m",144028,['Belgium'],€35.00m,,KRC Genk,28,"Dec 4, 1994",Arsenal FC
Left Winger,right,,"Aug 10, 2021",Kaoru Mitoma,"1,78m",504849,['Japan'],€32.00m,,Kawasaki Frontale,26,"May 20, 1997",Brighton & Hove Albion
Left Winger,right,,"Jul 2, 2021",Jeremy Sarmiento,"1,78m",568005,"['Ecuador', 'England']",€5.00m,,SL Benfica U19,21,"Jun 16, 2002",Burnley FC
