position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2017",Ederson,"1,88m",238223,"['Brazil', 'Portugal']",€40.00m,,SL Benfica,29,"Aug 17, 1993",Manchester City
Goalkeeper,right,,"Jul 1, 2022",Stefan Ortega,"1,85m",85941,"['Germany', 'Spain']",€9.00m,,Arminia Bielefeld,30,"Nov 6, 1992",Manchester City
Goalkeeper,right,,"Jul 9, 2019",Zack Steffen,"1,91m",221624,['United States'],€3.50m,,: Ablöse €6.82m,28,"Apr 2, 1995",Colorado Rapids
Goalkeeper,right,,"Jul 20, 2021",Scott Carson,"1,88m",14555,['England'],€200k,,Derby County,37,"Sep 3, 1985",Manchester City
Centre-Back,right,,"Sep 29, 2020",Rúben Dias,"1,87m",258004,['Portugal'],€80.00m,,SL Benfica,26,"May 14, 1997",Manchester City
Centre-Back,left,,"Aug 5, 2020",Nathan Aké,"1,80m",177476,"['Netherlands', ""Cote d'Ivoire""]",€42.00m,,AFC Bournemouth,28,"Feb 18, 1995",Manchester City
Centre-Back,right,,"Aug 9, 2016",John Stones,"1,88m",186590,['England'],€40.00m,,Everton FC,29,"May 28, 1994",Manchester City
Centre-Back,right,,"Sep 1, 2022",Manuel Akanji,"1,88m",284730,"['Switzerland', 'Nigeria']",€38.00m,,Borussia Dortmund,27,"Jul 19, 1995",Manchester City
Centre-Back,left,,"Jan 30, 2018",Aymeric Laporte,"1,91m",176553,"['Spain', 'France']",€25.00m,,Athletic Bilbao,29,"May 27, 1994",Al-Nassr FC
Centre-Back,left,"Hamstring injury - Return expected on Jan 31, 2025",,Luke Mbete,"1,85m",609883,"['England', 'DR Congo']",€2.00m,,,19,"Sep 18, 2003",Northampton Town
Left-Back,left,,"Jan 1, 2023",Josh Wilson-Esbrand,"1,76m",576121,"['England', 'Jamaica']",€1.50m,,Manchester City U21,20,"Dec 26, 2002",Manchester City
Left-Back,left,,"Jul 24, 2017",Benjamin Mendy,"1,85m",157495,"['France', 'Senegal']",,,: Ablöse €57.50m,28,"Jul 17, 1994",FC Lorient
Right-Back,right,,"Aug 7, 2019",João Cancelo,"1,82m",182712,['Portugal'],€50.00m,"Returned after loan spell with FC Barcelona; date: Jun 30, 2024; fee: End of loan",: Ablöse €65.00m,29,"May 27, 1994",Al-Hilal SFC
Right-Back,right,,"Jul 1, 2022",Rico Lewis,"1,69m",701057,['England'],€20.00m,,Manchester City U18,18,"Nov 21, 2004",Manchester City
Right-Back,right,Team captain,"Jul 14, 2017",Kyle Walker,"1,78m",95424,['England'],€13.00m,,Tottenham Hotspur,33,"May 28, 1990",Manchester City
Defensive Midfield,right,Cruciate ligament tear - Return unknown,"Jul 4, 2019",Rodri,"1,91m",357565,['Spain'],€90.00m,,: Ablöse €70.00m,27,"Jun 22, 1996",Manchester City
Defensive Midfield,right,,"Jul 4, 2022",Kalvin Phillips,"1,79m",351749,"['England', 'Jamaica']",€32.00m,,Leeds United,27,"Dec 2, 1995",Ipswich Town
Defensive Midfield,left,"unknown injury - Return expected on Dec 9, 2024","Jan 23, 2023",Máximo Perrone,"1,77m",668547,"['Argentina', 'Spain']",€10.00m,,CA Vélez Sarsfield,20,"Jan 7, 2003",Como 1907
Defensive Midfield,right,,,Claudio Gomes,"1,71m",395239,"['France', 'Guinea-Bissau']",€1.40m,,,22,"Jul 23, 2000",Palermo FC
Defensive Midfield,right,,,Shea Charles,"1,89m",747951,"['Northern Ireland', 'England']",,,,19,"Nov 5, 2003",Sheffield Wednesday
Central Midfield,right,,"Aug 23, 2024",İlkay Gündoğan,"1,80m",53622,['Germany'],€20.00m,"Joined from FC Barcelona; date: Aug 23, 2024; fee: free transfer",FC Barcelona,32,"Oct 24, 1990",Manchester City
Central Midfield,right,,,Alex Robertson,"1,82m",609887,"['Australia', 'England']",€50k,,,20,"Apr 17, 2003",Cardiff City
Attacking Midfield,left,,"Jul 1, 2017",Bernardo Silva,"1,73m",241641,['Portugal'],€80.00m,,: Ablöse €50.00m,28,"Aug 10, 1994",Manchester City
Attacking Midfield,right,,"Aug 30, 2015",Kevin De Bruyne,"1,81m",88755,['Belgium'],€70.00m,,VfL Wolfsburg,32,"Jun 28, 1991",Manchester City
Attacking Midfield,left,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Jul 1, 2021",Cole Palmer,"1,85m",568177,['England'],€15.00m,,Manchester City U23,21,"May 6, 2002",Chelsea FC
Attacking Midfield,left,,,Nico O'Reilly,"1,93m",743413,"['England', 'Jamaica']",,,,18,"Mar 21, 2005",Manchester City U21
Left Winger,right,,"Aug 5, 2021",Jack Grealish,"1,80m",203460,"['England', 'Ireland']",€75.00m,,: Ablöse €117.50m,27,"Sep 10, 1995",Manchester City
Right Winger,left,,"Jul 1, 2017",Phil Foden,"1,71m",406635,['England'],€110.00m,,Manchester City U18,23,"May 28, 2000",Manchester City
Right Winger,left,,"Jul 10, 2018",Riyad Mahrez,"1,79m",171424,"['Algeria', 'France']",€20.00m,,Leicester City,32,"Feb 21, 1991",Al-Ahli SFC
Right Winger,left,,"Aug 16, 2022",Sergio Gómez,"1,71m",366930,['Spain'],€13.00m,,: Ablöse €15.00m,22,"Sep 4, 2000",Real Sociedad
Right Winger,left,,,Ben Knight,"1,70m",568007,['England'],€300k,,,21,"Jun 14, 2002",Real Murcia CF
Centre-Forward,left,,"Jul 1, 2022",Erling Haaland,"1,95m",418560,['Norway'],€180.00m,,Borussia Dortmund,22,"Jul 21, 2000",Manchester City
Centre-Forward,right,,"Jan 31, 2022",Julián Alvarez,"1,70m",576024,"['Argentina', 'Italy']",€60.00m,,: Ablöse €21.40m,23,"Jan 31, 2000",Atlético de Madrid
Centre-Forward,right,,,Liam Delap,"1,86m",610849,"['England', 'Ireland']",€5.00m,,,20,"Feb 8, 2003",Ipswich Town
