position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Achilles tendon rupture - Return expected on Jan 1, 2025","Jul 1, 2022",Gavin Bazunu,"1,88m",585550,"['Ireland', 'Nigeria']",€15.00m,,Manchester City U21,21,"Feb 20, 2002",Southampton FC
Goalkeeper,right,,"Aug 1, 2016",Alex McCarthy,"1,93m",95976,['England'],€1.20m,,Crystal Palace,33,"Dec 3, 1989",Southampton FC
Goalkeeper,right,,"Dec 6, 2021",Willy Caballero,"1,86m",19948,"['Argentina', 'Spain']",€150k,,Without Club,41,"Sep 28, 1981",Retired
Centre-Back,right,,"Jul 1, 2022",Armel Bella-Kotchap,"1,90m",467563,"['Germany', 'Cameroon']",€20.00m,"Returned after loan spell with PSV Eindhoven; date: Jun 30, 2024; fee: End of loan",VfL Bochum,21,"Dec 11, 2001",Southampton FC
Centre-Back,left,,"Aug 12, 2020",Mohammed Salisu,"1,88m",563963,['Ghana'],€18.00m,,: Ablöse €12.00m,24,"Apr 17, 1999",AS Monaco
Centre-Back,right,,"Jul 1, 2017",Jan Bednarek,"1,89m",243028,['Poland'],€14.00m,,Lech Poznan,27,"Apr 12, 1996",Southampton FC
Centre-Back,right,,"Sep 1, 2022",Duje Caleta-Car,"1,93m",238266,['Croatia'],€11.00m,"Returned after loan spell with Olympique Lyon; date: Jun 30, 2024; fee: End of loan",Olympique Marseille,26,"Sep 17, 1996",Olympique Lyon
Centre-Back,right,,"Aug 25, 2021",Lyanco,"1,87m",379807,"['Brazil', 'Serbia']",€3.50m,"Returned after loan spell with Al-Gharafa SC; date: Jun 30, 2024; fee: End of loan",Torino FC,26,"Feb 1, 1997",Clube Atlético Mineiro
Centre-Back,right,Team captain,"Jul 1, 2013",Jack Stephens,"1,85m",163744,['England'],€3.50m,,Southampton FC U21,29,"Jan 27, 1994",Southampton FC
Centre-Back,right,,,Dynel Simeu,"1,87m",503976,"['England', 'Cameroon']",€800k,,,21,"Mar 13, 2002",KF Teuta
Centre-Back,right,,,Nico Lawrence,,989472,"['England', 'Italy']",,,,19,"Nov 22, 2003",Milton Keynes Dons
Left-Back,left,,"Jul 2, 2021",Romain Perraud,"1,73m",318523,['France'],€12.00m,"Returned after loan spell with OGC Nice; date: Jun 30, 2024; fee: End of loan",Stade Brestois 29,25,"Sep 22, 1997",Real Betis Balompié
Left-Back,left,,"Sep 1, 2022",Juan Larios,"1,70m",646738,['Spain'],€7.00m,,Manchester City U21,19,"Jan 12, 2004",Southampton FC
Right-Back,right,,"Aug 11, 2020",Kyle Walker-Peters,"1,73m",341051,"['England', 'Jamaica']",€25.00m,,Tottenham Hotspur,26,"Apr 13, 1997",Southampton FC
Right-Back,right,,"Aug 2, 2021",Tino Livramento,"1,82m",503981,"['England', 'Scotland']",€25.00m,,Chelsea FC U23,20,"Nov 12, 2002",Newcastle United
Right-Back,right,,"Sep 1, 2022",Ainsley Maitland-Niles,"1,80m",285845,"['England', 'Jamaica']",€8.00m,,Arsenal FC,25,"Aug 29, 1997",Olympique Lyon
Right-Back,right,,"Jan 1, 2019",Yan Valery,"1,85m",406008,"['Tunisia', 'France']",€2.00m,,Southampton FC U23,24,"Feb 22, 1999",Sheffield Wednesday
Right-Back,right,,"Jan 26, 2023",James Bree,,324223,['England'],€2.00m,,Luton Town,25,"Dec 11, 1997",Southampton FC
Right-Back,right,,,Lewis Payne,,744131,['England'],€200k,,,19,"May 30, 2004",Cheltenham Town
Defensive Midfield,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Jul 6, 2022",Roméo Lavia,"1,81m",628451,['Belgium'],€32.00m,,Manchester City U21,19,"Jan 6, 2004",Chelsea FC
Defensive Midfield,right,,"Oct 4, 2020",Ibrahima Diallo,"1,79m",413032,"['France', 'Senegal']",€7.00m,,Stade Brestois 29,24,"Mar 8, 1999",Al-Duhail SC
Defensive Midfield,right,,"Aug 12, 2015",Oriol Romeu,"1,83m",66100,['Spain'],€5.00m,,Chelsea FC,31,"Sep 24, 1991",Girona FC
Central Midfield,right,,"Jul 1, 2012",James Ward-Prowse,"1,77m",181579,['England'],€38.00m,,Southampton FC U18,28,"Nov 1, 1994",Nottingham Forest
Central Midfield,right,,"Jan 11, 2023",Carlos Alcaraz,"1,83m",748319,['Argentina'],€15.00m,"Returned after loan spell with Juventus FC; date: Jun 30, 2024; fee: End of loan",Racing Club,20,"Nov 30, 2002",CR Flamengo
Central Midfield,left,,"Jul 9, 2022",Joe Aribo,"1,83m",468198,"['Nigeria', 'England']",€11.00m,,: Ablöse €7.10m,26,"Jul 21, 1996",Southampton FC
Central Midfield,right,,"Jul 1, 2018",Stuart Armstrong,"1,83m",130765,['Scotland'],€4.50m,,Celtic FC,31,"Mar 30, 1992",Vancouver Whitecaps FC
Central Midfield,right,Knee injury - Return unknown,"Jan 1, 2020",Will Smallbone,"1,83m",444211,"['Ireland', 'England']",€3.50m,,Southampton FC U23,23,"Feb 21, 2000",Southampton FC
Central Midfield,,,,Ryan Finnigan,,807318,['England'],€250k,,,19,"Sep 23, 2003",Blackpool FC
Right Midfield,right,,"Jul 1, 2020",Nathan Tella,"1,73m",340322,"['Nigeria', 'England']",€18.00m,,Southampton FC B,23,"Jul 5, 1999",Bayer 04 Leverkusen
Attacking Midfield,,,,Diamond Edwards,,614261,['England'],€150k,,,19,"Sep 18, 2003",Port Vale FC
Attacking Midfield,both,,,Kamari Doyle,,864480,"['England', 'Jamaica']",,,,17,"Aug 1, 2005",Exeter City
Left Winger,right,,"Jan 31, 2023",Kamaldeen Sulemana,"1,75m",746695,['Ghana'],€22.00m,,Stade Rennais FC,21,"Feb 15, 2002",Southampton FC
Left Winger,right,,"Jul 1, 2018",Mohamed Elyounoussi,"1,78m",186644,['Norway'],€9.00m,,: Ablöse €18.00m,28,"Aug 4, 1994",FC Copenhagen
Left Winger,right,unknown injury - Return unknown,"Jul 1, 2019",Moussa Djenepo,"1,77m",485424,['Mali'],€8.00m,,: Ablöse €15.70m,25,"Jun 15, 1998",Antalyaspor
