position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2022",Alphonse Areola,"1,95m",120629,"['France', 'Philippines']",€8.00m,,: Ablöse €9.30m,30,"Feb 27, 1993",West Ham United
Goalkeeper,right,,"Jul 1, 2018",Lukasz Fabianski,"1,90m",29692,['Poland'],€900k,,: Ablöse €8.00m,38,"Apr 18, 1985",West Ham United
Goalkeeper,right,,"Jan 15, 2020",Darren Randolph,"1,87m",51321,"['Ireland', 'United States']",€400k,,Middlesbrough FC,36,"May 12, 1987",Retired
Goalkeeper,left,,"Jul 1, 2022",Nathan Trott,"1,88m",431422,"['England', 'Bermuda']",€400k,"Returned after loan spell with Vejle Boldklub; date: Jun 30, 2024; fee: End of loan",West Ham United U21,24,"Nov 21, 1998",FC Copenhagen
Goalkeeper,right,,,Krisztián Hegyi,"1,96m",543726,['Hungary'],€250k,,,20,"Sep 24, 2002",Motherwell FC
Goalkeeper,right,,"Jan 24, 2023",Joseph Anang,"1,90m",576099,"['England', 'Ghana']",€100k,,West Ham United U21,23,"Jun 8, 2000",St. Patrick's Athletic
Centre-Back,left,,"Jul 1, 2022",Nayef Aguerd,"1,90m",361914,['Morocco'],€35.00m,,Stade Rennais FC,27,"Mar 30, 1996",Real Sociedad
Centre-Back,right,,"Aug 28, 2021",Kurt Zouma,"1,90m",157509,"['France', 'Central African Republic']",€22.00m,,Chelsea FC,28,"Oct 27, 1994",Al-Orobah FC
Centre-Back,right,,"Aug 17, 2022",Thilo Kehrer,"1,86m",228948,"['Germany', 'Burundi']",€18.00m,"Returned after loan spell with AS Monaco; date: Jun 30, 2024; fee: End of loan",: Ablöse €12.00m,26,"Sep 21, 1996",AS Monaco
Centre-Back,right,,"Jul 1, 2021",Craig Dawson,"1,88m",121477,['England'],€2.00m,,Watford FC,33,"May 6, 1990",Wolverhampton Wanderers
Centre-Back,left,,"Jul 10, 2015",Angelo Ogbonna,"1,91m",48002,"['Italy', 'Nigeria']",€900k,,: Ablöse €11.00m,35,"May 23, 1988",Watford FC
Centre-Back,,,,Jamal Baptiste,"1,90m",610706,['England'],€250k,,,19,"Nov 11, 2003",Sheffield United U21
Centre-Back,right,,,Levi Laing,"1,88m",586982,['England'],,,,20,"Apr 12, 2003",Cheltenham Town
Centre-Back,left,,,Michael Forbes,"1,88m",701006,['Northern Ireland'],,,,19,"Apr 29, 2004",Bristol Rovers
Centre-Back,right,,,Kaelan Casey,"1,85m",845321,['England'],,,,18,"Oct 28, 2004",West Ham United U21
Left-Back,left,,"Aug 23, 2022",Emerson,"1,76m",181778,"['Italy', 'Brazil']",€12.00m,,Chelsea FC,28,"Aug 3, 1994",West Ham United
Left-Back,left,,"Jul 3, 2014",Aaron Cresswell,"1,70m",92571,['England'],€1.20m,,Ipswich Town,33,"Dec 15, 1989",West Ham United
Left-Back,left,,,Oliver Scarles,,922563,['England'],€200k,,,17,"Dec 12, 2005",West Ham United U21
Left-Back,left,Knee injury - Return unknown,,Regan Clayton,,845717,['England'],€150k,,,18,"Nov 11, 2004",West Ham United U21
Right-Back,right,,"Jul 1, 2020",Ben Johnson,"1,84m",468002,['England'],€10.00m,,West Ham United U21,23,"Jan 24, 2000",Ipswich Town
Right-Back,right,,"Oct 2, 2020",Vladimír Coufal,"1,74m",157672,['Czech Republic'],€9.00m,,: Ablöse €6.00m,30,"Aug 22, 1992",West Ham United
Right-Back,right,,,Harrison Ashby,"1,79m",559130,"['Scotland', 'England']",€1.00m,,,21,"Nov 14, 2001",Queens Park Rangers
Defensive Midfield,right,,"Jul 1, 2017",Declan Rice,"1,88m",357662,"['England', 'Ireland']",€90.00m,,West Ham United U21,24,"Jan 14, 1999",Arsenal FC
Defensive Midfield,right,,"Jul 27, 2020",Tomas Soucek,"1,92m",283628,['Czech Republic'],€35.00m,,: Ablöse €16.20m,28,"Feb 27, 1995",West Ham United
