position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Aug 8, 2018",Kepa Arrizabalaga,"1,88m",192279,['Spain'],€18.00m,,Athletic Bilbao,28,"Oct 3, 1994",AFC Bournemouth
Goalkeeper,right,,"Sep 24, 2020",Edouard Mendy,"1,94m",442531,"['Senegal', 'Guinea-Bissau']",€12.00m,,Stade Rennais FC,31,"Mar 1, 1992",Al-Ahli SFC
Goalkeeper,right,,"Aug 2, 2022",Gabriel Slonina,"1,93m",656316,"['United States', 'Poland']",€9.00m,,Chicago Fire FC,19,"May 15, 2004",Barnsley FC
Goalkeeper,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Jul 28, 2021",Marcus Bettinelli,"1,93m",116648,"['England', 'Italy']",€1.50m,,Fulham FC,31,"May 24, 1992",Chelsea FC
Goalkeeper,right,,"Jul 1, 2023",Lucas Bergström,"2,05m",490606,['Finland'],€250k,"Returned after loan spell with IF Brommapojkarna; date: Jun 18, 2024; fee: End of loan",Chelsea FC U21,20,"Sep 5, 2002",Chelsea FC
Goalkeeper,,,,Ethan Wady,,573132,"['United States', 'England']",,,,21,"Jan 23, 2002",Millwall FC U21
Centre-Back,right,"No eligibility - until Dec 31, 2024 - UEFA Conference League","Aug 31, 2022",Wesley Fofana,"1,86m",475411,"['France', ""Cote d'Ivoire""]",€55.00m,,Leicester City,22,"Dec 17, 2000",Chelsea FC
Centre-Back,left,,"Jan 5, 2023",Benoît Badiashile,"1,94m",463603,"['France', 'DR Congo']",€40.00m,,AS Monaco,22,"Mar 26, 2001",Chelsea FC
Centre-Back,right,,"Jul 1, 2021",Trevoh Chalobah,"1,92m",346314,"['England', 'Sierra Leone']",€18.00m,,Chelsea FC U23,23,"Jul 5, 1999",Crystal Palace
Centre-Back,right,,"Jul 16, 2022",Kalidou Koulibaly,"1,86m",93128,"['Senegal', 'France']",€15.00m,,: Ablöse €41.90m,32,"Jun 20, 1991",Al-Hilal SFC
Centre-Back,right,,"Aug 24, 2012",César Azpilicueta,"1,78m",57500,['Spain'],€5.00m,,Olympique Marseille,33,"Aug 28, 1989",Atlético de Madrid
Centre-Back,left,,"Jul 1, 2024",Bashir Humphreys,"1,86m",612517,"['England', 'Uganda']",€3.00m,,Chelsea FC U21,20,"Mar 15, 2003",Burnley FC
Centre-Back,right,,"Aug 28, 2020",Thiago Silva,"1,81m",29241,"['Brazil', 'France']",€2.00m,,: Ablöse free transfer,38,"Sep 22, 1984",Fluminense Football Club
Centre-Back,right,,"Jul 1, 2023",Alfie Gilchrist,"1,83m",790992,['England'],,,Chelsea FC U21,19,"Nov 28, 2003",Sheffield United
