position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 1991",Chris Woods,"1,88m",101320,['England'],: Ablöse €1.36m,34,"Nov 14, 1959",Retired
Goalkeeper,,"Nov 7, 1985",Kevin Pressman,"1,85m",10242,['England'],Sheffield Wednesday U18,26,"Nov 6, 1967",Retired
Goalkeeper,,"Apr 1, 1990",Lance Key,"1,88m",165697,['England'],Histon FC,26,"May 13, 1968",Retired
Centre-Back,,"Jul 1, 1987",Nigel Pearson,"1,85m",222229,['England'],: Ablöse €300k,30,"Aug 21, 1963",Retired
Centre-Back,,"Jul 1, 1989",Peter Shirtliff,"1,83m",195180,['England'],Charlton Athletic,33,"Apr 6, 1961",Retired
Centre-Back,,"Jul 1, 1992",Brian Linighan,"1,85m",223306,['England'],Sheffield Wednesday U21,20,"Nov 2, 1973",Retired
Centre-Back,right,"Jul 1, 1991",Paul Warhurst,"1,83m",3307,['England'],: Ablöse €1.05m,24,"Sep 26, 1969",Retired
Centre-Back,,"Jul 1, 1993",Andy Pearce,"1,95m",222527,['England'],Coventry City,28,"Apr 20, 1966",Retired
Centre-Back,right,"Jul 1, 1993",Des Walker,"1,80m",10000,"['England', 'Jamaica']",UC Sampdoria,28,"Nov 26, 1965",Retired
Centre-Back,,"Jul 16, 1992",Simon Stewart,"1,86m",223315,['England'],Sheffield Wednesday U18,20,"Nov 1, 1973",Retired
Centre-Back,,"Mar 1, 1992",Julian Watts,"1,91m",223290,['England'],Rotherham United,23,"Mar 17, 1971",Retired
Centre-Back,left,"Dec 1, 1993",Simon Coleman,"1,83m",223282,['England'],: Ablöse €382k,26,"Mar 13, 1968",Retired
Left-Back,left,"Jul 1, 1994",Lee Briscoe,"1,80m",13994,['England'],Sheffield Wednesday U18,18,"Sep 30, 1975",Retired
Left-Back,,"Feb 1, 1984",Nigel Worthington,,117778,['Northern Ireland'],: Ablöse €150k,32,"Nov 4, 1961",Retired
Left-Back,,"Nov 1, 1989",Phil King,"1,73m",222296,['England'],Swindon Town,26,"Dec 28, 1967",Retired
Right-Back,,"Jan 1, 1990",Roland Nilsson,,101101,['Sweden'],: Ablöse ?,30,"Nov 27, 1963",Retired
Defensive Midfield,,"Feb 1, 2001",Carlton Palmer,,101325,['England'],Coventry City,28,"Dec 5, 1965",Retired
Defensive Midfield,,"May 1, 1988",Graham Hyde,,106798,['England'],Sheffield Wednesday U18,23,"Nov 10, 1970",Retired
Central Midfield,,"Oct 1, 1993",Adem Poric,"1,75m",223287,"['Australia', 'England']",: Ablöse €72k,21,"Apr 22, 1973",Retired
Central Midfield,,"Nov 3, 1989",John Sheridan,,102496,"['Ireland', 'England']",: Ablöse €625k,29,"Oct 1, 1964",Retired
Central Midfield,,"Jul 1, 1991",Ryan Jones,,107090,['Wales'],Unknown,20,"Jul 23, 1973",Retired
Right Midfield,right,"Oct 3, 1990",John Harkes,"1,81m",102005,['United States'],Albany Capitals,27,"Mar 8, 1967",Retired
Left Midfield,right,"Aug 1, 1993",Andy Sinton,"1,73m",101326,['England'],: Ablöse €3.35m,28,"Mar 19, 1966",Retired
Attacking Midfield,,"Jul 1, 1992",Chris Waddle,,101385,['England'],: Ablöse €1.50m,33,"Dec 14, 1960",Retired
Attacking Midfield,right,"Jul 1, 1991",Chris Bart-Williams,"1,80m",3293,"['England', 'Sierra Leone']",Leyton Orient,20,"Jun 16, 1974",---
Centre-Forward,,"Feb 1, 1991",Trevor Francis,,130319,['England'],: Ablöse ?,40,"Apr 19, 1954",---
Centre-Forward,,"Aug 1, 1986",David Hirst,,109491,"['England', 'Scotland']",Barnsley FC,26,"Dec 7, 1967",Retired
Centre-Forward,right,"Sep 11, 1992",Mark Bright,"1,83m",223280,['England'],: Ablöse €1.70m,32,"Jun 6, 1962",Retired
Centre-Forward,,"Sep 17, 1991",Nigel Jemson,,223302,['England'],: Ablöse €1.00m,24,"Aug 10, 1969",Retired
Centre-Forward,,"Jan 1, 1991",Gordon Watson,"1,78m",222264,['England'],Charlton Athletic,23,"Mar 20, 1971",Retired
Centre-Forward,,"Feb 13, 1991",Mike Williams,,223291,['England'],Maltby Main FC,24,"Nov 21, 1969",Retired
