position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Jul 1, 1988",Hans Segers,"1,80m",104902,['Netherlands'],: Ablöse €220k,32,"Oct 30, 1961",Retired
Goalkeeper,,"Jul 1, 1988",Neil Sullivan,"1,83m",4045,"['Scotland', 'England']",: Ablöse -,24,"Feb 24, 1970",Retired
Goalkeeper,,"Mar 18, 1993",Perry Digweed,"1,83m",481138,['England'],: Ablöse ?,34,"Oct 26, 1959",Retired
Centre-Back,right,"Jul 1, 1988",Dean Blackwell,,109501,['England'],Unknown,24,"Dec 5, 1969",Retired
Centre-Back,,"Jul 1, 1989",Scott Fitzgerald,"1,83m",222291,"['Ireland', 'England']",: Ablöse -,24,"Aug 13, 1969",Retired
Centre-Back,right,"Jul 16, 1987",John Scales,"1,88m",104899,['England'],Bristol Rovers,27,"Jul 4, 1966",Retired
Centre-Back,right,"Jul 1, 1991",Chris Perry,"1,75m",4051,['England'],: Ablöse -,21,"Apr 26, 1973",Retired
Centre-Back,,"May 1, 2001",Peter Fear,,109505,['England'],: Ablöse ?,20,"Sep 10, 1973",Retired
Centre-Back,,"Aug 17, 1992",Greg Berry,,226937,['England'],Leyton Orient,23,"Mar 5, 1971",Retired
Left-Back,left,"Aug 20, 1990",Gary Elkins,"1,76m",222289,['England'],: Ablöse €25k,28,"May 4, 1966",Retired
Left-Back,,"Jul 27, 1993",Alan Kimble,"1,73m",109508,['England'],Cambridge United,27,"Aug 6, 1966",Retired
Right-Back,right,"Feb 1, 2004",Warren Barton,"1,77m",13238,['England'],: Ablöse free transfer,25,"Mar 19, 1969",Retired
Right-Back,right,"Aug 1, 1989",Brian McAllister,"1,80m",109510,['Scotland'],Napier City Rovers,23,"Nov 30, 1970",Retired
Right-Back,,"Jul 1, 1988",Roger Joseph,"1,80m",222295,['England'],: Ablöse ?,28,"Dec 24, 1965",Retired
Defensive Midfield,right,"Sep 10, 1992",Vinnie Jones,"1,85m",136042,"['Wales', 'England']",: Ablöse €830k,29,"Jan 5, 1965",Retired
Defensive Midfield,right,"Jul 29, 1991",Neal Ardley,"1,75m",13985,['England'],: Ablöse -,21,"Sep 1, 1972",Retired
Central Midfield,,"Jan 1, 1992",Steve Talboys,,227871,['England'],: Ablöse ?,27,"Sep 18, 1966",---
Central Midfield,,"Jul 1, 1991",Gerald Dobbs,,222287,['England'],: Ablöse -,23,"Jan 24, 1971",Retired
Central Midfield,right,"Jul 1, 1991",Stewart Castledine,"1,85m",109502,['England'],: Ablöse -,21,"Jan 22, 1973",Retired
Central Midfield,,"Jul 1, 1984",Lawrie Sanchez,,222305,"['Northern Ireland', 'England']",Reading FC,34,"Oct 25, 1959",Retired
Central Midfield,,,Justin Skinner,"1,83m",14673,['England'],,25,"Jan 30, 1969",Retired
Central Midfield,,"Jul 1, 1995",Mark Thomas,,663156,['England'],: Ablöse -,19,"Nov 22, 1974",Retired
Left Midfield,left,"May 1, 1989",Paul McGee,,238087,['Ireland'],: Ablöse €179k,26,"May 17, 1968",Retired
Attacking Midfield,,"Jul 1, 1991",Robbie Earle,"1,75m",109504,"['Jamaica', 'England']",: Ablöse ?,29,"Jan 27, 1965",Retired
Left Winger,,"Feb 21, 1991",Andy Clarke,"1,78m",109503,['England'],Barnet FC,26,"Jul 22, 1967",Retired
Centre-Forward,,"Mar 27, 1986",John Fashanu,,222290,"['England', 'Nigeria']",: Ablöse €150k,31,"Sep 18, 1962",Retired
Centre-Forward,both,"Jul 24, 2003",Dean Holdsworth,"1,80m",13792,['England'],Rushden & Diamonds (- 2011),25,"Nov 8, 1968",Retired
Centre-Forward,,"Jul 1, 1987",Paul Miller,,222299,['England'],: Ablöse ?,26,"Jan 31, 1968",Retired
Centre-Forward,,"Feb 16, 1990",Steve Anthrobus,"1,88m",227076,['England'],: Ablöse ?,25,"Nov 10, 1968",Retired
Centre-Forward,right,"Mar 1, 1994",Marcus Gayle,"1,88m",3135,"['Jamaica', 'England']",: Ablöse €375k,23,"Sep 27, 1970",Retired
Centre-Forward,,"Feb 22, 1990",Aidan Newhouse,,237396,['England'],Chester City (- 2010),22,"May 23, 1972",Retired
Centre-Forward,,,Grant Payne,,663143,['England'],,18,"Dec 25, 1975",Retired
Centre-Forward,,"Jul 1, 1993",Gary Blissett,,6778,['England'],: Ablöse free transfer,30,"Jun 29, 1964",Retired
