position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,,"Nov 19, 1993",Gary Walsh,"1,91m",13547,['England'],: Ablöse -,26,"Mar 21, 1968",Retired
Goalkeeper,left,"Jul 1, 2010",Paul Gerrard,"1,88m",3584,['England'],: Ablöse free transfer,21,"Jan 22, 1973",Retired
Goalkeeper,,"Feb 3, 1989",Jon Hallworth,,222507,['England'],: Ablöse €94k,28,"Oct 26, 1965",Retired
Goalkeeper,,"Oct 12, 1993",Lance Key,"1,88m",165697,['England'],: Ablöse -,26,"May 13, 1968",Retired
Centre-Back,right,"Jul 1, 1991",Craig Fleming,"1,83m",11670,['England'],Halifax Town (- 2008),22,"Oct 6, 1971",Retired
Centre-Back,right,"Aug 30, 1990",Richard Jobson,"1,85m",175897,['England'],: Ablöse €522k,31,"May 9, 1963",Retired
Centre-Back,,"Jul 10, 1992",Steve Redmond,"1,80m",177056,['England'],: Ablöse €450k,26,"Nov 2, 1967",Retired
Centre-Back,,"Nov 1, 1993",Tore Pedersen,,99931,['Norway'],SK Brann,24,"Sep 29, 1969",Retired
Centre-Back,,"Jul 16, 1993",Richard Graham,,222505,"['Ireland', 'England']",: Ablöse -,19,"Nov 28, 1974",Retired
Left-Back,left,"Jul 1, 1992",Neil Pointon,"1,79m",177252,['England'],: Ablöse €675k,29,"Nov 28, 1964",Retired
Left-Back,,"Jul 31, 1984",Andy Barlow,"1,75m",222485,['England'],: Ablöse -,28,"Nov 24, 1965",Retired
Left-Back,right,"Nov 2, 1991",Chris Makin,"1,80m",13248,['England'],: Ablöse -,21,"May 8, 1973",Retired
Right-Back,right,"Jan 1, 1991",Gunnar Halle,"1,83m",102506,['Norway'],Lillestrøm SK,28,"Aug 11, 1965",Retired
Right-Back,right,"Jul 3, 1999",Neil Adams,"1,73m",222481,['England'],: Ablöse free transfer,28,"Nov 23, 1965",Retired
Right-Back,right,"Oct 1, 1991",Neil McDonald,"1,80m",177251,['England'],: Ablöse €550k,28,"Nov 2, 1965",Retired
Central Midfield,right,"Jul 6, 1987",Nick Henry,"1,68m",222508,['England'],: Ablöse -,25,"Feb 21, 1969",Retired
Central Midfield,right,"Jul 1, 1991",Mike Milligan,"1,73m",177271,"['Ireland', 'England']",: Ablöse €710k,27,"Feb 20, 1967",Retired
Central Midfield,right,"Jul 1, 1991",Paul Bernard,"1,83m",14560,['Scotland'],: Ablöse -,21,"Dec 30, 1972",Retired
Central Midfield,,"Nov 24, 1992",Mark Brennan,"1,85m",222491,['England'],: Ablöse €222k,28,"Oct 4, 1965",Retired
Left Midfield,,,David Beresford,,236388,['England'],,17,"Nov 11, 1976",Retired
Left Winger,,"Oct 11, 1993",Rick Holden,"1,80m",222221,['England'],: Ablöse €675k,29,"Sep 9, 1964",Retired
Second Striker,,"Jul 11, 2001",John Eyre,,236403,['England'],: Ablöse free transfer,19,"Oct 9, 1974",Retired
Centre-Forward,,"Feb 21, 1997",Andy Ritchie,"1,78m",176460,['England'],Scarborough FC (- 2007),33,"Nov 28, 1960",Retired
Centre-Forward,,"Jul 1, 1992",Ian Olney,"1,86m",222643,['England'],: Ablöse €894k,24,"Dec 17, 1969",Retired
Centre-Forward,right,"Jul 1, 1991",Graeme Sharp,"1,85m",116154,['Scotland'],: Ablöse €850k,33,"Oct 16, 1960",Retired
Centre-Forward,,"Mar 1, 1993",Darren Beckford,"1,85m",177041,['England'],: Ablöse €330k,27,"May 12, 1967",Retired
Centre-Forward,,"Nov 1, 1980",Roger Palmer,,226782,['England'],: Ablöse ?,35,"Jan 30, 1959",Retired
Centre-Forward,,"Dec 3, 1993",Sean McCarthy,"1,83m",222519,['Wales'],Bradford City,26,"Sep 12, 1967",Retired
Centre-Forward,,"Mar 24, 1992",Neil Tolson,"1,91m",226595,['England'],: Ablöse €200k,20,"Oct 25, 1973",Retired
