position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Feb 19, 1990",Ludek Miklosko,"1,96m",106952,['Czech Republic'],TJ Banik Ostrava OKD,32,"Dec 9, 1961",Retired
Goalkeeper,,"Jul 1, 1993",Gerry Peyton,"1,88m",104115,"['Ireland', 'England']",: Ablöse free transfer,38,"May 20, 1956",Retired
Goalkeeper,,"Feb 10, 1994",Gary Kelly,,305993,"['Ireland', 'England']",Bury FC,27,"Aug 3, 1966",Retired
Centre-Back,,"Jul 1, 1993",Simon Webster,,229705,['England'],Charlton Athletic,30,"Jan 20, 1964",Retired
Centre-Back,,"Jul 1, 1984",Tony Gale,"1,85m",223299,['England'],: Ablöse €220k,34,"Nov 19, 1959",Retired
Centre-Back,,"Jul 1, 1977",Alvin Martin,,117194,['England'],: Ablöse -,35,"Jul 29, 1958",Retired
Centre-Back,,"Sep 22, 1989",Colin Foster,,229824,['England'],: Ablöse €930k,29,"Jul 16, 1964",Retired
Centre-Back,,"Jul 1, 1992",Mike Basham,,1234311,['England'],: Ablöse -,20,"Sep 27, 1973",Retired
Centre-Back,right,"Jul 1, 1991",Paul Marquis,,229828,['England'],Cheshunt FC,21,"Aug 29, 1972",Retired
Left-Back,,"Oct 21, 1994",Julian Dicks,"1,78m",107806,['England'],: Ablöse €1.50m,25,"Aug 8, 1968",Retired
Left-Back,left,"Aug 1, 1993",Keith Rowland,"1,78m",149519,['Northern Ireland'],: Ablöse €165k,22,"Sep 1, 1971",Retired
Left-Back,left,"Sep 17, 1993",David Burrows,"1,78m",109481,['England'],: Ablöse ?,25,"Oct 25, 1968",Retired
Right-Back,,"Oct 1, 1990",Tim Breacker,,107804,['England'],: Ablöse €900k,28,"Jul 2, 1965",Retired
Right-Back,right,"Jan 1, 1985",Steve Potts,"1,70m",107819,"['United States', 'England']",: Ablöse -,27,"May 7, 1967",Retired
Right-Back,,"Jul 1, 1991",Kenny Brown,"1,73m",228464,['England'],Plymouth Argyle,26,"Jul 11, 1967",Retired
Central Midfield,,"Aug 24, 1989",Martin Allen,,226180,['England'],: Ablöse €835k,28,"Aug 14, 1965",Retired
Central Midfield,right,"Aug 12, 1992",Peter Butler,"1,75m",227611,['England'],Southend United,27,"Aug 27, 1966",Retired
Central Midfield,right,"Dec 28, 1989",Ian Bishop,"1,75m",175895,['England'],: Ablöse €750k,29,"May 29, 1965",Retired
Central Midfield,right,"Jul 1, 1992",Matt Holland,"1,75m",3102,"['Ireland', 'England']",: Ablöse -,20,"Apr 11, 1974",Retired
Central Midfield,right,"Mar 1, 1994",Paul Mitchell,"1,78m",229829,['England'],: Ablöse ?,22,"Oct 20, 1971",Retired
Central Midfield,,"Jul 1, 1993",Scott Canham,,1130044,['England'],: Ablöse -,20,"May 5, 1974",Retired
Right Midfield,,"Jul 1, 1993",Dale Gordon,,182832,['England'],: Ablöse €850k,27,"Jan 9, 1967",Retired
Right Midfield,right,"Sep 17, 1993",Mike Marsh,"1,73m",222517,['England'],: Ablöse free transfer,24,"Jul 21, 1969",Retired
Left Midfield,left,"Aug 19, 1992",Matty Holmes,"1,70m",173497,['England'],: Ablöse €50k,24,"Aug 1, 1969",Retired
Attacking Midfield,right,"Jul 1, 1992",Danny Williamson,"1,78m",197252,['England'],: Ablöse -,20,"Dec 5, 1973",Retired
Left Winger,,"Mar 24, 1990",Matthew Rush,,228086,"['Ireland', 'England']",: Ablöse -,22,"Aug 6, 1971",Retired
Right Winger,,"Jul 1, 1993",Darren Currie,"1,78m",27722,['England'],: Ablöse -,19,"Nov 29, 1974",Retired
Centre-Forward,,"Jul 1, 1993",Jeroen Boere,"1,93m",227414,['Netherlands'],: Ablöse €300k,26,"Nov 18, 1967",---
Centre-Forward,,"Aug 14, 1992",Mark Robson,,229834,['England'],: Ablöse free transfer,25,"May 22, 1969",Retired
Centre-Forward,,"Jan 1, 1990",Trevor Morley,,177129,['England'],: Ablöse ?,33,"Mar 20, 1961",Retired
Centre-Forward,,"Mar 27, 1992",Clive Allen,"1,78m",176672,['England'],: Ablöse €400k,33,"May 20, 1961",Retired
Centre-Forward,right,"Jul 1, 1996",Steve Jones,"1,85m",197276,['England'],: Ablöse €249k,24,"Mar 17, 1970",Retired
Centre-Forward,,"Jul 1, 1992",Alex Bunbury,"1,86m",176292,"['Canada', 'Guyana']",Unknown,27,"May 18, 1967",Retired
Centre-Forward,,"Sep 16, 1993",Lee Chapman,"1,88m",175862,['England'],: Ablöse €313k,34,"Dec 5, 1959",Retired
Centre-Forward,,"Jul 1, 1992",Paul Whitmarsh,,876362,['England'],: Ablöse -,20,"Sep 18, 1973",Retired
