position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2012",Ben Foster,"1,93m",13572,['England'],€4.00m,: Ablöse €5.00m,32,"Apr 3, 1983",Retired
Goalkeeper,right,,"Jul 30, 2010",Boaz Myhill,"1,91m",3838,"['Wales', 'United States']",€1.00m,: Ablöse €1.80m,32,"Nov 9, 1982",Retired
Goalkeeper,right,,"Jul 1, 2006",Luke Daniels,"1,95m",45921,['England'],€250k,West Bromwich Albion U18,27,"Jan 5, 1988",Retired
Goalkeeper,right,,,Jack Rose,"1,90m",186923,['England'],,,20,"Jan 31, 1995",Hednesford Town
Goalkeeper,right,,"Jul 1, 2017",Alex Palmer,"1,91m",245625,['England'],,West Bromwich Albion U21,18,"Aug 10, 1996",West Bromwich Albion
Centre-Back,left,,"Jul 1, 2014",Joleon Lescott,"1,91m",4241,['England'],€4.00m,: Ablöse free transfer,32,"Aug 16, 1982",Retired
Centre-Back,left,,"Aug 1, 2008",Jonas Olsson,"1,93m",25248,['Sweden'],€2.50m,NEC Nijmegen,32,"Mar 10, 1983",Retired
Centre-Back,right,,"Aug 31, 2010",Craig Dawson,"1,88m",121477,['England'],€2.00m,Rochdale AFC,25,"May 6, 1990",Wolverhampton Wanderers
Centre-Back,left,"bruise - Return expected on Nov 29, 2024","Aug 5, 2014",Jason Davidson,"1,82m",137669,"['Australia', 'Greece']",€500k,: Ablöse ?,24,"Jun 29, 1991",Panserraikos
Centre-Back,right,,"Jul 1, 2011",Gareth McAuley,"1,91m",40567,['Northern Ireland'],€500k,Ipswich Town,35,"Dec 5, 1979",Retired
Centre-Back,right,,,Donervon Daniels,"1,86m",199522,"['Montserrat', 'England']",€100k,,21,"Nov 24, 1993",Walsall FC
Left-Back,left,,"Jul 12, 2014",Sébastien Pocognoli,"1,81m",17804,"['Belgium', 'Italy']",€2.00m,: Ablöse €1.50m,27,"Aug 1, 1987",Retired
Right-Back,right,,"Jul 22, 2014",Andre Wisdom,"1,86m",128912,"['England', 'Jamaica']",€6.00m,: Ablöse free transfer,22,"May 9, 1993",Derry City
Right-Back,right,,"Aug 5, 2014",Cristian Gamboa,"1,75m",121686,['Costa Rica'],€2.00m,: Ablöse €2.40m,25,"Oct 24, 1989",VfL Bochum
Defensive Midfield,right,,"Jul 24, 2012",Claudio Yacob,"1,82m",45330,"['Argentina', 'Italy']",€4.00m,: Ablöse free transfer,27,"Jul 18, 1987",Without Club
Defensive Midfield,right,,"Jul 10, 2009",Youssouf Mulumbu,"1,77m",45272,"['DR Congo', 'France']",€4.00m,: Ablöse €200k,28,"Jan 25, 1987",Without Club
Defensive Midfield,right,,"Jul 7, 2014",Chris Baird,"1,85m",4115,['Northern Ireland'],€500k,: Ablöse free transfer,33,"Feb 25, 1982",Retired
Defensive Midfield,right,,"Jul 1, 2011",Liam O'Neil,"1,81m",141349,"['England', 'Wales']",€100k,West Bromwich Albion U18,21,"Jul 31, 1993",Retired
Central Midfield,right,,"Aug 7, 2007",James Morrison,"1,83m",27614,"['Scotland', 'England']",€5.00m,Middlesbrough FC,29,"May 25, 1986",Retired
Central Midfield,left,,"Aug 15, 2007",Chris Brunt,"1,87m",36814,['Northern Ireland'],€4.00m,: Ablöse €3.75m,30,"Dec 14, 1984",Retired
Central Midfield,right,,"Jul 1, 2014",Craig Gardner,"1,76m",37171,['England'],€3.00m,Sunderland AFC,28,"Nov 25, 1986",Retired
Central Midfield,right,,"Jul 1, 2008",Graham Dorrans,"1,77m",36608,['Scotland'],€2.00m,Livingston FC,28,"May 5, 1987",Johnstone Burgh FC
Central Midfield,right,,"Feb 2, 2015",Darren Fletcher,"1,84m",3547,['Scotland'],€2.00m,Manchester United,31,"Feb 1, 1984",Retired
Attacking Midfield,both,,"Aug 30, 2014",Sebastián Blanco,"1,68m",54576,"['Argentina', 'Spain']",€5.00m,: Ablöse €2.00m,27,"Mar 15, 1988",CA San Lorenzo de Almagro
Attacking Midfield,right,,"Sep 2, 2013",Stéphane Sessègnon,"1,72m",37157,['Benin'],€5.00m,Sunderland AFC,31,"Jun 1, 1984",Retired
Attacking Midfield,right,,,Adil Nabi,"1,75m",181554,"['England', 'Pakistan']",,,21,"Feb 28, 1994",Without Club
Attacking Midfield,right,,,Tyler Roberts,"1,80m",296986,"['Wales', 'England']",,,16,"Jan 12, 1999",Northampton Town
Left Winger,right,,"Aug 24, 2014",Varela,"1,80m",31316,"['Portugal', 'Cape Verde']",€5.00m,FC Porto,30,"Feb 2, 1985",Retired
Left Winger,right,,"Aug 22, 2014",Georgios Samaras,"1,93m",6855,"['Greece', 'Australia']",€3.00m,Celtic FC,30,"Feb 21, 1985",Retired
Right Winger,right,"Muscle injury - Return expected on Nov 24, 2024","Jan 28, 2015",Callum McManaman,"1,74m",61711,"['England', 'Ireland']",€5.00m,Wigan Athletic,24,"Apr 25, 1991",Wigan Athletic
Centre-Forward,right,,"Jul 1, 2013",Saido Berahino,"1,80m",128897,"['Burundi', 'England']",€12.00m,West Bromwich Albion U21,21,"Aug 4, 1993",Rajasthan United
Centre-Forward,right,,"Jul 18, 2014",Brown Ideye,"1,81m",64308,['Nigeria'],€8.00m,Dynamo Kyiv,26,"Oct 10, 1988",Al-Yarmouk SC (Kuwait)
Centre-Forward,right,,"Sep 2, 2013",Victor Anichebe,"1,90m",39532,"['Nigeria', 'England']",€3.50m,: Ablöse €5.90m,27,"Apr 23, 1988",Retired
