position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,Adductor injury - Return unknown,"Jul 26, 2011",Thibaut Courtois,"2,00m",108390,['Belgium'],€30.00m,: Ablöse €8.95m,23,"May 11, 1992",Real Madrid
Goalkeeper,left,,"Jul 1, 2004",Petr Cech,"1,96m",5658,['Czech Republic'],€12.00m,Stade Rennais FC,33,"May 20, 1982",Retired
Goalkeeper,,,"Jul 9, 2013",Mark Schwarzer,,3357,"['Australia', 'Germany']",€500k,Fulham FC,42,"Oct 6, 1972",Retired
Goalkeeper,right,,"Jul 1, 2014",Jamal Blackman,"1,99m",128898,"['England', 'Barbados']",€250k,Chelsea FC U21,21,"Oct 27, 1993",Without Club
Goalkeeper,right,,,Mitchell Beeney,"1,98m",214113,['England'],,,19,"Oct 3, 1995",Ashford United
Centre-Back,right,,"Aug 24, 2012",César Azpilicueta,"1,78m",57500,['Spain'],€21.00m,Olympique Marseille,25,"Aug 28, 1989",Atlético de Madrid
Centre-Back,right,,"Jan 16, 2012",Gary Cahill,"1,93m",27511,['England'],€20.00m,: Ablöse €8.40m,29,"Dec 19, 1985",Retired
Centre-Back,right,,"Jan 31, 2014",Kurt Zouma,"1,90m",157509,"['France', 'Central African Republic']",€10.00m,: Ablöse €14.60m,20,"Oct 27, 1994",Al-Orobah FC
Centre-Back,right,,"Jan 1, 2000",John Terry,"1,87m",3160,['England'],€5.00m,: Ablöse -,34,"Dec 7, 1980",Retired
Centre-Back,right,,"Jul 1, 2010",Tomas Kalas,"1,84m",148657,['Czech Republic'],€3.50m,SK Sigma Olomouc,22,"May 15, 1993",FC Schalke 04
Centre-Back,left,,"Jan 1, 2013",Nathan Aké,"1,80m",177476,"['Netherlands', ""Cote d'Ivoire""]",€1.50m,Chelsea FC U18,20,"Feb 18, 1995",Manchester City
Centre-Back,right,,"Jan 8, 2012",Kenneth Omeruo,"1,85m",131708,['Nigeria'],€1.00m,: Ablöse ?,21,"Oct 17, 1993",Kasimpasa
Centre-Back,right,"Achilles tendon irritation - Return expected on Jan 1, 2025","Jul 1, 2015",Andreas Christensen,"1,87m",196948,['Denmark'],€750k,Chelsea FC U21,19,"Apr 10, 1996",FC Barcelona
Left-Back,left,,"Jul 16, 2014",Filipe Luís,"1,82m",21725,"['Brazil', 'Poland']",€18.00m,: Ablöse €20.00m,29,"Aug 9, 1985",Retired
Right-Back,right,,"Jan 15, 2008",Branislav Ivanovic,"1,85m",36827,['Serbia'],€17.00m,: Ablöse €12.00m,31,"Feb 22, 1984",Retired
Defensive Midfield,left,,"Jan 15, 2014",Nemanja Matic,"1,94m",74683,"['Serbia', 'Slovakia']",€34.00m,SL Benfica,26,"Aug 1, 1988",Olympique Lyon
Defensive Midfield,right,,"Jul 19, 2006",John Obi Mikel,"1,88m",30739,"['Nigeria', 'England']",€13.00m,Lyn 1896 FK,28,"Apr 22, 1987",Retired
Defensive Midfield,right,,"Jul 1, 2012",Nathaniel Chalobah,"1,85m",128900,"['England', 'Sierra Leone']",€4.00m,Chelsea FC U18,20,"Dec 12, 1994",Sheffield Wednesday
Central Midfield,right,,"Jul 1, 2014",Cesc Fàbregas,"1,79m",8806,['Spain'],€50.00m,FC Barcelona,28,"May 4, 1987",Retired
Central Midfield,right,,"Aug 13, 2010",Ramires,"1,79m",54170,['Brazil'],€25.00m,SL Benfica,28,"Mar 24, 1987",Retired
Central Midfield,right,,"Jul 1, 2014",Lewis Baker,"1,82m",198589,"['England', 'Jamaica']",€500k,Chelsea FC U21,20,"Apr 25, 1995",Blackburn Rovers
Central Midfield,right,,"Jan 1, 2015",Ruben Loftus-Cheek,"1,91m",202886,"['England', 'Guyana']",€500k,Chelsea FC U21,19,"Jan 23, 1996",AC Milan
Right Midfield,right,,"Feb 2, 2015",Juan Cuadrado,"1,76m",91970,"['Colombia', 'Italy']",€32.00m,: Ablöse €31.00m,27,"May 26, 1988",Atalanta BC
Attacking Midfield,right,,"Jul 25, 2012",Oscar,"1,80m",85314,"['Brazil', 'Italy']",€40.00m,Sport Club Internacional,23,"Sep 9, 1991",Shanghai Port
Left Winger,right,,"Jul 1, 2012",Eden Hazard,"1,75m",50202,['Belgium'],€60.00m,: Ablöse €35.00m,24,"Jan 7, 1991",Retired
Left Winger,,,"Jul 1, 2013",André Schürrle,,58205,['Germany'],€30.00m,Bayer 04 Leverkusen,24,"Nov 6, 1990",Retired
Left Winger,right,"Muscle injury - Return expected on Nov 29, 2024","Aug 28, 2013",Willian,"1,75m",52769,['Brazil'],€30.00m,Anzhi Makhachkala ( -2022),26,"Aug 9, 1988",Olympiacos Piraeus
