position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2013",Simon Mignolet,"1,93m",50219,['Belgium'],€12.00m,Sunderland AFC,27,"Mar 6, 1988",Club Brugge KV
Goalkeeper,left,,"Jul 1, 2010",Brad Jones,"1,94m",4042,"['Australia', 'England']",€1.00m,Middlesbrough FC,33,"Mar 19, 1982",Retired
Goalkeeper,right,,"Jan 30, 2012",Danny Ward,"1,91m",203026,['Wales'],€250k,Wrexham AFC,22,"Jun 22, 1993",Leicester City
Centre-Back,left,,"Sep 2, 2013",Mamadou Sakho,"1,87m",47713,"['France', 'Senegal']",€18.00m,: Ablöse €19.00m,25,"Feb 13, 1990",Torpedo Kutaisi
Centre-Back,right,"No eligibility - until Jun 30, 2025 - UEFA Europa League","Jul 27, 2014",Dejan Lovren,"1,88m",37838,['Croatia'],€15.00m,Southampton FC,25,"Jul 5, 1989",PAOK Thessaloniki
Centre-Back,right,,"Jan 11, 2008",Martin Skrtel,"1,91m",24180,['Slovakia'],€13.00m,: Ablöse €10.00m,30,"Dec 15, 1984",Hajskala Raztocno
Centre-Back,right,,"Jul 1, 2013",Kolo Touré,"1,78m",3202,"[""Cote d'Ivoire"", 'England']",€2.50m,: Ablöse free transfer,34,"Mar 19, 1981",Retired
Centre-Back,right,,"Aug 31, 2011",Sebastián Coates,"1,96m",102427,"['Uruguay', 'Spain']",€1.50m,Club Nacional,24,"Oct 7, 1990",Club Nacional
Left-Back,left,,"Aug 13, 2014",Alberto Moreno,"1,71m",207917,['Spain'],€15.00m,Sevilla FC,22,"Jul 5, 1992",Como 1907
Left-Back,left,,"Aug 11, 2011",José Enrique,"1,84m",35571,['Spain'],€5.00m,Newcastle United,29,"Jan 23, 1986",Retired
Right-Back,right,,"Jan 1, 2011",Jon Flanagan,"1,81m",145922,"['England', 'Ireland']",€8.00m,: Ablöse -,22,"Jan 1, 1993",Retired
Right-Back,both,,"Jul 1, 2009",Glen Johnson,"1,82m",3881,['England'],€7.00m,: Ablöse €20.50m,30,"Aug 23, 1984",Retired
Right-Back,right,,"Aug 6, 2014",Javier Manquillo,"1,78m",162029,['Spain'],€6.00m,: Ablöse €2.00m,21,"May 5, 1994",Celta de Vigo
Right-Back,right,,"Jul 1, 2011",Andre Wisdom,"1,86m",128912,"['England', 'Jamaica']",€6.00m,: Ablöse -,22,"May 9, 1993",Derry City
Defensive Midfield,right,,"Jul 1, 2007",Lucas Leiva,"1,79m",41414,"['Brazil', 'Italy']",€12.00m,Grêmio Foot-Ball Porto Alegrense,28,"Jan 9, 1987",Retired
Defensive Midfield,right,"Red card suspension - until Dec 1, 2024 - Bundesliga - 2 matchdays","Jul 1, 2014",Emre Can,"1,86m",119296,"['Germany', 'Türkiye']",€12.00m,Bayer 04 Leverkusen,21,"Jan 12, 1994",Borussia Dortmund
Defensive Midfield,right,,,Jordan Rossiter,"1,78m",258924,['England'],,,18,"Mar 24, 1997",Shrewsbury Town
Defensive Midfield,right,,,MJ Williams,"1,87m",279454,['Wales'],,,19,"Nov 6, 1995",Milton Keynes Dons
