position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2008",Tim Krul,"1,93m",33027,['Netherlands'],€9.00m,Newcastle United Reserves,27,"Apr 3, 1988",Luton Town
Goalkeeper,right,,"Aug 9, 2014",Karl Darlow,"1,90m",99397,"['Wales', 'England']",€3.00m,: Ablöse €5.00m,24,"Oct 8, 1990",Leeds United
Goalkeeper,left,,"Aug 30, 2011",Rob Elliot,"1,90m",39037,"['Ireland', 'England']",€1.00m,Charlton Athletic,29,"Apr 30, 1986",Retired
Goalkeeper,right,,"Jul 1, 2014",Freddie Woodman,"1,88m",226049,['England'],€250k,Newcastle United U18,18,"Mar 4, 1997",Preston North End
Goalkeeper,left,,"Jul 1, 2011",Jak Alnwick,"1,87m",128895,['England'],€250k,Newcastle United U18,22,"Jun 17, 1993",Cardiff City
Centre-Back,right,Team captain,"Aug 9, 2014",Jamaal Lascelles,"1,88m",183318,"['England', 'Barbados']",€3.00m,: Ablöse €5.00m,21,"Nov 11, 1993",Newcastle United
Centre-Back,right,,"Jul 1, 2003",Steven Taylor,"1,86m",17273,['England'],€3.00m,Newcastle United U18,29,"Jan 23, 1986",Retired
Centre-Back,right,,"Aug 15, 2008",Fabricio Coloccini,"1,84m",6150,"['Argentina', 'Italy']",€2.50m,Deportivo de La Coruña,33,"Jan 22, 1982",Retired
Centre-Back,right,,"Jan 1, 2010",Mike Williamson,"1,94m",10642,['England'],€2.50m,: Ablöse €1.10m,31,"Nov 8, 1983",Retired
Centre-Back,left,,"Jul 1, 2012",Paul Dummett,"1,83m",170321,"['Wales', 'England']",€2.50m,Newcastle United U21,23,"Sep 26, 1991",Wigan Athletic
Centre-Back,left,"No eligibility - until Dec 31, 2024 - Thai League - 15 matchdays","Jul 31, 2012",Curtis Good,"1,95m",179471,"['Australia', 'England']",€500k,: Ablöse €515k,22,"Mar 23, 1993",Buriram United
Centre-Back,right,,"Mar 25, 2014",Lubomir Satka,"1,88m",168408,['Slovakia'],,Newcastle United U18,19,"Dec 2, 1995",Samsunspor
Centre-Back,right,,,Remie Streete,"1,88m",198587,"['England', 'Jamaica']",,,20,"Nov 2, 1994",Retired
Left-Back,right,,"Aug 30, 2011",Davide Santon,"1,87m",84344,['Italy'],€7.00m,: Ablöse €5.65m,24,"Jan 2, 1991",Retired
Left-Back,left,,"Jan 24, 2013",Massadio Haidara,"1,79m",170929,"['Mali', 'France']",€2.00m,: Ablöse €2.50m,22,"Dec 2, 1992",Stade Brestois 29
Right-Back,right,,"Jul 17, 2014",Daryl Janmaat,"1,85m",60744,['Netherlands'],€6.50m,: Ablöse €6.00m,25,"Jul 22, 1989",Retired
Right-Back,right,,"Jan 1, 2009",Ryan Taylor,"1,79m",33785,['England'],€1.00m,Wigan Athletic,30,"Aug 19, 1984",Without Club
Right-Back,right,,"Jul 1, 2015",Jamie Sterry,"1,80m",250431,"['England', 'Italy']",,Newcastle United U21,19,"Nov 21, 1995",Doncaster Rovers
Defensive Midfield,right,,"Aug 26, 2010",Cheik Tioté,"1,80m",33478,"[""Cote d'Ivoire""]",€8.00m,Twente Enschede FC,29,"Jun 21, 1986",---
Defensive Midfield,left,,"Jul 1, 2014",Jack Colback,"1,77m",61644,['England'],€6.00m,Sunderland AFC,25,"Oct 24, 1989",Queens Park Rangers
Defensive Midfield,right,,"Aug 16, 2012",Vurnon Anita,"1,69m",30670,"['Curacao', 'Netherlands']",€4.00m,: Ablöse €8.50m,26,"Apr 4, 1989",Without Club
Central Midfield,right,,"Jan 21, 2013",Moussa Sissoko,"1,87m",46001,"['France', 'Mali']",€15.00m,: Ablöse €2.00m,25,"Aug 16, 1989",Watford FC
