position,foot,joinedOn,name,height,id,nationality,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,"Mar 26, 1997",Mart Poom,"1,95m",3715,['Estonia'],: Ablöse €700k,30,"Feb 3, 1972",Retired
Goalkeeper,right,,Ian Feuer,"2,01m",141044,['United States'],,31,"May 20, 1971",Retired
Goalkeeper,right,"Jul 1, 1999",Andy Oakes,"1,87m",13480,['England'],: Ablöse €500k,25,"Jan 11, 1977",Retired
Goalkeeper,,"Jan 1, 2002",Patrick Foletti,"1,87m",20082,"['Switzerland', 'Italy']",: Ablöse free transfer,28,"May 27, 1974",Retired
Goalkeeper,right,"Jul 1, 2013",Lee Grant,"1,93m",13460,['England'],: Ablöse free transfer,19,"Jan 27, 1983",Retired
Centre-Back,right,"Jul 1, 1998",Horacio Carbonari,"1,91m",30799,"['Argentina', 'Italy']",CA Rosario Central,28,"May 2, 1974",Retired
Centre-Back,both,"Jul 26, 2000",Bjørn Otto Bragstad,"1,94m",3834,['Norway'],: Ablöse €3.00m,31,"Jan 5, 1971",Retired
Centre-Back,,"Nov 1, 2000",Brian O'Neil,,669,['Scotland'],: Ablöse €750k,29,"Sep 6, 1972",Retired
Centre-Back,right,"Jul 1, 1995",Darryl Powell,"1,83m",4081,"['Jamaica', 'England']",: Ablöse €1.13m,30,"Nov 15, 1971",Retired
Centre-Back,right,"Aug 1, 2011",Chris Riggott,"1,83m",3782,['England'],Without Club,21,"Sep 1, 1980",Retired
Centre-Back,left,"Jul 5, 2000",Danny Higginbotham,"1,85m",3686,"['Gibraltar', 'England']",Manchester United,23,"Dec 29, 1978",Retired
Centre-Back,right,"Jan 1, 2001",Youl Mawéné,"1,82m",13471,['France'],: Ablöse €700k,22,"Jul 16, 1979",Retired
Centre-Back,right,"Jul 1, 1997",Steve Elliott,"1,85m",13457,['England'],Derby County U18,23,"Oct 29, 1978",Retired
Centre-Back,,"Jul 1, 2000",Con Blatsis,"1,90m",16700,"['Australia', 'Greece']",South Melbourne FC,24,"Jul 6, 1977",Retired
Centre-Back,right,"Jul 1, 1999",Ian Evatt,"1,91m",37127,['England'],Derby County U18,20,"Nov 19, 1981",Retired
Centre-Back,,,Gareth McKeown,"1,88m",120324,['Northern Ireland'],,18,"Jul 14, 1983",Retired
Left-Back,left,"Jul 1, 2001",Luciano Zavagno,"1,82m",13502,"['Argentina', 'Italy']",: Ablöse ?,24,"Aug 6, 1977",Retired
Left-Back,left,"Mar 1, 1999",Paul Boertien,"1,78m",13440,['England'],Carlisle United,23,"Jan 20, 1979",Retired
Right-Back,right,"Feb 1, 2002",Warren Barton,"1,77m",13238,['England'],Newcastle United,33,"Mar 19, 1969",Retired
Right-Back,both,"Mar 24, 1999",Richard Jackson,"1,73m",13467,['England'],Scarborough FC (- 2007),22,"Apr 18, 1980",Retired
