position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2011",David de Gea,"1,92m",59377,['Spain'],€40.00m,,: Ablöse €25.00m,29,"Nov 7, 1990",ACF Fiorentina
Goalkeeper,right,,"Jul 27, 2015",Sergio Romero,"1,92m",30690,"['Argentina', 'Italy']",€2.80m,,UC Sampdoria,33,"Feb 22, 1987",CA Boca Juniors
Goalkeeper,right,,"Jul 3, 2018",Lee Grant,"1,93m",13460,['England'],€600k,,Stoke City,37,"Jan 27, 1983",Retired
Goalkeeper,right,,"Jul 1, 2017",Joel Pereira,"1,89m",192611,"['Portugal', 'Switzerland']",€475k,,Manchester United U23,24,"Jun 28, 1996",Reading FC
Goalkeeper,right,,"Jul 1, 2022",Matej Kovar,"1,96m",550829,['Czech Republic'],€250k,,Manchester United U21,20,"May 17, 2000",Bayer 04 Leverkusen
Centre-Back,right,,"Aug 5, 2019",Harry Maguire,"1,94m",177907,['England'],€56.00m,,Leicester City,27,"Mar 5, 1993",Manchester United
Centre-Back,right,,"Jul 1, 2017",Victor Lindelöf,"1,87m",184573,['Sweden'],€28.00m,,SL Benfica,25,"Jul 17, 1994",Manchester United
Centre-Back,right,,"Jul 1, 2016",Eric Bailly,"1,87m",286384,"[""Cote d'Ivoire""]",€17.50m,,Villarreal CF,26,"Apr 12, 1994",Villarreal CF
Centre-Back,left,,"Aug 20, 2014",Marcos Rojo,"1,86m",93176,['Argentina'],€8.00m,,Sporting CP,30,"Mar 20, 1990",CA Boca Juniors
Centre-Back,right,Thumb injury - Return unknown,"Jan 1, 2017",Axel Tuanzebe,"1,85m",342046,"['DR Congo', 'England']",€8.00m,,Manchester United U18,22,"Nov 14, 1997",Ipswich Town
Centre-Back,right,,"Jul 1, 2011",Phil Jones,"1,85m",117996,['England'],€7.00m,,Blackburn Rovers,28,"Feb 21, 1992",Retired
Centre-Back,right,,,Max Taylor,"1,88m",460683,['England'],,,,20,"Jan 10, 2000",Morecambe FC
Centre-Back,right,,,Di'Shon Bernard,"1,88m",531677,"['Jamaica', 'England']",,,,19,"Oct 14, 2000",Sheffield Wednesday
Centre-Back,right,,"Jul 1, 2020",Teden Mengi,"1,86m",548470,"['England', 'Angola']",,,Manchester United U23,18,"Apr 30, 2002",Luton Town
