position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Aug 9, 2014",Fraser Forster,"2,01m",52570,['England'],€6.50m,Celtic FC,32,"Mar 17, 1988",Tottenham Hotspur
Goalkeeper,right,,"Jul 10, 2018",Angus Gunn,"1,96m",201574,"['Scotland', 'England']",€6.50m,Manchester City,24,"Jan 22, 1996",Norwich City
Goalkeeper,right,,"Aug 1, 2016",Alex McCarthy,"1,93m",95976,['England'],€4.00m,Crystal Palace,30,"Dec 3, 1989",Southampton FC
Goalkeeper,right,,"Jul 1, 2020",Harry Lewis,"1,91m",341043,['England'],€200k,Southampton FC B,22,"Dec 20, 1997",Carlisle United
Goalkeeper,right,,"Aug 14, 2017",Jack Rose,"1,90m",186923,['England'],€100k,West Bromwich Albion U21,25,"Jan 31, 1995",Hednesford Town
Centre-Back,both,Ankle injury - Return unknown,"Jul 13, 2018",Jannik Vestergaard,"1,99m",99331,"['Denmark', 'Germany']",€12.00m,Borussia Mönchengladbach,27,"Aug 3, 1992",Leicester City
Centre-Back,right,,"Jul 1, 2017",Jan Bednarek,"1,89m",243028,['Poland'],€12.00m,Lech Poznan,24,"Apr 12, 1996",Southampton FC
Centre-Back,right,,"Aug 8, 2019",Kevin Danso,"1,90m",263236,['Austria'],€6.30m,FC Augsburg,21,"Sep 19, 1998",RC Lens
Centre-Back,right,Team captain,"Jul 1, 2013",Jack Stephens,"1,85m",163744,['England'],€5.50m,Southampton FC U21,26,"Jan 27, 1994",Southampton FC
Centre-Back,right,,"Aug 30, 2012",Maya Yoshida,"1,89m",81789,['Japan'],€4.00m,VVV-Venlo,31,"Aug 24, 1988",Los Angeles Galaxy
Left-Back,left,Knee surgery - Return unknown,"Feb 2, 2015",Ryan Bertrand,"1,79m",40611,['England'],€10.50m,Chelsea FC,30,"Aug 5, 1989",Retired
Left-Back,left,,"Jul 1, 2016",Sam McQueen,"1,81m",226968,['England'],€800k,Southampton FC U23,25,"Feb 6, 1995",Retired
Left-Back,left,,,Jake Vokins,"1,80m",421424,['England'],,,20,"Mar 17, 2000",Eastleigh FC
Right-Back,right,,"Jul 1, 2015",Cédric Soares,"1,71m",112988,"['Portugal', 'Germany']",€8.00m,Sporting CP,28,"Aug 31, 1991",Without Club
Right-Back,right,,"Aug 11, 2020",Kyle Walker-Peters,"1,73m",341051,"['England', 'Jamaica']",€8.00m,Tottenham Hotspur,23,"Apr 13, 1997",Southampton FC
Right-Back,right,,"Jan 1, 2019",Yan Valery,"1,85m",406008,"['Tunisia', 'France']",€6.30m,Southampton FC U23,21,"Feb 22, 1999",Sheffield Wednesday
Defensive Midfield,right,,"Jul 11, 2016",Pierre-Emile Højbjerg,"1,85m",167799,"['Denmark', 'France']",€12.00m,: Ablöse €15.00m,24,"Aug 5, 1995",Olympique Marseille
Defensive Midfield,right,,"Aug 12, 2015",Oriol Romeu,"1,83m",66100,['Spain'],€8.00m,Chelsea FC,28,"Sep 24, 1991",Girona FC
Central Midfield,right,,"Jul 1, 2012",James Ward-Prowse,"1,77m",181579,['England'],€14.50m,Southampton FC U18,25,"Nov 1, 1994",Nottingham Forest
Central Midfield,right,,"Jul 1, 2018",Stuart Armstrong,"1,83m",130765,['Scotland'],€6.50m,Celtic FC,28,"Mar 30, 1992",Vancouver Whitecaps FC
Central Midfield,right,"Knee injury - Return expected on Nov 17, 2024",,Callum Slattery,"1,80m",332342,['England'],€50k,,21,"Feb 8, 1999",Motherwell FC
Central Midfield,right,Foot injury - Return unknown,,Alexandre Jankewitz,"1,85m",507472,"['Switzerland', 'Cameroon']",,,18,"Dec 25, 2001",FC Winterthur
Central Midfield,right,Knee injury - Return unknown,"Jan 1, 2020",Will Smallbone,"1,83m",444211,"['Ireland', 'England']",,Southampton FC U23,20,"Feb 21, 2000",Southampton FC
