position,foot,status,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 26, 2019",Dean Henderson,"1,88m",258919,['England'],€14.50m,Manchester United U23,23,"Mar 12, 1997",Crystal Palace
Goalkeeper,right,,"Aug 8, 2019",Michael Verrips,"1,96m",288259,['Netherlands'],€800k,KV Mechelen,23,"Dec 3, 1996",FCV Dender EH
Goalkeeper,right,,"Aug 19, 2016",Simon Moore,"1,91m",123536,['England'],€400k,Cardiff City,30,"May 19, 1990",Sunderland AFC
Goalkeeper,right,,"Jul 1, 2017",Jake Eastwood,"1,93m",526873,['England'],€100k,Sheffield United U21,23,"Oct 3, 1996",Grimsby Town
Centre-Back,left,,"Jul 8, 2016",Jack O'Connell,"1,90m",212829,['England'],€9.50m,: Ablöse ?,26,"Mar 29, 1994",Retired
Centre-Back,right,,"Jul 19, 2018",John Egan,"1,85m",121324,['Ireland'],€9.50m,Brentford FC,27,"Oct 20, 1992",Burnley FC
Centre-Back,right,,"Jan 31, 2020",Panagiotis Retsos,"1,86m",324351,['Greece'],€8.00m,Bayer 04 Leverkusen,21,"Aug 9, 1998",Olympiacos Piraeus
Centre-Back,right,,"Jul 1, 2014",Chris Basham,"1,90m",52495,['England'],€2.40m,Blackpool FC,31,"Jul 20, 1988",Retired
Centre-Back,left,Team captain,"Jan 21, 2020",Jack Robinson,"1,80m",128909,['England'],€2.00m,Nottingham Forest,26,"Sep 1, 1993",Sheffield United
Centre-Back,right,,"Jan 3, 2020",Jack Rodwell,"1,88m",57079,['England'],€1.20m,Without Club,29,"Mar 11, 1991",Without Club
Centre-Back,right,,"Jul 6, 2017",Richard Stearman,"1,91m",34349,"['England', 'Ireland']",€800k,Fulham FC,32,"Aug 19, 1987",Retired
Centre-Back,right,,"Jul 4, 2019",Phil Jagielka,"1,80m",13520,"['England', 'Poland']",€800k,Everton FC,37,"Aug 17, 1982",Retired
Centre-Back,right,,"Aug 31, 2017",Ben Heneghan,"1,91m",156939,"['England', 'Ireland']",€400k,Motherwell FC,26,"Sep 19, 1993",Port Vale FC
Centre-Back,left,Cruciate ligament surgery - Return unknown,"Aug 2, 2018",Kean Bryan,"1,85m",214928,"['England', 'Jamaica']",€250k,Manchester City U23,23,"Nov 1, 1996",Retired
Left-Back,left,,"Jul 1, 2017",Enda Stevens,"1,83m",85706,['Ireland'],€5.50m,: Ablöse free transfer,29,"Jul 9, 1990",Stoke City
Right-Back,right,,"Jul 1, 2017",George Baldock,"1,78m",146690,"['Greece', 'England']",€4.80m,Milton Keynes Dons,27,"Mar 9, 1993",---
Right-Back,right,,"Jan 23, 2015",Kieron Freeman,"1,78m",158703,"['Wales', 'England']",€1.20m,Derby County,28,"Mar 21, 1992",Without Club
Defensive Midfield,right,,"Jan 30, 2020",Sander Berge,"1,95m",333014,['Norway'],€20.00m,KRC Genk,22,"Feb 14, 1998",Fulham FC
Defensive Midfield,right,,"Jul 25, 2017",John Lundstram,"1,81m",156941,['England'],€8.00m,: Ablöse €560k,26,"Feb 18, 1994",Trabzonspor
Defensive Midfield,right,,"Aug 8, 2019",Muhamed Besic,"1,80m",93905,"['Bosnia-Herzegovina', 'Germany']",€2.40m,Everton FC,27,"Sep 10, 1992",Without Club
Central Midfield,left,Shin injury - Return unknown,"Jul 8, 2016",John Fleck,"1,69m",54383,['Scotland'],€6.50m,Coventry City,28,"Aug 24, 1991",Chesterfield FC
Central Midfield,right,,"Jan 4, 2019",Oliver Norwood,"1,75m",73547,"['Northern Ireland', 'England']",€6.50m,Brighton & Hove Albion,29,"Apr 12, 1991",Stockport County
Central Midfield,left,,"Jul 26, 2019",Ben Osborn,"1,76m",218087,['England'],€2.00m,Nottingham Forest,25,"Aug 5, 1994",Derby County
Attacking Midfield,left,,"Jul 3, 2019",Luke Freeman,"1,76m",66923,['England'],€2.80m,Queens Park Rangers,28,"Mar 22, 1992",Barnet FC
Attacking Midfield,right,,"Jul 16, 2019",Ravel Morrison,"1,75m",128907,"['Jamaica', 'England']",€600k,Östersunds FK,27,"Feb 2, 1993",Precision FC
Left Winger,right,,"Jan 31, 2020",Richairo Zivkovic,"1,87m",252755,"['Curacao', 'Netherlands']",€650k,Changchun Yatai,23,"Sep 5, 1996",True Bangkok United
Left Winger,right,,"Jan 15, 2018",Ricky Holmes,"1,88m",156899,['England'],€250k,Charlton Athletic,33,"Jun 19, 1987",Farnborough FC
Left Winger,left,,"Jul 1, 2017",Nathan Thomas,"1,78m",222024,['England'],€250k,Hartlepool United,25,"Sep 27, 1994",Whitby Town
Centre-Forward,right,,"Jul 21, 2019",Lys Mousset,"1,86m",291422,"['France', 'Senegal']",€9.50m,AFC Bournemouth,24,"Feb 8, 1996",Without Club
Centre-Forward,right,,"Aug 2, 2019",Oli McBurnie,"1,88m",298477,"['Scotland', 'England']",€8.00m,: Ablöse €19.10m,24,"Jun 4, 1996",UD Las Palmas
Centre-Forward,right,,"Jul 12, 2019",Callum Robinson,"1,78m",183299,"['Ireland', 'England']",€5.50m,Preston North End,25,"Feb 2, 1995",Cardiff City
Centre-Forward,right,,"Jul 25, 2015",Billy Sharp,"1,75m",49542,['England'],€1.60m,Leeds United,34,"Feb 5, 1986",Doncaster Rovers
Centre-Forward,right,,"Jul 24, 2018",David McGoldrick,"1,84m",35416,"['Ireland', 'England']",€1.60m,Ipswich Town,32,"Nov 29, 1987",Notts County
Centre-Forward,right,,"Jul 27, 2016",Leon Clarke,"1,88m",36859,['England'],€300k,Bury FC,35,"Feb 10, 1985",Retired
