position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 19, 2018",Alisson,"1,93m",105470,['Brazil'],€72.00m,,AS Roma,27,"Oct 2, 1992",Liverpool FC
Goalkeeper,right,,"Jul 1, 2013",Simon Mignolet,"1,93m",50219,['Belgium'],€8.00m,,Sunderland AFC,32,"Mar 6, 1988",Club Brugge KV
Goalkeeper,right,,"Aug 5, 2019",Adrián,"1,90m",71271,['Spain'],€4.00m,,West Ham United,33,"Jan 3, 1987",Real Betis Balompié
Goalkeeper,right,,"Jul 1, 2016",Loris Karius,"1,91m",85864,['Germany'],€3.20m,,: Ablöse €6.20m,27,"Jun 22, 1993",Without Club
Goalkeeper,right,,"Jul 1, 2019",Caoimhín Kelleher,"1,88m",340918,['Ireland'],€900k,,: Ablöse -,21,"Nov 23, 1998",Liverpool FC
Goalkeeper,left,,"Aug 12, 2019",Andy Lonergan,"1,93m",14044,['England'],€250k,,Middlesbrough FC,36,"Oct 19, 1983",Wigan Athletic
Goalkeeper,right,,"Jul 1, 2024",Vitezslav Jaros,"1,90m",486604,['Czech Republic'],,"Internal transfer: Liverpool FC U21; date: Jul 1, 2024",Liverpool FC U21,18,"Jul 23, 2001",Liverpool FC
Goalkeeper,,,,Ben Winterbottom,,505046,['England'],,,,18,"Jul 16, 2001",AFC Fylde
Centre-Back,right,Team captain,"Jan 1, 2018",Virgil van Dijk,"1,95m",139208,"['Netherlands', 'Suriname']",€80.00m,,Southampton FC,28,"Jul 8, 1991",Liverpool FC
Centre-Back,right,,"Jul 1, 2015",Joe Gomez,"1,88m",256178,"['England', 'The Gambia']",€33.50m,,Charlton Athletic,23,"May 23, 1997",Liverpool FC
Centre-Back,right,,"Jul 1, 2016",Joel Matip,"1,95m",82105,"['Cameroon', 'Germany']",€32.00m,,FC Schalke 04,28,"Aug 8, 1991",Retired
Centre-Back,right,"No eligibility - until Jun 30, 2025 - UEFA Europa League","Jul 27, 2014",Dejan Lovren,"1,88m",37838,['Croatia'],€16.00m,,Southampton FC,30,"Jul 5, 1989",PAOK Thessaloniki
