position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2017",Mathew Ryan,"1,84m",128969,"['Australia', 'Scotland']",€8.00m,,Valencia CF,28,"Apr 8, 1992",AS Roma
Goalkeeper,right,,"Jul 16, 2018",David Button,"1,91m",61814,['England'],€1.20m,,Fulham FC,31,"Feb 27, 1989",Reading FC
Goalkeeper,right,,"Jul 1, 2018",Jason Steele,"1,88m",73564,['England'],€600k,,Sunderland AFC,29,"Aug 18, 1990",Brighton & Hove Albion
Centre-Back,right,Team captain,"Apr 30, 2010",Lewis Dunk,"1,92m",148153,['England'],€16.00m,,: Ablöse -,28,"Nov 21, 1991",Brighton & Hove Albion
Centre-Back,right,,"Aug 3, 2019",Adam Webster,"1,90m",212847,['England'],€12.00m,,Bristol City,25,"Jan 4, 1995",Brighton & Hove Albion
Centre-Back,right,,"Aug 26, 2016",Shane Duffy,"1,93m",119269,"['Ireland', 'Northern Ireland']",€9.50m,,Blackburn Rovers,28,"Jan 1, 1992",Norwich City
Centre-Back,left,"Yellow card suspension - until Nov 26, 2024 - Premier League - 1 matchday","Aug 9, 2018",Dan Burn,"2,01m",134270,['England'],€4.00m,,Wigan Athletic,28,"May 9, 1992",Newcastle United
Centre-Back,right,,"Jul 1, 2018",Leon Balogun,"1,90m",56100,"['Nigeria', 'Germany']",€800k,,: Ablöse free transfer,32,"Jun 28, 1988",Rangers FC
Centre-Back,right,,,Warren O'Hora,"1,88m",449020,['Ireland'],,,,21,"Apr 19, 1999",Hibernian FC
Left-Back,left,Knee injury - Return unknown,"Jul 5, 2018",Bernardo,"1,86m",364258,['Brazil'],€4.80m,,: Ablöse €10.00m,25,"May 14, 1995",VfL Bochum
Left-Back,left,,"Jul 2, 2015",Gaëtan Bong,"1,83m",36291,"['Cameroon', 'France']",€800k,,Wigan Athletic,32,"Apr 25, 1988",Retired
Left-Back,left,,,Alex Cochrane,"1,73m",392773,['England'],,,,20,"Apr 21, 2000",Birmingham City
Left-Back,left,,"Jul 1, 2021",Haydon Roberts,"1,84m",533523,['England'],,,Brighton & Hove Albion U23,18,"May 10, 2002",Bristol City
Right-Back,right,,"Aug 9, 2018",Martín Montoya,"1,75m",68645,['Spain'],€6.50m,,Valencia CF,29,"Apr 14, 1991",Aris Thessaloniki
Right-Back,right,,"Jan 31, 2020",Tariq Lamptey,"1,63m",504148,"['Ghana', 'England']",€3.20m,,Chelsea FC U23,19,"Sep 30, 2000",Brighton & Hove Albion
Right-Back,right,,,Romaric Yapi,"1,79m",536521,"['France', ""Cote d'Ivoire""]",,,,19,"Jul 13, 2000",DAC Dunajska Streda
Right-Back,right,,,Archie Davies,"1,83m",386201,['England'],,,,21,"Oct 7, 1998",Carlisle United
Defensive Midfield,right,,"Jul 17, 2018",Yves Bissouma,"1,82m",410425,"['Mali', ""Cote d'Ivoire""]",€9.50m,,LOSC Lille,23,"Aug 30, 1996",Tottenham Hotspur
Defensive Midfield,right,,"Jan 31, 2019",Tudor Băluță,"1,92m",433976,['Romania'],€3.60m,,: Ablöse €2.90m,21,"Mar 27, 1999",Slask Wroclaw
Central Midfield,right,,"Aug 7, 2017",Davy Pröpper,"1,85m",79027,['Netherlands'],€13.50m,,: Ablöse €13.00m,28,"Sep 2, 1991",Retired
Central Midfield,right,,"Jan 24, 2019",Alexis Mac Allister,"1,76m",534033,"['Argentina', 'Italy']",€11.00m,,AA Argentinos Juniors,21,"Dec 24, 1998",Liverpool FC
Central Midfield,right,,"Jul 1, 2017",Pascal Groß,"1,81m",82873,['Germany'],€9.50m,,FC Ingolstadt 04,29,"Jun 15, 1991",Borussia Dortmund
Central Midfield,right,,"Jan 24, 2020",Aaron Mooy,"1,74m",123951,"['Australia', 'Netherlands']",€9.50m,,Huddersfield Town,29,"Sep 15, 1990",Retired
Central Midfield,right,,"Jan 30, 2014",Dale Stephens,"1,85m",49755,['England'],€4.80m,,Charlton Athletic,31,"Jun 12, 1989",Retired
Central Midfield,right,,"Jul 1, 2019",Steven Alzate,"1,80m",476237,"['Colombia', 'England']",€2.30m,"Returned after loan spell with Standard Liège; date: Jun 30, 2024; fee: End of loan",Brighton & Hove Albion U23,21,"Sep 8, 1998",Hull City
Central Midfield,right,Tibia and fibula fracture - Return unknown,"Jan 29, 2015",Beram Kayal,"1,78m",44741,['Israel'],€1.20m,,Celtic FC,32,"May 2, 1988",Ihud Bnei Sakhnin
Central Midfield,right,,,Max Sanders,"1,75m",411495,['England'],,,,21,"Jan 4, 1999",Crewe Alexandra
Central Midfield,left,,"Jul 1, 2021",Taylor Richards,"1,80m",484551,['England'],,,Brighton & Hove Albion U23,19,"Dec 4, 2000",Cambridge United
Central Midfield,left,"Hamstring injury - Return expected on Nov 22, 2024",,Jordan Davies,"1,84m",427927,['Wales'],,,,21,"Aug 18, 1998",Grimsby Town
Central Midfield,,,,Jack Spong,,530916,['England'],,,,18,"Feb 4, 2002",Worthing FC
Central Midfield,right,,,Teddy Jenks,"1,91m",530915,['England'],,,,18,"Mar 12, 2002",Forest Green Rovers
Right Midfield,right,,"Aug 31, 2017",Ezequiel Schelotto,"1,87m",119164,"['Italy', 'Argentina']",€1.20m,,Sporting CP,31,"May 23, 1989",FC Paradiso
Left Winger,right,,"Jul 1, 2019",Leandro Trossard,"1,72m",144028,['Belgium'],€13.00m,,KRC Genk,25,"Dec 4, 1994",Arsenal FC
Left Winger,right,,"Aug 20, 2017",José Izquierdo,"1,71m",147094,['Colombia'],€6.50m,,Club Brugge KV,27,"Jul 7, 1992",Retired
Left Winger,right,,"Aug 10, 2017",Soufyan Ahannach,"1,79m",262895,"['Netherlands', 'Morocco']",€400k,,Almere City FC,24,"Sep 9, 1995",Union Touarga Sportif
Left Winger,right,,,Ryan Longman,"1,80m",512175,['England'],,,,19,"Nov 6, 2000",Hull City
Right Winger,right,,"Jul 25, 2018",Alireza Jahanbakhsh,"1,81m",213268,"['Iran', 'Netherlands']",€6.50m,,AZ Alkmaar,26,"Aug 11, 1993",SC Heerenveen
Right Winger,left,Knee injury - Return unknown,"Jul 1, 2013",Solly March,"1,80m",209212,['England'],€6.50m,,Brighton & Hove Albion U18,25,"Jul 20, 1994",Brighton & Hove Albion
Right Winger,left,,,Peter Gwargis,"1,81m",430824,"['Sweden', 'Australia']",€25k,,,19,"Sep 4, 2000",Duhok SC
Centre-Forward,right,,"Aug 5, 2019",Neal Maupay,"1,71m",217115,"['France', 'Argentina']",€17.50m,,Brentford FC,23,"Aug 14, 1996",Olympique Marseille
Centre-Forward,right,,"Jan 19, 2018",Jürgen Locadia,"1,93m",166240,"['Curacao', 'Netherlands']",€8.00m,,: Ablöse €17.00m,26,"Nov 7, 1993",CF Intercity
Centre-Forward,right,,"Jul 1, 2019",Aaron Connolly,"1,74m",434207,['Ireland'],€4.00m,,Brighton & Hove Albion U23,20,"Jan 28, 2000",Sunderland AFC
Centre-Forward,right,,"Jul 1, 2018",Florin Andone,"1,81m",177065,"['Romania', 'Spain']",€3.20m,,Deportivo de La Coruña,27,"Apr 11, 1993",CD Atlético Baleares
Centre-Forward,right,,"Jan 31, 2017",Glenn Murray,"1,86m",45693,['England'],€1.60m,,AFC Bournemouth,36,"Sep 25, 1983",Retired
Centre-Forward,right,,,Bojan Radulović,"1,92m",516407,"['Serbia', 'Spain']",€50k,,,20,"Dec 29, 1999",Huddersfield Town
