position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Aug 8, 2018",Kepa Arrizabalaga,"1,88m",192279,['Spain'],€32.00m,,Athletic Bilbao,25,"Oct 3, 1994",AFC Bournemouth
Goalkeeper,right,,"Jul 1, 2017",Willy Caballero,"1,86m",19948,"['Argentina', 'Spain']",€600k,,Manchester City,38,"Sep 28, 1981",Retired
Goalkeeper,right,,,Jamie Cumming,"1,85m",396859,['England'],€450k,,,20,"Sep 4, 1999",Oxford United
Centre-Back,right,,"Jul 9, 2017",Antonio Rüdiger,"1,90m",86202,"['Germany', 'Sierra Leone']",€40.00m,,AS Roma,27,"Mar 3, 1993",Real Madrid
Centre-Back,right,,"Jan 31, 2014",Kurt Zouma,"1,90m",157509,"['France', 'Central African Republic']",€28.00m,,: Ablöse €14.60m,25,"Oct 27, 1994",Al-Orobah FC
Centre-Back,right,"Achilles tendon irritation - Return expected on Jan 1, 2025","Jul 1, 2015",Andreas Christensen,"1,87m",196948,['Denmark'],€24.00m,,Chelsea FC U21,24,"Apr 10, 1996",FC Barcelona
Centre-Back,right,,"Aug 24, 2012",César Azpilicueta,"1,78m",57500,['Spain'],€24.00m,,Olympique Marseille,30,"Aug 28, 1989",Atlético de Madrid
Centre-Back,right,,"Jul 1, 2017",Fikayo Tomori,"1,85m",303254,"['England', 'Canada']",€16.00m,,Chelsea FC U23,22,"Dec 19, 1997",AC Milan
Centre-Back,right,,"Jan 1, 2020",Marc Guéhi,"1,82m",392757,"['England', ""Cote d'Ivoire""]",€2.70m,,Chelsea FC U23,19,"Jul 13, 2000",Crystal Palace
Centre-Back,right,,,Dynel Simeu,"1,87m",503976,"['England', 'Cameroon']",,,,18,"Mar 13, 2002",KF Teuta
Left-Back,left,,"Jan 30, 2018",Emerson,"1,76m",181778,"['Italy', 'Brazil']",€24.00m,,AS Roma,25,"Aug 3, 1994",West Ham United
