position,foot,joinedOn,name,height,id,nationality,marketValue,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,"Jul 1, 2008",Paul Robinson,"1,93m",3630,['England'],€2.00m,Tottenham Hotspur,32,"Oct 15, 1979",Retired
Goalkeeper,right,"Aug 1, 2008",Mark Bunn,"1,83m",49319,"['England', 'Ireland']",€750k,: Ablöse €150k,27,"Nov 16, 1984",Retired
Goalkeeper,right,"Jul 1, 2012",Sebastian Usai,"1,90m",163344,['Australia'],,Blackburn Rovers U21,22,"Feb 28, 1990",Canberra Olympic FC
Goalkeeper,,"Jul 1, 2010",Jake Kean,"1,93m",121388,['England'],,Blackburn Rovers U18,21,"Feb 4, 1991",Retired
Centre-Back,,"Jan 25, 2007",Christopher Samba,,29016,"['Congo', 'France']",€12.00m,: Ablöse €500k,28,"Mar 28, 1984",Retired
Centre-Back,right,"Aug 1, 2011",Scott Dann,"1,94m",62688,['England'],€4.00m,: Ablöse €6.80m,25,"Feb 14, 1987",Without Club
Centre-Back,right,"Jan 1, 2010",Grant Hanley,"1,88m",121385,['Scotland'],€2.00m,Blackburn Rovers U18,20,"Nov 20, 1991",Norwich City
Centre-Back,left,"Jul 1, 2009",Gaël Givet,"1,81m",5286,['France'],€1.50m,Olympique Marseille,30,"Oct 9, 1981",Retired
Centre-Back,right,"Jan 6, 2005",Ryan Nelsen,"1,85m",28878,['New Zealand'],€750k,: Ablöse free transfer,34,"Oct 18, 1977",Retired
Centre-Back,right,"Oct 1, 2010",Hérold Goulon,"1,95m",41978,['France'],€500k,Without Club,24,"Jun 12, 1988",Without Club
Centre-Back,left,"Jul 1, 2011",Myles Anderson,"1,83m",173860,['England'],,Aberdeen FC,22,"Jan 9, 1990",Northwood FC
Left-Back,left,"Jul 1, 2007",Martin Olsson,"1,78m",38073,['Sweden'],€4.50m,Blackburn Rovers U18,24,"May 17, 1988",Malmö FF
Left-Back,left,"Jan 30, 2012",Marcus Olsson,"1,80m",72264,['Sweden'],€1.50m,Halmstads BK,24,"May 17, 1988",Halmstads BK
Right-Back,right,"Jan 31, 2012",Bradley Orr,"1,82m",16091,['England'],€1.50m,: Ablöse €1.80m,29,"Nov 1, 1982",Retired
Right-Back,right,"Jul 1, 2012",Adam Henley,"1,78m",173585,"['Wales', 'United States']",€750k,Blackburn Rovers U18,18,"Jun 14, 1994",Chorley FC
Right-Back,right,"Aug 1, 2009",Míchel Salgado,"1,74m",7515,['Spain'],€500k,Real Madrid,36,"Oct 22, 1975",Retired
