position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,left,,"Jul 1, 2017",Ederson,"1,88m",238223,"['Brazil', 'Portugal']",€70.00m,,SL Benfica,25,"Aug 17, 1993",Manchester City
Goalkeeper,right,,"Aug 25, 2016",Claudio Bravo,"1,84m",40423,"['Chile', 'Spain']",€2.50m,,FC Barcelona,36,"Apr 13, 1983",Retired
Goalkeeper,right,,"Jul 1, 2018",Arijanet Muric,"1,98m",371021,"['Kosovo', 'Montenegro']",€2.00m,,Manchester City U23,20,"Nov 7, 1998",Ipswich Town
Goalkeeper,right,,,Daniel Grimshaw,"1,85m",339253,['England'],,,,21,"Jan 16, 1998",Plymouth Argyle
Centre-Back,left,,"Jan 30, 2018",Aymeric Laporte,"1,91m",176553,"['Spain', 'France']",€75.00m,,Athletic Bilbao,25,"May 27, 1994",Al-Nassr FC
Centre-Back,right,,"Aug 9, 2016",John Stones,"1,88m",186590,['England'],€60.00m,,Everton FC,25,"May 28, 1994",Manchester City
Centre-Back,right,,"Aug 20, 2015",Nicolás Otamendi,"1,83m",54781,['Argentina'],€25.00m,,Valencia CF,31,"Feb 12, 1988",SL Benfica
Centre-Back,right,,"Jul 23, 2017",Danilo,"1,84m",145707,['Brazil'],€20.00m,,Real Madrid,27,"Jul 15, 1991",Juventus FC
Centre-Back,left,,"Aug 11, 2014",Eliaquim Mangala,"1,87m",90681,"['France', 'Belgium']",€10.00m,,FC Porto,28,"Feb 13, 1991",Estoril Praia
Centre-Back,right,,"Aug 22, 2008",Vincent Kompany,"1,90m",9594,"['Belgium', 'DR Congo']",€8.00m,,: Ablöse €8.50m,33,"Apr 10, 1986",Retired
Centre-Back,right,,"Jul 31, 2018",Philippe Sandler,"1,90m",340460,"['Netherlands', 'United States']",€2.50m,,PEC Zwolle,22,"Feb 10, 1997",NEC Nijmegen
Centre-Back,left,,"Aug 15, 2016",Pablo Marí,"1,93m",210178,['Spain'],€800k,,Gimnàstic de Tarragona,25,"Aug 31, 1993",AC Monza
Centre-Back,right,"No eligibility - until Jun 30, 2025 - UEFA Conference League","Jul 1, 2019",Erik Palmer-Brown,"1,86m",282199,['United States'],€600k,,Manchester City U23,22,"Apr 24, 1997",Panathinaikos FC
Centre-Back,right,"Pubalgia - Return expected on Nov 15, 2024","Jul 1, 2019",Eric García,"1,82m",466794,['Spain'],,,Manchester City U23,18,"Jan 9, 2001",FC Barcelona
Centre-Back,right,,,Cameron Humphreys,"1,87m",277723,['England'],,,,20,"Aug 22, 1998",Rotherham United
Left-Back,left,,"Jul 24, 2017",Benjamin Mendy,"1,85m",157495,"['France', 'Senegal']",€35.00m,,: Ablöse €57.50m,24,"Jul 17, 1994",FC Lorient
Left-Back,left,,"Jul 4, 2016",Oleksandr Zinchenko,"1,75m",203853,['Ukraine'],€20.00m,,: Ablöse €2.25m,22,"Dec 15, 1996",Arsenal FC
Right-Back,right,Team captain,"Jul 14, 2017",Kyle Walker,"1,78m",95424,['England'],€50.00m,,Tottenham Hotspur,29,"May 28, 1990",Manchester City
Right-Back,right,,,Luke Bolton,"1,74m",382553,['England'],,,,19,"Oct 7, 1999",Wrexham AFC
Defensive Midfield,right,Knock - Return unknown,"Jul 1, 2013",Fernandinho,"1,79m",26267,['Brazil'],€12.00m,,Shakhtar Donetsk,34,"May 4, 1985",Club Athletico Paranaense
Defensive Midfield,right,,"Oct 26, 2015",Luke Brattan,"1,75m",114365,"['Australia', 'England']",€500k,,Brisbane Roar,29,"Mar 8, 1990",Macarthur FC
Defensive Midfield,right,,,Claudio Gomes,"1,71m",395239,"['France', 'Guinea-Bissau']",,,,18,"Jul 23, 2000",Palermo FC
Central Midfield,right,,"Aug 23, 2024",İlkay Gündoğan,"1,80m",53622,['Germany'],€50.00m,"Joined from FC Barcelona; date: Aug 23, 2024; fee: free transfer",FC Barcelona,28,"Oct 24, 1990",Manchester City
Central Midfield,left,,"Jul 17, 2015",Fabian Delph,"1,74m",50362,"['England', 'Guyana']",€15.00m,,: Ablöse €11.50m,29,"Nov 21, 1989",Retired
Central Midfield,right,,"Jul 1, 2016",Aleix García,"1,73m",261504,['Spain'],€3.00m,,Manchester City U23,22,"Jun 28, 1997",Bayer 04 Leverkusen
Central Midfield,right,"Muscle fatigue - Return expected on Nov 20, 2024","Jul 15, 2017",Douglas Luiz,"1,77m",447661,['Brazil'],€2.50m,,Clube de Regatas Vasco da Gama,21,"May 9, 1998",Juventus FC
Central Midfield,right,,,Mix Diskerud,"1,84m",103559,"['United States', 'Norway']",€1.00m,,,28,"Oct 2, 1990",Without Club
Central Midfield,right,,,Felix Nmecha,"1,90m",406640,"['Germany', 'England']",,,,18,"Oct 10, 2000",Borussia Dortmund
Central Midfield,left,"Hamstring injury - Return expected on Jan 25, 2025",,Adrián Bernabé,"1,70m",466802,['Spain'],,,,18,"May 26, 2001",Parma Calcio 1913
Central Midfield,left,,,Taylor Richards,"1,80m",484551,['England'],,,,18,"Dec 4, 2000",Cambridge United
Attacking Midfield,right,,"Aug 30, 2015",Kevin De Bruyne,"1,81m",88755,['Belgium'],€130.00m,,VfL Wolfsburg,28,"Jun 28, 1991",Manchester City
Attacking Midfield,left,,"Jul 1, 2017",Bernardo Silva,"1,73m",241641,['Portugal'],€100.00m,,: Ablöse €50.00m,24,"Aug 10, 1994",Manchester City
Attacking Midfield,left,,"Jul 14, 2010",David Silva,"1,70m",35518,['Spain'],€20.00m,,: Ablöse €28.75m,33,"Jan 8, 1986",Retired
Attacking Midfield,both,,"Jan 1, 2018",Brahim Díaz,"1,70m",314678,"['Morocco', 'Spain']",€17.00m,,Manchester City U23,19,"Aug 3, 1999",Real Madrid
Attacking Midfield,left,,"Jul 9, 2017",Luka Ilic,"1,82m",429790,['Serbia'],€1.00m,,Red Star Belgrade,19,"Jul 2, 1999",Red Star Belgrade
Attacking Midfield,right,,"Jan 15, 2016",Anthony Cáceres,"1,73m",226739,"['Australia', 'Uruguay']",€350k,,Central Coast Mariners,26,"Sep 29, 1992",Sydney FC
Left Winger,right,,"Jul 14, 2015",Raheem Sterling,"1,70m",134425,"['England', 'Jamaica']",€140.00m,,: Ablöse €63.70m,24,"Dec 8, 1994",Arsenal FC
Left Winger,right,,"Aug 5, 2016",Marlos Moreno,"1,73m",345654,['Colombia'],€700k,,Atlético Nacional,22,"Sep 20, 1996",CD Tenerife
Right Winger,left,,"Aug 2, 2016",Leroy Sané,"1,83m",192565,"['Germany', 'France']",€100.00m,,FC Schalke 04,23,"Jan 11, 1996",Bayern Munich
Right Winger,left,,"Jul 10, 2018",Riyad Mahrez,"1,79m",171424,"['Algeria', 'France']",€60.00m,,Leicester City,28,"Feb 21, 1991",Al-Ahli SFC
Right Winger,left,,"Jul 1, 2017",Phil Foden,"1,71m",406635,['England'],€25.00m,,Manchester City U18,19,"May 28, 2000",Manchester City
Right Winger,left,,"Jul 19, 2015",Patrick Roberts,"1,67m",225452,['England'],€5.00m,,Fulham FC,22,"Feb 5, 1997",Sunderland AFC
Right Winger,left,,"Jan 30, 2018",Jack Harrison,"1,75m",417346,['England'],€4.00m,,: Ablöse €4.00m,22,"Nov 20, 1996",Everton FC
Right Winger,left,,,Ian Poveda,"1,67m",392763,"['Colombia', 'England']",,,,19,"Feb 9, 2000",Sunderland AFC
Centre-Forward,right,,"Jan 1, 2017",Gabriel Jesus,"1,75m",363205,['Brazil'],€70.00m,,Sociedade Esportiva Palmeiras,22,"Apr 3, 1997",Arsenal FC
Centre-Forward,right,,"Jul 28, 2011",Sergio Agüero,"1,73m",26399,"['Argentina', 'Spain']",€65.00m,,: Ablöse €40.00m,31,"Jun 2, 1988",Retired
Centre-Forward,right,,,Nabil Touaizi,"1,83m",487180,"['Morocco', 'Spain']",,,,18,"Feb 1, 2001",Albacete Balompié
