position,foot,status,joinedOn,name,height,id,nationality,marketValue,joined,signedFrom,age,dateOfBirth,currentClub
Goalkeeper,right,,"Jul 1, 2011",David de Gea,"1,92m",59377,['Spain'],€65.00m,,: Ablöse €25.00m,28,"Nov 7, 1990",ACF Fiorentina
Goalkeeper,right,,"Jul 27, 2015",Sergio Romero,"1,92m",30690,"['Argentina', 'Italy']",€3.50m,,UC Sampdoria,32,"Feb 22, 1987",CA Boca Juniors
Goalkeeper,right,,"Jul 1, 2017",Joel Pereira,"1,89m",192611,"['Portugal', 'Switzerland']",€850k,,Manchester United U23,23,"Jun 28, 1996",Reading FC
Goalkeeper,right,,"Jul 3, 2018",Lee Grant,"1,93m",13460,['England'],€750k,,Stoke City,36,"Jan 27, 1983",Retired
Centre-Back,right,,"Jul 1, 2017",Victor Lindelöf,"1,87m",184573,['Sweden'],€35.00m,,SL Benfica,24,"Jul 17, 1994",Manchester United
Centre-Back,right,,"Jul 1, 2016",Eric Bailly,"1,87m",286384,"[""Cote d'Ivoire""]",€25.00m,,Villarreal CF,25,"Apr 12, 1994",Villarreal CF
Centre-Back,right,,"Jul 1, 2011",Phil Jones,"1,85m",117996,['England'],€20.00m,,Blackburn Rovers,27,"Feb 21, 1992",Retired
Centre-Back,right,,"Jul 1, 2010",Chris Smalling,"1,94m",103427,"['England', 'Jamaica']",€20.00m,,Fulham FC,29,"Nov 22, 1989",Al-Fayha FC
Centre-Back,left,,"Aug 20, 2014",Marcos Rojo,"1,86m",93176,['Argentina'],€12.00m,,Sporting CP,29,"Mar 20, 1990",CA Boca Juniors
Centre-Back,right,Thumb injury - Return unknown,"Jan 1, 2017",Axel Tuanzebe,"1,85m",342046,"['DR Congo', 'England']",€7.00m,,Manchester United U18,21,"Nov 14, 1997",Ipswich Town
Left-Back,left,,"Jul 1, 2014",Luke Shaw,"1,78m",183288,['England'],€30.00m,,Southampton FC,23,"Jul 12, 1995",Manchester United
Left-Back,both,,"Jul 1, 2011",Ashley Young,"1,75m",14086,"['England', 'Jamaica']",€5.00m,,: Ablöse €18.00m,33,"Jul 9, 1985",Everton FC
Left-Back,left,,"Jul 1, 2018",Cameron Borthwick-Jackson,"1,90m",258879,['England'],€1.00m,,Manchester United U23,22,"Feb 2, 1997",Without Club
Left-Back,right,,"Jul 1, 2019",Brandon Williams,"1,80m",507700,['England'],,,Manchester United U18,18,"Sep 3, 2000",Without Club
Right-Back,right,,"Jul 1, 2018",Diogo Dalot,"1,83m",357147,['Portugal'],€20.00m,,FC Porto,20,"Mar 18, 1999",Manchester United
Right-Back,right,,"Jul 11, 2015",Matteo Darmian,"1,83m",54906,['Italy'],€10.00m,,Torino FC,29,"Dec 2, 1989",Inter Milan
Right-Back,right,,"Jan 1, 2016",Timothy Fosu-Mensah,"1,85m",315131,"['Netherlands', 'Ghana']",€7.00m,,Manchester United U18,21,"Jan 2, 1998",Without Club
Right-Back,right,,"Jul 1, 2009",Antonio Valencia,"1,80m",33544,['Ecuador'],€5.00m,,Wigan Athletic,33,"Aug 4, 1985",Retired
Defensive Midfield,left,,"Jul 31, 2017",Nemanja Matic,"1,94m",74683,"['Serbia', 'Slovakia']",€30.00m,,Chelsea FC,30,"Aug 1, 1988",Olympique Lyon
Defensive Midfield,right,,"Jul 1, 2020",James Garner,"1,82m",505219,['England'],,,Manchester United U23,18,"Mar 13, 2001",Everton FC
Central Midfield,both,"Doping ban - until Mar 10, 2025 - cross-competition","Aug 9, 2016",Paul Pogba,"1,91m",122153,"['France', 'Guinea']",€100.00m,,: Ablöse €105.00m,26,"Mar 15, 1993",Juventus FC
Central Midfield,both,,"Jul 1, 2018",Fred,"1,69m",191614,['Brazil'],€30.00m,,Shakhtar Donetsk,26,"Mar 5, 1993",Fenerbahce
Central Midfield,right,,"Jul 1, 2014",Ander Herrera,"1,82m",99343,['Spain'],€25.00m,,Athletic Bilbao,29,"Aug 14, 1989",Athletic Bilbao
Central Midfield,right,,"Sep 2, 2013",Marouane Fellaini,"1,94m",39679,"['Belgium', 'Morocco']",€12.00m,,: Ablöse €32.40m,31,"Nov 22, 1987",Retired
Central Midfield,right,,"Jul 1, 2017",Scott McTominay,"1,91m",315969,"['Scotland', 'England']",€12.00m,,Manchester United U23,22,"Dec 8, 1996",SSC Napoli
Attacking Midfield,right,,"Jul 1, 2014",Jesse Lingard,"1,74m",141660,['England'],€40.00m,,Manchester United U21,26,"Dec 15, 1992",FC Seoul
Attacking Midfield,left,,"Jan 24, 2014",Juan Mata,"1,70m",44068,['Spain'],€20.00m,,Chelsea FC,31,"Apr 28, 1988",Western Sydney Wanderers
Attacking Midfield,right,,"Jul 1, 2015",Andreas Pereira,"1,78m",203394,"['Brazil', 'Belgium']",€10.00m,,Manchester United U21,23,"Jan 1, 1996",Fulham FC
Attacking Midfield,right,,"Jul 1, 2019",Angel Gomes,"1,66m",392770,"['England', 'Portugal']",,,Manchester United U23,18,"Aug 31, 2000",LOSC Lille
Left Winger,right,,"Jan 1, 2016",Marcus Rashford,"1,85m",258923,"['England', 'St. Kitts & Nevis']",€80.00m,,Manchester United U18,21,"Oct 31, 1997",Manchester United
Right Winger,left,,"Jul 1, 2019",Tahith Chong,"1,85m",344830,"['Netherlands', 'Curacao']",,,Manchester United U23,19,"Dec 4, 1999",Luton Town
Right Winger,both,,"Jul 1, 2019",Mason Greenwood,"1,81m",532826,"['England', 'Jamaica']",,"Returned after loan spell with Getafe CF; date: Jun 30, 2024; fee: End of loan",Manchester United U18,17,"Oct 1, 2001",Olympique Marseille
Centre-Forward,left,,"Jul 10, 2017",Romelu Lukaku,"1,91m",96341,"['Belgium', 'DR Congo']",€75.00m,,Everton FC,26,"May 13, 1993",SSC Napoli
Centre-Forward,right,,"Sep 1, 2015",Anthony Martial,"1,81m",182877,"['France', 'Guadeloupe']",€60.00m,,: Ablöse €60.00m,23,"Dec 5, 1995",AEK Athens
Centre-Forward,right,"Calf problems - Return expected on Dec 2, 2024","Jan 22, 2018",Alexis Sánchez,"1,69m",40433,['Chile'],€35.00m,,Arsenal FC,30,"Dec 19, 1988",Udinese Calcio
Centre-Forward,left,,"Jul 1, 2014",James Wilson,"1,83m",214104,['England'],€1.50m,,Manchester United U18,23,"Dec 1, 1995",Northampton Town
